ancestor_concept_code,descendant_concept_code,level_of_separation
N0000175707,N0000175707,0
N0000175707,N0000175708,1
N0000175708,N0000175708,0
N0000000223,N0000175709,4
N0000000085,N0000175709,3
N0000000175,N0000175709,2
N0000175707,N0000175709,1
N0000175709,N0000175709,0
N0000000223,N0000175967,3
N0000000223,N0000175968,4
N0000000085,N0000175967,2
N0000000085,N0000175968,3
N0000000175,N0000175967,1
N0000000175,N0000175968,2
N0000175967,N0000175967,0
N0000175967,N0000175968,1
N0000175968,N0000175968,0
N0000000223,N0000190477,3
N0000000223,N0000190478,4
N0000000085,N0000190477,2
N0000000085,N0000190478,3
N0000000175,N0000190477,1
N0000000175,N0000190478,2
N0000190477,N0000190477,0
N0000190477,N0000190478,1
N0000190478,N0000190478,0
N0000000223,N0000190479,4
N0000000085,N0000190479,3
N0000000175,N0000190479,2
N0000190477,N0000190479,1
N0000190479,N0000190479,0
N0000000223,N0000193277,3
N0000000223,N0000193278,4
N0000000223,N0000193279,5
N0000000085,N0000193277,2
N0000000085,N0000193278,3
N0000000085,N0000193279,4
N0000000175,N0000193277,1
N0000000175,N0000193278,2
N0000000175,N0000193279,3
N0000193277,N0000193277,0
N0000193277,N0000193278,1
N0000193277,N0000193279,2
N0000193278,N0000193278,0
N0000193278,N0000193279,1
N0000193279,N0000193279,0
N0000000223,N0000193340,3
N0000000223,N0000193341,4
N0000000085,N0000193340,2
N0000000085,N0000193341,3
N0000000175,N0000193340,1
N0000000175,N0000193341,2
N0000193340,N0000193340,0
N0000193340,N0000193341,1
N0000193341,N0000193341,0
N0000000223,N0000193865,3
N0000000085,N0000193865,2
N0000000175,N0000193865,1
N0000193865,N0000193865,0
N0000000223,N0000193867,3
N0000000085,N0000193867,2
N0000000175,N0000193867,1
N0000193867,N0000193867,0
N0000000223,N0000000215,2
N0000000223,N0000000239,3
N0000000223,N0000185503,4
N0000000085,N0000000215,1
N0000000085,N0000000239,2
N0000000085,N0000185503,3
N0000000215,N0000000215,0
N0000000215,N0000000239,1
N0000000215,N0000185503,2
N0000000239,N0000000239,0
N0000000239,N0000185503,1
N0000185503,N0000185503,0
N0000000223,N0000191264,4
N0000000085,N0000191264,3
N0000000215,N0000191264,2
N0000000239,N0000191264,1
N0000191264,N0000191264,0
N0000000223,N0000190112,3
N0000000223,N0000190113,4
N0000000085,N0000190112,2
N0000000085,N0000190113,3
N0000000215,N0000190112,1
N0000000215,N0000190113,2
N0000190112,N0000190112,0
N0000190112,N0000190113,1
N0000190113,N0000190113,0
N0000000223,N0000193846,3
N0000000223,N0000193845,4
N0000000085,N0000193846,2
N0000000085,N0000193845,3
N0000000215,N0000193846,1
N0000000215,N0000193845,2
N0000193846,N0000193846,0
N0000193846,N0000193845,1
N0000193845,N0000193845,0
N0000000223,N0000193961,3
N0000000223,N0000193960,4
N0000000085,N0000193961,2
N0000000085,N0000193960,3
N0000000215,N0000193961,1
N0000000215,N0000193960,2
N0000193961,N0000193961,0
N0000193961,N0000193960,1
N0000193960,N0000193960,0
N0000000223,N0000009949,2
N0000000223,N0000175077,3
N0000000085,N0000009949,1
N0000000085,N0000175077,2
N0000009949,N0000009949,0
N0000009949,N0000175077,1
N0000175077,N0000175077,0
N0000000223,N0000175617,3
N0000000085,N0000175617,2
N0000009949,N0000175617,1
N0000175617,N0000175617,0
N0000000223,N0000175621,3
N0000000085,N0000175621,2
N0000009949,N0000175621,1
N0000175621,N0000175621,0
N0000000223,N0000175856,3
N0000000085,N0000175856,2
N0000009949,N0000175856,1
N0000175856,N0000175856,0
N0000000223,N0000191005,3
N0000000085,N0000191005,2
N0000009949,N0000191005,1
N0000191005,N0000191005,0
N0000000223,N0000191259,3
N0000000085,N0000191259,2
N0000009949,N0000191259,1
N0000191259,N0000191259,0
N0000000223,N0000193339,3
N0000000085,N0000193339,2
N0000009949,N0000193339,1
N0000193339,N0000193339,0
N0000000223,N0000193802,3
N0000000085,N0000193802,2
N0000009949,N0000193802,1
N0000193802,N0000193802,0
N0000000223,N0000193855,3
N0000000085,N0000193855,2
N0000009949,N0000193855,1
N0000193855,N0000193855,0
N0000000223,N0000009954,2
N0000000223,N0000009953,3
N0000000223,N0000175770,4
N0000000085,N0000009954,1
N0000000085,N0000009953,2
N0000000085,N0000175770,3
N0000009954,N0000009954,0
N0000009954,N0000009953,1
N0000009954,N0000175770,2
N0000009953,N0000009953,0
N0000009953,N0000175770,1
N0000175770,N0000175770,0
N0000000223,N0000020061,2
N0000000223,N0000020062,3
N0000000223,N0000020064,4
N0000000085,N0000020061,1
N0000000085,N0000020062,2
N0000000085,N0000020064,3
N0000020061,N0000020061,0
N0000020061,N0000020062,1
N0000020061,N0000020064,2
N0000020062,N0000020062,0
N0000020062,N0000020064,1
N0000020064,N0000020064,0
N0000000223,N0000020063,3
N0000000085,N0000020063,2
N0000020061,N0000020063,1
N0000020063,N0000020063,0
N0000000223,N0000175773,2
N0000000223,N0000175774,3
N0000000223,N0000192700,4
N0000000085,N0000175773,1
N0000000085,N0000175774,2
N0000000085,N0000192700,3
N0000175773,N0000175773,0
N0000175773,N0000175774,1
N0000175773,N0000192700,2
N0000175774,N0000175774,0
N0000175774,N0000192700,1
N0000192700,N0000192700,0
N0000000223,N0000182145,2
N0000000223,N0000182146,3
N0000000223,N0000182147,4
N0000000085,N0000182145,1
N0000000085,N0000182146,2
N0000000085,N0000182147,3
N0000182145,N0000182145,0
N0000182145,N0000182146,1
N0000182145,N0000182147,2
N0000182146,N0000182146,0
N0000182146,N0000182147,1
N0000182147,N0000182147,0
N0000000223,N0000182148,4
N0000000085,N0000182148,3
N0000182145,N0000182148,2
N0000182146,N0000182148,1
N0000182148,N0000182148,0
N0000000223,N0000188379,2
N0000000223,N0000188378,3
N0000000223,N0000187056,4
N0000000223,N0000187057,5
N0000000085,N0000188379,1
N0000000085,N0000188378,2
N0000000085,N0000187056,3
N0000000085,N0000187057,4
N0000188379,N0000188379,0
N0000188379,N0000188378,1
N0000188379,N0000187056,2
N0000188379,N0000187057,3
N0000000223,N0000187058,5
N0000000085,N0000187058,4
N0000188379,N0000187058,3
N0000000223,N0000193918,2
N0000000085,N0000193918,1
N0000193918,N0000193918,0
N0000000223,N0000193953,2
N0000000085,N0000193953,1
N0000193953,N0000193953,0
N0000000223,N0000193959,2
N0000000223,N0000193968,3
N0000000085,N0000193959,1
N0000000085,N0000193968,2
N0000193959,N0000193959,0
N0000193959,N0000193968,1
N0000193968,N0000193968,0
N0000000223,N0000188367,1
N0000188367,N0000188367,0
N0000188367,N0000000193,1
N0000188367,N0000000140,2
N0000188367,N0000000069,3
N0000188367,N0000020065,4
N0000188367,N0000020066,4
N0000188367,N0000020067,4
N0000188367,N0000020069,4
N0000188367,N0000000259,3
N0000188367,N0000000156,2
N0000188367,N0000000244,3
N0000188367,N0000000073,4
N0000188367,N0000000119,4
N0000188367,N0000000138,3
N0000188367,N0000000074,4
N0000188367,N0000000118,4
N0000188367,N0000000196,4
N0000188367,N0000000078,3
N0000188367,N0000000224,3
N0000188367,N0000175456,3
N0000188367,N0000184145,3
N0000188367,N0000188380,2
N0000188367,N0000000095,3
N0000188367,N0000000090,4
N0000188367,N0000000188,4
N0000188367,N0000000199,3
N0000188367,N0000000143,4
N0000188367,N0000175652,5
N0000188367,N0000175701,5
N0000188367,N0000175702,5
N0000188367,N0000175717,5
N0000188367,N0000000227,4
N0000188367,N0000175653,5
N0000188367,N0000175703,5
N0000188367,N0000175704,5
N0000188367,N0000175718,5
N0000188367,N0000188381,3
N0000188367,N0000020014,4
N0000188367,N0000020015,5
N0000188367,N0000181817,6
N0000188367,N0000181818,6
N0000188367,N0000181819,6
N0000188367,N0000181820,6
N0000188367,N0000020016,5
N0000188367,N0000020017,5
N0000188367,N0000000180,2
N0000188367,N0000181004,3
N0000188367,N0000182727,3
N0000188367,N0000000211,2
N0000188367,N0000175448,3
N0000188367,N0000175449,3
N0000188367,N0000182728,3
N0000188367,N0000191545,2
N0000188367,N0000191546,3
N0000188367,N0000191547,3
N0000188367,N0000000105,1
N0000188367,N0000000234,2
N0000188367,N0000000102,3
N0000188367,N0000000167,2
N0000188367,N0000000109,3
N0000188367,N0000000219,2
N0000188367,N0000000114,3
N0000188367,N0000009955,2
N0000188367,N0000178332,2
N0000188367,N0000178333,3
N0000188367,N0000190855,4
N0000188367,N0000188370,1
N0000188367,N0000188375,2
N0000188367,N0000000234,3
N0000188367,N0000000102,4
N0000188367,N0000000167,3
N0000188367,N0000000109,4
N0000188367,N0000000219,3
N0000188367,N0000000114,4
N0000188367,N0000188376,3
N0000188367,N0000181005,4
N0000188367,N0000188377,3
N0000188367,N0000181006,4
N0000188367,N0000188378,3
N0000188367,N0000187056,4
N0000188367,N0000187057,5
N0000188367,N0000187058,5
N0000188367,N0000193964,3
N0000188367,N0000193958,4
N0000188367,N0000193965,4
N0000188367,N0000188371,2
N0000188367,N0000000132,3
N0000188367,N0000190107,4
N0000188367,N0000190108,4
N0000188367,N0000190109,4
N0000188367,N0000190110,4
N0000188367,N0000190111,4
N0000188367,N0000192340,4
N0000188367,N0000188372,2
N0000188367,N0000188373,3
N0000188367,N0000000147,4
N0000188367,N0000175542,5
N0000188367,N0000187060,3
N0000188367,N0000187061,4
N0000188367,N0000191265,4
N0000188367,N0000191423,4
N0000188367,N0000193932,4
N0000188367,N0000188374,2
N0000188367,N0000000238,3
N0000188367,N0000178332,3
N0000188367,N0000178333,4
N0000188367,N0000190855,5
N0000188367,N0000000215,1
N0000188367,N0000000239,2
N0000188367,N0000185503,3
N0000188367,N0000191264,3
N0000188367,N0000190112,2
N0000188367,N0000190113,3
N0000188367,N0000193846,2
N0000188367,N0000193845,3
N0000188367,N0000193961,2
N0000188367,N0000193960,3
N0000000223,N0000188368,2
N0000000223,N0000188369,3
N0000000223,N0000186778,4
N0000188367,N0000188368,1
N0000188367,N0000188369,2
N0000188367,N0000186778,3
N0000188368,N0000188368,0
N0000188368,N0000188369,1
N0000188368,N0000186778,2
N0000188369,N0000188369,0
N0000188369,N0000186778,1
N0000186778,N0000186778,0
N0000188367,N0000188379,1
N0000188367,N0000188378,2
N0000188367,N0000187056,3
N0000188367,N0000187057,4
N0000188367,N0000187058,4
N0000000223,N0000000163,1
N0000000223,N0000000133,2
N0000000223,N0000000076,3
N0000000223,N0000000101,4
N0000000163,N0000000163,0
N0000000163,N0000000133,1
N0000000163,N0000000076,2
N0000000163,N0000000101,3
N0000000133,N0000000133,0
N0000000133,N0000000076,1
N0000000133,N0000000101,2
N0000000076,N0000000076,0
N0000000076,N0000000101,1
N0000000101,N0000000101,0
N0000000223,N0000000169,4
N0000000223,N0000000197,5
N0000000163,N0000000169,3
N0000000163,N0000000197,4
N0000000133,N0000000169,2
N0000000133,N0000000197,3
N0000000076,N0000000169,1
N0000000076,N0000000197,2
N0000000169,N0000000169,0
N0000000169,N0000000197,1
N0000000197,N0000000197,0
N0000000223,N0000009963,5
N0000000163,N0000009963,4
N0000000133,N0000009963,3
N0000000076,N0000009963,2
N0000000169,N0000009963,1
N0000009963,N0000009963,0
N0000000223,N0000010263,5
N0000000163,N0000010263,4
N0000000133,N0000010263,3
N0000000076,N0000010263,2
N0000000169,N0000010263,1
N0000010263,N0000010263,0
N0000000223,N0000010264,5
N0000000163,N0000010264,4
N0000000133,N0000010264,3
N0000000076,N0000010264,2
N0000000169,N0000010264,1
N0000010264,N0000010264,0
N0000000223,N0000182638,5
N0000000163,N0000182638,4
N0000000133,N0000182638,3
N0000000076,N0000182638,2
N0000000169,N0000182638,1
N0000182638,N0000182638,0
N0000000223,N0000184151,5
N0000000163,N0000184151,4
N0000000133,N0000184151,3
N0000000076,N0000184151,2
N0000000169,N0000184151,1
N0000184151,N0000184151,0
N0000000223,N0000000181,4
N0000000163,N0000000181,3
N0000000133,N0000000181,2
N0000000076,N0000000181,1
N0000000181,N0000000181,0
N0000000223,N0000000195,4
N0000000163,N0000000195,3
N0000000133,N0000000195,2
N0000000076,N0000000195,1
N0000000195,N0000000195,0
N0000000223,N0000000246,4
N0000000163,N0000000246,3
N0000000133,N0000000246,2
N0000000076,N0000000246,1
N0000000246,N0000000246,0
N0000000223,N0000175075,4
N0000000163,N0000175075,3
N0000000133,N0000175075,2
N0000000076,N0000175075,1
N0000175075,N0000175075,0
N0000000223,N0000175912,4
N0000000163,N0000175912,3
N0000000133,N0000175912,2
N0000000076,N0000175912,1
N0000175912,N0000175912,0
N0000000223,N0000191725,4
N0000000223,N0000191726,5
N0000000223,N0000191727,6
N0000000163,N0000191725,3
N0000000163,N0000191726,4
N0000000163,N0000191727,5
N0000000133,N0000191725,2
N0000000133,N0000191726,3
N0000000133,N0000191727,4
N0000000076,N0000191725,1
N0000000076,N0000191726,2
N0000000076,N0000191727,3
N0000191725,N0000191725,0
N0000191725,N0000191726,1
N0000191725,N0000191727,2
N0000191726,N0000191726,0
N0000191726,N0000191727,1
N0000191727,N0000191727,0
N0000000223,N0000191729,4
N0000000223,N0000191730,5
N0000000163,N0000191729,3
N0000000163,N0000191730,4
N0000000133,N0000191729,2
N0000000133,N0000191730,3
N0000000076,N0000191729,1
N0000000076,N0000191730,2
N0000191729,N0000191729,0
N0000191729,N0000191730,1
N0000191730,N0000191730,0
N0000000223,N0000000233,3
N0000000223,N0000000098,4
N0000000163,N0000000233,2
N0000000163,N0000000098,3
N0000000133,N0000000233,1
N0000000133,N0000000098,2
N0000000233,N0000000233,0
N0000000233,N0000000098,1
N0000000098,N0000000098,0
N0000000223,N0000000103,4
N0000000223,N0000009947,5
N0000000163,N0000000103,3
N0000000163,N0000009947,4
N0000000133,N0000000103,2
N0000000133,N0000009947,3
N0000000233,N0000000103,1
N0000000233,N0000009947,2
N0000000103,N0000000103,0
N0000000103,N0000009947,1
N0000009947,N0000009947,0
N0000000223,N0000009948,5
N0000000163,N0000009948,4
N0000000133,N0000009948,3
N0000000233,N0000009948,2
N0000000103,N0000009948,1
N0000009948,N0000009948,0
N0000000223,N0000000111,4
N0000000223,N0000000191,5
N0000000163,N0000000111,3
N0000000163,N0000000191,4
N0000000133,N0000000111,2
N0000000133,N0000000191,3
N0000000233,N0000000111,1
N0000000233,N0000000191,2
N0000000111,N0000000111,0
N0000000111,N0000000191,1
N0000000191,N0000000191,0
N0000000223,N0000000176,4
N0000000223,N0000020088,5
N0000000223,N0000020086,6
N0000000163,N0000000176,3
N0000000163,N0000020088,4
N0000000163,N0000020086,5
N0000000133,N0000000176,2
N0000000133,N0000020088,3
N0000000133,N0000020086,4
N0000000233,N0000000176,1
N0000000233,N0000020088,2
N0000000233,N0000020086,3
N0000000176,N0000000176,0
N0000000176,N0000020088,1
N0000000176,N0000020086,2
N0000020088,N0000020088,0
N0000020088,N0000020086,1
N0000020086,N0000020086,0
N0000000223,N0000020087,5
N0000000163,N0000020087,4
N0000000133,N0000020087,3
N0000000233,N0000020087,2
N0000000176,N0000020087,1
N0000020087,N0000020087,0
N0000000223,N0000175890,5
N0000000163,N0000175890,4
N0000000133,N0000175890,3
N0000000233,N0000175890,2
N0000000176,N0000175890,1
N0000175890,N0000175890,0
N0000000223,N0000175074,4
N0000000223,N0000000187,5
N0000000163,N0000175074,3
N0000000163,N0000000187,4
N0000000133,N0000175074,2
N0000000133,N0000000187,3
N0000000233,N0000175074,1
N0000000233,N0000000187,2
N0000175074,N0000175074,0
N0000175074,N0000000187,1
N0000000187,N0000000187,0
N0000175074,N0000000191,1
N0000000223,N0000185501,5
N0000000163,N0000185501,4
N0000000133,N0000185501,3
N0000000233,N0000185501,2
N0000175074,N0000185501,1
N0000185501,N0000185501,0
N0000000223,N0000000212,4
N0000000163,N0000000212,3
N0000000133,N0000000212,2
N0000000233,N0000000212,1
N0000000212,N0000000212,0
N0000000223,N0000020060,4
N0000000163,N0000020060,3
N0000000133,N0000020060,2
N0000000233,N0000020060,1
N0000020060,N0000020060,0
N0000000223,N0000175516,4
N0000000163,N0000175516,3
N0000000133,N0000175516,2
N0000000233,N0000175516,1
N0000175516,N0000175516,0
N0000000223,N0000191258,4
N0000000163,N0000191258,3
N0000000133,N0000191258,2
N0000000233,N0000191258,1
N0000191258,N0000191258,0
N0000000223,N0000193801,4
N0000000163,N0000193801,3
N0000000133,N0000193801,2
N0000000233,N0000193801,1
N0000193801,N0000193801,0
N0000000223,N0000000107,3
N0000000163,N0000000107,2
N0000000133,N0000000107,1
N0000000107,N0000000107,0
N0000000223,N0000009956,3
N0000000223,N0000175919,4
N0000000223,N0000000121,5
N0000000163,N0000009956,2
N0000000163,N0000175919,3
N0000000163,N0000000121,4
N0000000133,N0000009956,1
N0000000133,N0000175919,2
N0000000133,N0000000121,3
N0000009956,N0000009956,0
N0000009956,N0000175919,1
N0000009956,N0000000121,2
N0000175919,N0000175919,0
N0000175919,N0000000121,1
N0000000121,N0000000121,0
N0000000223,N0000009957,4
N0000000163,N0000009957,3
N0000000133,N0000009957,2
N0000009956,N0000009957,1
N0000009957,N0000009957,0
N0000000223,N0000175920,3
N0000000223,N0000175922,4
N0000000223,N0000175925,5
N0000000223,N0000000126,6
N0000000163,N0000175920,2
N0000000163,N0000175922,3
N0000000163,N0000175925,4
N0000000163,N0000000126,5
N0000000133,N0000175920,1
N0000000133,N0000175922,2
N0000000133,N0000175925,3
N0000000133,N0000000126,4
N0000175920,N0000175920,0
N0000175920,N0000175922,1
N0000175920,N0000175925,2
N0000175920,N0000000126,3
N0000175922,N0000175922,0
N0000175922,N0000175925,1
N0000175922,N0000000126,2
N0000175925,N0000175925,0
N0000175925,N0000000126,1
N0000000126,N0000000126,0
N0000000223,N0000175926,5
N0000000223,N0000175080,6
N0000000163,N0000175926,4
N0000000163,N0000175080,5
N0000000133,N0000175926,3
N0000000133,N0000175080,4
N0000175920,N0000175926,2
N0000175920,N0000175080,3
N0000175922,N0000175926,1
N0000175922,N0000175080,2
N0000175926,N0000175926,0
N0000175926,N0000175080,1
N0000175080,N0000175080,0
N0000000223,N0000175927,5
N0000000163,N0000175927,4
N0000000133,N0000175927,3
N0000175920,N0000175927,2
N0000175922,N0000175927,1
N0000175927,N0000175927,0
N0000000223,N0000175921,4
N0000000223,N0000175923,5
N0000000163,N0000175921,3
N0000000163,N0000175923,4
N0000000133,N0000175921,2
N0000000133,N0000175923,3
N0000175920,N0000175921,1
N0000175920,N0000175923,2
N0000175921,N0000175921,0
N0000175921,N0000175923,1
N0000175923,N0000175923,0
N0000000223,N0000175924,5
N0000000163,N0000175924,4
N0000000133,N0000175924,3
N0000175920,N0000175924,2
N0000175921,N0000175924,1
N0000175924,N0000175924,0
N0000000223,N0000000258,3
N0000000223,N0000000127,4
N0000000163,N0000000258,2
N0000000163,N0000000127,3
N0000000133,N0000000258,1
N0000000133,N0000000127,2
N0000000258,N0000000258,0
N0000000258,N0000000127,1
N0000000127,N0000000127,0
N0000000223,N0000000128,3
N0000000223,N0000020026,4
N0000000163,N0000000128,2
N0000000163,N0000020026,3
N0000000133,N0000000128,1
N0000000133,N0000020026,2
N0000000128,N0000000128,0
N0000000128,N0000020026,1
N0000020026,N0000020026,0
N0000000223,N0000175086,4
N0000000163,N0000175086,3
N0000000133,N0000175086,2
N0000000128,N0000175086,1
N0000175086,N0000175086,0
N0000000223,N0000182960,4
N0000000163,N0000182960,3
N0000000133,N0000182960,2
N0000000128,N0000182960,1
N0000182960,N0000182960,0
N0000000223,N0000000134,3
N0000000223,N0000175955,4
N0000000163,N0000000134,2
N0000000163,N0000175955,3
N0000000133,N0000000134,1
N0000000133,N0000175955,2
N0000000134,N0000000134,0
N0000000134,N0000175955,1
N0000175955,N0000175955,0
N0000000223,N0000000150,3
N0000000163,N0000000150,2
N0000000133,N0000000150,1
N0000000150,N0000000150,0
N0000000223,N0000000155,3
N0000000163,N0000000155,2
N0000000133,N0000000155,1
N0000000155,N0000000155,0
N0000000223,N0000000160,3
N0000000223,N0000008288,4
N0000000163,N0000000160,2
N0000000163,N0000008288,3
N0000000133,N0000000160,1
N0000000133,N0000008288,2
N0000000160,N0000000160,0
N0000000160,N0000008288,1
N0000008288,N0000008288,0
N0000000223,N0000175964,3
N0000000223,N0000000164,4
N0000000163,N0000175964,2
N0000000163,N0000000164,3
N0000000133,N0000175964,1
N0000000133,N0000000164,2
N0000175964,N0000175964,0
N0000175964,N0000000164,1
N0000000164,N0000000164,0
N0000000223,N0000000166,3
N0000000163,N0000000166,2
N0000000133,N0000000166,1
N0000000166,N0000000166,0
N0000000223,N0000000173,3
N0000000163,N0000000173,2
N0000000133,N0000000173,1
N0000000173,N0000000173,0
N0000000223,N0000000177,3
N0000000163,N0000000177,2
N0000000133,N0000000177,1
N0000000177,N0000000177,0
N0000000223,N0000000179,3
N0000000163,N0000000179,2
N0000000133,N0000000179,1
N0000000179,N0000000179,0
N0000000223,N0000000183,3
N0000000163,N0000000183,2
N0000000133,N0000000183,1
N0000000183,N0000000183,0
N0000000223,N0000000184,3
N0000000223,N0000175760,4
N0000000163,N0000000184,2
N0000000163,N0000175760,3
N0000000133,N0000000184,1
N0000000133,N0000175760,2
N0000000184,N0000000184,0
N0000000184,N0000175760,1
N0000175760,N0000175760,0
N0000000223,N0000175761,4
N0000000163,N0000175761,3
N0000000133,N0000175761,2
N0000000184,N0000175761,1
N0000175761,N0000175761,0
N0000000223,N0000000202,3
N0000000163,N0000000202,2
N0000000133,N0000000202,1
N0000000202,N0000000202,0
N0000000223,N0000000206,3
N0000000163,N0000000206,2
N0000000133,N0000000206,1
N0000000206,N0000000206,0
N0000000223,N0000000235,3
N0000000163,N0000000235,2
N0000000133,N0000000235,1
N0000000235,N0000000235,0
N0000000223,N0000009916,3
N0000000163,N0000009916,2
N0000000133,N0000009916,1
N0000009916,N0000009916,0
N0000000223,N0000009946,3
N0000000163,N0000009946,2
N0000000133,N0000009946,1
N0000009946,N0000009946,0
N0000000223,N0000009959,3
N0000000163,N0000009959,2
N0000000133,N0000009959,1
N0000009959,N0000009959,0
N0000000223,N0000009961,3
N0000000223,N0000009962,4
N0000000163,N0000009961,2
N0000000163,N0000009962,3
N0000000133,N0000009961,1
N0000000133,N0000009962,2
N0000009961,N0000009961,0
N0000009961,N0000009962,1
N0000009962,N0000009962,0
N0000000223,N0000010215,3
N0000000163,N0000010215,2
N0000000133,N0000010215,1
N0000010215,N0000010215,0
N0000000223,N0000010265,3
N0000000163,N0000010265,2
N0000000133,N0000010265,1
N0000010265,N0000010265,0
N0000000223,N0000010274,3
N0000000163,N0000010274,2
N0000000133,N0000010274,1
N0000010274,N0000010274,0
N0000000223,N0000175917,3
N0000000223,N0000010276,4
N0000000163,N0000175917,2
N0000000163,N0000010276,3
N0000000133,N0000175917,1
N0000000133,N0000010276,2
N0000175917,N0000175917,0
N0000175917,N0000010276,1
N0000010276,N0000010276,0
N0000000223,N0000010334,3
N0000000163,N0000010334,2
N0000000133,N0000010334,1
N0000010334,N0000010334,0
N0000000223,N0000019995,3
N0000000163,N0000019995,2
N0000000133,N0000019995,1
N0000019995,N0000019995,0
N0000000223,N0000175082,3
N0000000223,N0000175076,4
N0000000223,N0000020001,5
N0000000223,N0000020000,6
N0000000223,N0000020006,7
N0000000223,N0000020008,8
N0000000163,N0000175082,2
N0000000163,N0000175076,3
N0000000163,N0000020001,4
N0000000163,N0000020000,5
N0000000163,N0000020006,6
N0000000163,N0000020008,7
N0000000133,N0000175082,1
N0000000133,N0000175076,2
N0000000133,N0000020001,3
N0000000133,N0000020000,4
N0000000133,N0000020006,5
N0000000133,N0000020008,6
N0000175082,N0000175082,0
N0000175082,N0000175076,1
N0000175082,N0000020001,2
N0000175082,N0000020000,3
N0000175082,N0000020006,4
N0000175082,N0000020008,5
N0000175076,N0000175076,0
N0000175076,N0000020001,1
N0000175076,N0000020000,2
N0000175076,N0000020006,3
N0000175076,N0000020008,4
N0000020001,N0000020001,0
N0000020001,N0000020000,1
N0000020001,N0000020006,2
N0000020001,N0000020008,3
N0000020000,N0000020000,0
N0000020000,N0000020006,1
N0000020000,N0000020008,2
N0000000223,N0000020010,8
N0000000163,N0000020010,7
N0000000133,N0000020010,6
N0000175082,N0000020010,5
N0000175076,N0000020010,4
N0000020001,N0000020010,3
N0000020000,N0000020010,2
N0000000223,N0000020012,8
N0000000163,N0000020012,7
N0000000133,N0000020012,6
N0000175082,N0000020012,5
N0000175076,N0000020012,4
N0000020001,N0000020012,3
N0000020000,N0000020012,2
N0000000223,N0000020007,7
N0000000223,N0000020031,8
N0000000163,N0000020007,6
N0000000163,N0000020031,7
N0000000133,N0000020007,5
N0000000133,N0000020031,6
N0000175082,N0000020007,4
N0000175082,N0000020031,5
N0000175076,N0000020007,3
N0000175076,N0000020031,4
N0000020001,N0000020007,2
N0000020001,N0000020031,3
N0000020000,N0000020007,1
N0000020000,N0000020031,2
N0000020007,N0000020007,0
N0000020007,N0000020031,1
N0000020031,N0000020031,0
N0000000223,N0000020032,8
N0000000163,N0000020032,7
N0000000133,N0000020032,6
N0000175082,N0000020032,5
N0000175076,N0000020032,4
N0000020001,N0000020032,3
N0000020000,N0000020032,2
N0000020007,N0000020032,1
N0000020032,N0000020032,0
N0000000223,N0000020033,8
N0000000163,N0000020033,7
N0000000133,N0000020033,6
N0000175082,N0000020033,5
N0000175076,N0000020033,4
N0000020001,N0000020033,3
N0000020000,N0000020033,2
N0000020007,N0000020033,1
N0000020033,N0000020033,0
N0000000223,N0000020009,7
N0000000163,N0000020009,6
N0000000133,N0000020009,5
N0000175082,N0000020009,4
N0000175076,N0000020009,3
N0000020001,N0000020009,2
N0000020000,N0000020009,1
N0000020009,N0000020009,0
N0000000223,N0000020030,7
N0000000223,N0000020028,8
N0000000163,N0000020030,6
N0000000163,N0000020028,7
N0000000133,N0000020030,5
N0000000133,N0000020028,6
N0000175082,N0000020030,4
N0000175082,N0000020028,5
N0000175076,N0000020030,3
N0000175076,N0000020028,4
N0000020001,N0000020030,2
N0000020001,N0000020028,3
N0000020000,N0000020030,1
N0000020000,N0000020028,2
N0000020030,N0000020030,0
N0000020030,N0000020028,1
N0000000223,N0000020029,8
N0000000163,N0000020029,7
N0000000133,N0000020029,6
N0000175082,N0000020029,5
N0000175076,N0000020029,4
N0000020001,N0000020029,3
N0000020000,N0000020029,2
N0000020030,N0000020029,1
N0000000223,N0000020034,7
N0000000163,N0000020034,6
N0000000133,N0000020034,5
N0000175082,N0000020034,4
N0000175076,N0000020034,3
N0000020001,N0000020034,2
N0000020000,N0000020034,1
N0000020034,N0000020034,0
N0000000223,N0000020036,7
N0000000163,N0000020036,6
N0000000133,N0000020036,5
N0000175082,N0000020036,4
N0000175076,N0000020036,3
N0000020001,N0000020036,2
N0000020000,N0000020036,1
N0000020036,N0000020036,0
N0000000223,N0000020037,7
N0000000163,N0000020037,6
N0000000133,N0000020037,5
N0000175082,N0000020037,4
N0000175076,N0000020037,3
N0000020001,N0000020037,2
N0000020000,N0000020037,1
N0000020037,N0000020037,0
N0000000223,N0000193929,7
N0000000163,N0000193929,6
N0000000133,N0000193929,5
N0000175082,N0000193929,4
N0000175076,N0000193929,3
N0000020001,N0000193929,2
N0000020000,N0000193929,1
N0000193929,N0000193929,0
N0000000223,N0000193947,7
N0000000163,N0000193947,6
N0000000133,N0000193947,5
N0000175082,N0000193947,4
N0000175076,N0000193947,3
N0000020001,N0000193947,2
N0000020000,N0000193947,1
N0000193947,N0000193947,0
N0000000223,N0000190857,6
N0000000163,N0000190857,5
N0000000133,N0000190857,4
N0000175082,N0000190857,3
N0000175076,N0000190857,2
N0000020001,N0000190857,1
N0000190857,N0000190857,0
N0000000223,N0000193934,6
N0000000163,N0000193934,5
N0000000133,N0000193934,4
N0000175082,N0000193934,3
N0000175076,N0000193934,2
N0000020001,N0000193934,1
N0000193934,N0000193934,0
N0000000223,N0000193933,5
