concept_code,concept_name,class_type,concept_class_id,standard_concept
D000521,alpha-MSH,CHEM,Leaf,C
D000522,Alphaprodine,CHEM,Leaf,C
D000523,Algestone,CHEM,SubClass,C
D000525,Alprazolam,CHEM,Leaf,C
D000526,Alprenolol,CHEM,SubClass,C
D000527,Alprostadil,CHEM,SubClass,C
D000530,Alfaxalone Alfadolone Mixture,CHEM,Leaf,C
D000534,Alum Compounds,CHEM,Leaf,C
D000535,Aluminum,CHEM,Leaf,C
D000536,Aluminum Hydroxide,CHEM,Leaf,C
D000537,Aluminum Oxide,CHEM,SubClass,C
D000538,Aluminum Silicates,CHEM,SubClass,C
D000546,Amanitins,CHEM,SubClass,C
D000547,Amantadine,CHEM,SubClass,C
D000548,Amaranth Dye,CHEM,Leaf,C
D000549,Ambenonium Chloride,CHEM,Leaf,C
D000551,Ambroxol,CHEM,Leaf,C
D000560,Amdinocillin,CHEM,SubClass,C
D000561,Amdinocillin Pivoxil,CHEM,Leaf,C
D000576,Americium,CHEM,Leaf,C
D000577,Amides,CHEM,SubClass,C
D000578,Amidines,CHEM,SubClass,C
D000579,Amidinotransferases,CHEM,Leaf,C
D000580,Amido Black,CHEM,Leaf,C
D000581,Amidohydrolases,CHEM,SubClass,C
D000582,Amidophosphoribosyltransferase,CHEM,Leaf,C
D000583,Amikacin,CHEM,Leaf,C
D000584,Amiloride,CHEM,Leaf,C
D000585,Aminacrine,CHEM,Leaf,C
D000587,Oxidoreductases Acting on CH-NH Group Donors,CHEM,SubClass,C
D000588,Amines,CHEM,SubClass,C
D000590,Amino Acid Chloromethyl Ketones,CHEM,SubClass,C
D000591,Amino Acid Isomerases,CHEM,SubClass,C
D000594,Amino Acid Oxidoreductases,CHEM,SubClass,C
D000596,Amino Acids,CHEM,SubClass,C
D000597,"Amino Acids, Branched-Chain",CHEM,SubClass,C
D000598,"Amino Acids, Cyclic",CHEM,SubClass,C
D000599,"Amino Acids, Diamino",CHEM,SubClass,C
D000600,"Amino Acids, Dicarboxylic",CHEM,SubClass,C
D000601,"Amino Acids, Essential",CHEM,SubClass,C
D000602,"Amino Acids, Peptides, and Proteins",CHEM,SubClass,C
D000603,"Amino Acids, Sulfur",CHEM,SubClass,C
D000604,Amino Acyl-tRNA Synthetases,CHEM,SubClass,C
D000605,Amino Alcohols,CHEM,SubClass,C
D000606,Amino Sugars,CHEM,SubClass,C
D000607,Aminoacetonitrile,CHEM,Leaf,C
D000609,Aminoacridines,CHEM,SubClass,C
D000611,Aminobiphenyl Compounds,CHEM,Leaf,C
D000612,4-Aminobutyrate Transaminase,CHEM,Leaf,C
D000613,Aminobutyrates,CHEM,SubClass,C
D000614,Aminocaproates,CHEM,SubClass,C
D000615,Aminoethylphosphonic Acid,CHEM,Leaf,C
D000616,Aminoglutethimide,CHEM,Leaf,C
D000617,Aminoglycosides,CHEM,SubClass,C
D000618,Aminohippuric Acids,CHEM,SubClass,C
D000619,Aminohydrolases,CHEM,SubClass,C
D000620,Aminoimidazole Carboxamide,CHEM,Leaf,C
D000621,Aminoisobutyric Acids,CHEM,Leaf,C
D000622,Aminolevulinic Acid,CHEM,Leaf,C
D000623,Porphobilinogen Synthase,CHEM,Leaf,C
D000624,5-Aminolevulinate Synthetase,CHEM,Leaf,C
D000625,Aminooxyacetic Acid,CHEM,Leaf,C
D000626,Aminopeptidases,CHEM,SubClass,C
D000627,Aminophenols,CHEM,SubClass,C
D000628,Aminophylline,CHEM,Leaf,C
D000629,Aminopropionitrile,CHEM,Leaf,C
D000630,Aminopterin,CHEM,SubClass,C
D000631,Aminopyridines,CHEM,SubClass,C
D000632,Aminopyrine,CHEM,SubClass,C
D000633,Aminopyrine N-Demethylase,CHEM,Leaf,C
D000634,Aminoquinolines,CHEM,SubClass,C
D000635,Aminorex,CHEM,Leaf,C
D000636,Aminosalicylic Acids,CHEM,SubClass,C
D000637,Transaminases,CHEM,SubClass,C
D000638,Amiodarone,CHEM,SubClass,C
D000639,Amitriptyline,CHEM,Leaf,C
D000640,Amitrole,CHEM,Leaf,C
D000641,Ammonia,CHEM,Leaf,C
D000642,Ammonia-Lyases,CHEM,SubClass,C
D000643,Ammonium Chloride,CHEM,Leaf,C
D000644,Quaternary Ammonium Compounds,CHEM,SubClass,C
D000645,Ammonium Sulfate,CHEM,Leaf,C
D000654,Amobarbital,CHEM,Leaf,C
D000655,Amodiaquine,CHEM,Leaf,C
D000657,Amoxapine,CHEM,Leaf,C
D000658,Amoxicillin,CHEM,SubClass,C
D000659,AMP Deaminase,CHEM,Leaf,C
D000661,Amphetamine,CHEM,SubClass,C
D000662,Amphetamines,CHEM,SubClass,C
D000664,Amphibian Venoms,CHEM,SubClass,C
D000665,Ampholyte Mixtures,CHEM,Leaf,C
D000666,Amphotericin B,CHEM,Leaf,C
D000667,Ampicillin,CHEM,SubClass,C
D000670,Amprolium,CHEM,Leaf,C
D000675,Ampyrone,CHEM,Leaf,C
D000676,Amrinone,CHEM,SubClass,C
D000677,Amsacrine,CHEM,Leaf,C
D000678,Amygdalin,CHEM,Leaf,C
D000680,Amyl Nitrite,CHEM,Leaf,C
D000681,Amylases,CHEM,SubClass,C
D000682,Amyloid,CHEM,SubClass,C
D000683,Serum Amyloid P-Component,CHEM,Leaf,C
D000685,Serum Amyloid A Protein,CHEM,Leaf,C
D000687,Amylopectin,CHEM,Leaf,C
D000688,Amylose,CHEM,Leaf,C
D000691,Anabasine,CHEM,Leaf,C
D000706,Anaphylatoxins,CHEM,SubClass,C
D000721,Ancrod,CHEM,Leaf,C
D000726,Androgen Antagonists,CHEM,SubClass,C
D000727,Androgen-Binding Protein,CHEM,Leaf,C
D000728,Androgens,CHEM,Leaf,C
D000730,Androstadienes,CHEM,SubClass,C
D000731,Androstanes,CHEM,SubClass,C
D000732,Androstanols,CHEM,SubClass,C
D000733,Androstatrienes,CHEM,Leaf,C
D000734,Androstenediols,CHEM,SubClass,C
D000735,Androstenedione,CHEM,Leaf,C
D000736,Androstenes,CHEM,SubClass,C
D000737,Androstenols,CHEM,SubClass,C
D000738,Androsterone,CHEM,Leaf,C
D000781,Anethole Trithione,CHEM,Leaf,C
D000802,Angiotensin Amide,CHEM,Leaf,C
D000803,Angiotensin I,CHEM,Leaf,C
D000804,Angiotensin II,CHEM,SubClass,C
D000805,Angiotensin III,CHEM,Leaf,C
D000808,Angiotensinogen,CHEM,Leaf,C
D000809,Angiotensins,CHEM,SubClass,C
D000812,Anhydrides,CHEM,SubClass,C
D000813,Anilides,CHEM,SubClass,C
D000814,Aniline Compounds,CHEM,SubClass,C
D000815,Aniline Hydroxylase,CHEM,Leaf,C
D000816,Aniline Mustard,CHEM,Leaf,C
D000817,Anilino Naphthalenesulfonates,CHEM,Leaf,C
D000837,Anion Exchange Resins,CHEM,Leaf,C
D000838,Anions,CHEM,SubClass,C
D000840,Anisoles,CHEM,SubClass,C
D000841,Anisomycin,CHEM,Leaf,C
D000861,Anserine,CHEM,Leaf,C
D000862,Ant Venoms,CHEM,Leaf,C
D000865,Antazoline,CHEM,Leaf,C
D000872,Anthocyanins,CHEM,Leaf,C
D000873,Anthracenes,CHEM,SubClass,C
D000875,Anthralin,CHEM,Leaf,C
D000876,Anthramycin,CHEM,Leaf,C
D000877,Anthranilate Phosphoribosyltransferase,CHEM,Leaf,C
D000878,Anthranilate Synthase,CHEM,Leaf,C
D000880,Anthraquinones,CHEM,SubClass,C
D000888,"Antibodies, Anti-Idiotypic",CHEM,SubClass,C
D000899,Aurodox,CHEM,Leaf,C
D000906,Antibodies,CHEM,SubClass,C
D000907,"Antibodies, Bacterial",CHEM,SubClass,C
D000908,"Antibodies, Fungal",CHEM,Leaf,C
D000909,"Antibodies, Helminth",CHEM,Leaf,C
D000910,"Antibodies, Heterophile",CHEM,Leaf,C
D000911,"Antibodies, Monoclonal",CHEM,SubClass,C
D000912,"Antibodies, Neoplasm",CHEM,Leaf,C
D000913,"Antibodies, Protozoan",CHEM,Leaf,C
D000914,"Antibodies, Viral",CHEM,SubClass,C
D000922,Immunotoxins,CHEM,Leaf,C
D000926,Anticodon,CHEM,Leaf,C
D000931,Antidotes,CHEM,Leaf,C
D000934,Antifoaming Agents,CHEM,Leaf,C
D000936,Antigen-Antibody Complex,CHEM,Leaf,C
D000939,Epitopes,CHEM,SubClass,C
D000941,Antigens,CHEM,SubClass,C
D000942,"Antigens, Bacterial",CHEM,SubClass,C
D000943,"Antigens, Differentiation",CHEM,SubClass,C
D000944,"Antigens, Differentiation, B-Lymphocyte",CHEM,SubClass,C
D000945,"Antigens, Differentiation, T-Lymphocyte",CHEM,SubClass,C
D000946,"Antigens, Fungal",CHEM,SubClass,C
D000947,"Antigens, Helminth",CHEM,Leaf,C
D000949,Histocompatibility Antigens Class II,CHEM,SubClass,C
D000950,"Antigens, Ly",CHEM,SubClass,C
D000951,"Antigens, Neoplasm",CHEM,SubClass,C
D000952,"Antigens, Polyomavirus Transforming",CHEM,Leaf,C
D000953,"Antigens, Protozoan",CHEM,SubClass,C
D000954,"Antigens, Surface",CHEM,SubClass,C
D000955,"Antigens, T-Independent",CHEM,Leaf,C
D000956,"Antigens, Viral",CHEM,SubClass,C
D000957,"Antigens, Viral, Tumor",CHEM,SubClass,C
D000961,Antilymphocyte Serum,CHEM,Leaf,C
D000963,Antimetabolites,CHEM,SubClass,C
D000964,"Antimetabolites, Antineoplastic",CHEM,Leaf,C
D000965,Antimony,CHEM,Leaf,C
D000966,Antimony Potassium Tartrate,CHEM,Leaf,C
D000967,Antimony Sodium Gluconate,CHEM,Leaf,C
D000968,Antimycin A,CHEM,Leaf,C
D000974,"Antibodies, Antinuclear",CHEM,Leaf,C
D000975,Antioxidants,CHEM,Leaf,C
D000976,Antipain,CHEM,Leaf,C
D000979,alpha-2-Antiplasmin,CHEM,Leaf,C
D000983,Antipyrine,CHEM,SubClass,C
D000988,Antispermatogenic Agents,CHEM,SubClass,C
D000989,Antistreptolysin,CHEM,Leaf,C
D000990,Antithrombin III,CHEM,Leaf,C
D000992,Antitoxins,CHEM,SubClass,C
D000997,Antivenins,CHEM,Leaf,C
D001030,Apamin,CHEM,Leaf,C
D001031,Apatites,CHEM,SubClass,C
D001032,Apazone,CHEM,Leaf,C
D001051,Apoenzymes,CHEM,Leaf,C
D001052,Apoferritins,CHEM,Leaf,C
D001053,Apolipoproteins,CHEM,SubClass,C
D001054,Apolipoproteins A,CHEM,SubClass,C
D001055,Apolipoproteins B,CHEM,SubClass,C
D001056,Apolipoproteins C,CHEM,SubClass,C
D001057,Apolipoproteins E,CHEM,SubClass,C
D001058,Apomorphine,CHEM,Leaf,C
D001059,Apoproteins,CHEM,SubClass,C
D001060,Aporphines,CHEM,SubClass,C
D001073,Aprindine,CHEM,Leaf,C
D001074,Propoxur,CHEM,Leaf,C
D001080,Apurinic Acid,CHEM,Leaf,C
D001081,Apyrase,CHEM,Leaf,C
D001084,Vidarabine Phosphate,CHEM,Leaf,C
D001085,Arabinofuranosylcytosine Triphosphate,CHEM,Leaf,C
D001086,Arabinofuranosyluracil,CHEM,Leaf,C
D001087,Arabinonucleosides,CHEM,SubClass,C
D001088,Arabinonucleotides,CHEM,SubClass,C
D001089,Arabinose,CHEM,Leaf,C
D001091,Arachidonate Lipoxygenases,CHEM,SubClass,C
D001092,Arachidonate 12-Lipoxygenase,CHEM,Leaf,C
D001093,Arachidonate 15-Lipoxygenase,CHEM,Leaf,C
D001094,Arachidonate 5-Lipoxygenase,CHEM,Leaf,C
D001095,Arachidonic Acids,CHEM,SubClass,C
D001101,Arbaprostil,CHEM,Leaf,C
D001104,Arbutin,CHEM,Leaf,C
D001115,Arecoline,CHEM,Leaf,C
D001119,Arginase,CHEM,Leaf,C
D001120,Arginine,CHEM,SubClass,C
D001121,Lysine Carboxypeptidase,CHEM,Leaf,C
D001122,Arginine Kinase,CHEM,Leaf,C
D001123,Argininosuccinate Lyase,CHEM,SubClass,C
D001124,Argininosuccinate Synthase,CHEM,Leaf,C
D001125,Argininosuccinic Acid,CHEM,Leaf,C
D001126,Arginine-tRNA Ligase,CHEM,Leaf,C
D001127,Arginine Vasopressin,CHEM,SubClass,C
D001128,Argon,CHEM,Leaf,C
D001138,Armin,CHEM,Leaf,C
D001140,Aroclors,CHEM,SubClass,C
D001141,Aromatase,CHEM,Leaf,C
D001142,Aromatic-L-Amino-Acid Decarboxylases,CHEM,SubClass,C
D001147,Arsanilic Acid,CHEM,Leaf,C
D001148,Arsenamide,CHEM,Leaf,C
D001149,Arsenates,CHEM,Leaf,C
D001150,Arsenazo III,CHEM,Leaf,C
D001151,Arsenic,CHEM,Leaf,C
D001152,Arsenicals,CHEM,SubClass,C
D001153,Arsphenamine,CHEM,Leaf,C
D001180,Arthropod Venoms,CHEM,SubClass,C
D001189,Aryl Hydrocarbon Hydroxylases,CHEM,SubClass,C
D001190,Arylsulfonates,CHEM,SubClass,C
D001191,Arylamine N-Acetyltransferase,CHEM,Leaf,C
D001192,Arylsulfatases,CHEM,SubClass,C
D001194,Asbestos,CHEM,SubClass,C
D001204,Ascorbate Oxidase,CHEM,Leaf,C
D001205,Ascorbic Acid,CHEM,SubClass,C
D001212,Asialoglycoproteins,CHEM,Leaf,C
D001215,Asparaginase,CHEM,Leaf,C
D001216,Asparagine,CHEM,Leaf,C
D001217,Aspartate-Ammonia Ligase,CHEM,Leaf,C
D001218,Aspartame,CHEM,Leaf,C
D001219,Aspartate Aminotransferases,CHEM,SubClass,C
D001220,Aspartate Ammonia-Lyase,CHEM,Leaf,C
D001221,Aspartate Carbamoyltransferase,CHEM,Leaf,C
D001222,Aspartate Kinase,CHEM,SubClass,C
D001223,Aspartate-Semialdehyde Dehydrogenase,CHEM,Leaf,C
D001224,Aspartic Acid,CHEM,SubClass,C
D001225,Aspartokinase Homoserine Dehydrogenase,CHEM,Leaf,C
D001226,Aspartate-tRNA Ligase,CHEM,Leaf,C
D001227,Aspartylglucosylaminase,CHEM,Leaf,C
D001241,Aspirin,CHEM,SubClass,C
D001246,Astatine,CHEM,Leaf,C
D001262,Atenolol,CHEM,Leaf,C
D001275,ATP Citrate (pro-S)-Lyase,CHEM,Leaf,C
D001276,ATP Phosphoribosyltransferase,CHEM,Leaf,C
D001277,GTP Pyrophosphokinase,CHEM,Leaf,C
D001278,Atractyloside,CHEM,Leaf,C
D001279,Atracurium,CHEM,Leaf,C
D001280,Atrazine,CHEM,Leaf,C
D001285,Atropine,CHEM,SubClass,C
D001286,Atropine Derivatives,CHEM,SubClass,C
D001310,Auranofin,CHEM,Leaf,C
D001312,Aurintricarboxylic Acid,CHEM,Leaf,C
D001313,Aurovertins,CHEM,Leaf,C
D001323,Autoantibodies,CHEM,SubClass,C
D001324,Autoantigens,CHEM,SubClass,C
D001335,Vehicle Emissions,CHEM,Leaf,C
D001360,Avidin,CHEM,Leaf,C
D001371,"trans-1,4-Bis(2-chlorobenzaminomethyl)cyclohexane Dihydrochloride",CHEM,Leaf,C
D001372,Aza Compounds,CHEM,SubClass,C
D001373,Azacosterol,CHEM,Leaf,C
D001374,Azacitidine,CHEM,SubClass,C
D001375,Azaguanine,CHEM,Leaf,C
D001376,Azaperone,CHEM,Leaf,C
D001377,Azaserine,CHEM,Leaf,C
D001378,Azasteroids,CHEM,SubClass,C
D001379,Azathioprine,CHEM,Leaf,C
D001380,Azauridine,CHEM,Leaf,C
D001381,Azepines,CHEM,SubClass,C
D001383,Azetidinecarboxylic Acid,CHEM,Leaf,C
D001384,Azetidines,CHEM,SubClass,C
D001385,Azetines,CHEM,SubClass,C
D001386,Azides,CHEM,SubClass,C
D001387,Azinphosmethyl,CHEM,Leaf,C
D001388,Aziridines,CHEM,SubClass,C
D001389,Azirines,CHEM,SubClass,C
D001390,Azlocillin,CHEM,Leaf,C
D001391,Azo Compounds,CHEM,SubClass,C
D001392,Azocines,CHEM,SubClass,C
D001393,Azoles,CHEM,SubClass,C
D001397,Azoxymethane,CHEM,SubClass,C
D001398,Aztreonam,CHEM,Leaf,C
D001399,Azure Stains,CHEM,Leaf,C
D001400,Azurin,CHEM,Leaf,C
D001402,B-Lymphocytes,CHEM,SubClass,C
D001414,Bacitracin,CHEM,Leaf,C
D001418,Baclofen,CHEM,Leaf,C
D001425,Bacterial Outer Membrane Proteins,CHEM,SubClass,C
D001426,Bacterial Proteins,CHEM,SubClass,C
D001427,Bacterial Toxins,CHEM,SubClass,C
D001428,Bacterial Vaccines,CHEM,SubClass,C
D001429,Bacteriochlorophylls,CHEM,SubClass,C
D001430,Bacteriocins,CHEM,SubClass,C
D001436,Bacteriorhodopsins,CHEM,Leaf,C
D001453,Balsams,CHEM,Leaf,C
D001455,Bambermycins,CHEM,Leaf,C
D001457,"Anion Exchange Protein 1, Erythrocyte",CHEM,Leaf,C
D001462,Barbital,CHEM,Leaf,C
D001463,Barbiturates,CHEM,SubClass,C
D001464,Barium,CHEM,Leaf,C
D001465,Barium Radioisotopes,CHEM,Leaf,C
D001466,Barium Sulfate,CHEM,Leaf,C
D001496,Batrachotoxins,CHEM,Leaf,C
D001498,"3-Pyridinecarboxylic acid, 1,4-dihydro-2,6-dimethyl-5-nitro-4-(2-(trifluoromethyl)phenyl)-, Methyl ester",CHEM,Leaf,C
D001500,BCG Vaccine,CHEM,Leaf,C
D001507,Beclomethasone,CHEM,Leaf,C
D001514,Bee Venoms,CHEM,SubClass,C
D001533,Belladonna Alkaloids,CHEM,SubClass,C
D001534,Bemegride,CHEM,Leaf,C
D001535,Benactyzine,CHEM,Leaf,C
D001536,Bence Jones Protein,CHEM,Leaf,C
D001537,Bencyclane,CHEM,Leaf,C
D001539,Bendroflumethiazide,CHEM,Leaf,C
D001542,Benomyl,CHEM,Leaf,C
D001544,Benperidol,CHEM,Leaf,C
D001545,Benserazide,CHEM,Leaf,C
D001546,Bentonite,CHEM,Leaf,C
D001547,Benzaldehydes,CHEM,Leaf,C
D001548,Benzalkonium Compounds,CHEM,Leaf,C
D001549,Benzamides,CHEM,SubClass,C
D001550,Benzamidines,CHEM,SubClass,C
D001551,Benz(a)Anthracenes,CHEM,SubClass,C
D001552,Benzazepines,CHEM,SubClass,C
D001553,Benzbromarone,CHEM,Leaf,C
D001554,Benzene,CHEM,Leaf,C
D001555,Benzene Derivatives,CHEM,SubClass,C
D001556,Hexachlorocyclohexane,CHEM,Leaf,C
D001557,Benzenesulfonates,CHEM,SubClass,C
D001558,Benzethonium,CHEM,Leaf,C
D001559,Benzhydryl Compounds,CHEM,SubClass,C
D001560,Benzidines,CHEM,SubClass,C
D001561,Benzilates,CHEM,SubClass,C
D001562,Benzimidazoles,CHEM,SubClass,C
D001564,Benzo(a)pyrene,CHEM,Leaf,C
D001565,Benzoates,CHEM,SubClass,C
D001566,Benzocaine,CHEM,Leaf,C
D001567,Benzocycloheptenes,CHEM,SubClass,C
D001569,Benzodiazepines,CHEM,SubClass,C
D001570,Benzodiazepinones,CHEM,SubClass,C
D001571,Benzoflavones,CHEM,SubClass,C
D001572,Benzofurans,CHEM,SubClass,C
D001573,Benzoin,CHEM,Leaf,C
D001574,Benzolamide,CHEM,Leaf,C
D001575,Benzomorphans,CHEM,SubClass,C
D001576,Benzophenoneidum,CHEM,Leaf,C
D001577,Benzophenones,CHEM,SubClass,C
D001578,Benzopyrans,CHEM,SubClass,C
D001579,Benzopyrene Hydroxylase,CHEM,Leaf,C
D001580,Benzopyrenes,CHEM,SubClass,C
D001581,Benzothiadiazines,CHEM,SubClass,C
D001582,Benzothiepins,CHEM,SubClass,C
D001583,Benzoxazoles,CHEM,SubClass,C
D001584,Benzoxepins,CHEM,Leaf,C
D001585,Benzoyl Peroxide,CHEM,SubClass,C
D001586,Benzoylarginine Nitroanilide,CHEM,Leaf,C
D001587,Benzoylarginine-2-Naphthylamide,CHEM,Leaf,C
D001588,Benzoylcholine,CHEM,Leaf,C
D001589,Benzphetamine,CHEM,Leaf,C
D001590,Benztropine,CHEM,Leaf,C
D001591,Benzydamine,CHEM,Leaf,C
D001592,Benzyl Alcohols,CHEM,SubClass,C
D001593,Benzyl Compounds,CHEM,SubClass,C
D001594,Benzyl Viologen,CHEM,Leaf,C
D001595,Benzylamine Oxidase,CHEM,Leaf,C
D001596,Benzylamines,CHEM,SubClass,C
D001597,Benzylidene Compounds,CHEM,SubClass,C
D001598,Bephenium Compounds,CHEM,Leaf,C
D001599,Berberine,CHEM,Leaf,C
D001600,Berberine Alkaloids,CHEM,SubClass,C
D001603,Berkelium,CHEM,Leaf,C
D001608,Beryllium,CHEM,Leaf,C
D001609,Beta-Globulins,CHEM,SubClass,C
D001613,beta 2-Microglobulin,CHEM,Leaf,C
D001614,beta-Amylase,CHEM,Leaf,C
D001615,beta-Endorphin,CHEM,Leaf,C
D001616,beta-Galactosidase,CHEM,SubClass,C
D001617,beta-Glucosidase,CHEM,Leaf,C
D001618,beta-Lactamases,CHEM,SubClass,C
D001619,beta-N-Acetylhexosaminidases,CHEM,SubClass,C
D001620,beta-Thromboglobulin,CHEM,Leaf,C
D001621,Betahistine,CHEM,Leaf,C
D001622,Betaine,CHEM,Leaf,C
D001623,Betamethasone,CHEM,SubClass,C
D001624,Betamethasone Valerate,CHEM,Leaf,C
D001625,Betazole,CHEM,Leaf,C
D001626,Bethanechol Compounds,CHEM,SubClass,C
D001627,Bethanidine,CHEM,Leaf,C
D001629,Bezafibrate,CHEM,Leaf,C
D001632,Bibenzyls,CHEM,SubClass,C
D001639,Bicarbonates,CHEM,SubClass,C
D001640,Bicuculline,CHEM,Leaf,C
D001643,Bridged Bicyclo Compounds,CHEM,SubClass,C
D001645,Biguanides,CHEM,SubClass,C
D001647,Bile Acids and Salts,CHEM,SubClass,C
D001654,Bile Pigments,CHEM,SubClass,C
D001663,Bilirubin,CHEM,SubClass,C
D001664,Biliverdine,CHEM,Leaf,C
D001672,Biocompatible Materials,CHEM,SubClass,C
D001679,Biogenic Amines,CHEM,SubClass,C
D001685,Biological Factors,CHEM,SubClass,C
D001688,Biological Products,CHEM,SubClass,C
D001697,Biomedical and Dental Materials,CHEM,SubClass,C
D001704,Biopolymers,CHEM,SubClass,C
D001708,Biopterin,CHEM,SubClass,C
D001710,Biotin,CHEM,Leaf,C
D001712,Biperiden,CHEM,Leaf,C
D001713,Biphenyl Compounds,CHEM,SubClass,C
D001725,Bis(Chloromethyl) Ether,CHEM,Leaf,C
D001726,Bisacodyl,CHEM,Leaf,C
D001728,Dicumarol,CHEM,Leaf,C
D001729,Bismuth,CHEM,Leaf,C
D001731,Bisphosphoglycerate Mutase,CHEM,Leaf,C
D001735,Bithionol,CHEM,Leaf,C
D001736,Biureas,CHEM,Leaf,C
D001737,Biuret,CHEM,Leaf,C
D001761,Bleomycin,CHEM,SubClass,C
D001779,Blood Coagulation Factors,CHEM,SubClass,C
D001786,Blood Glucose,CHEM,Leaf,C
D001789,Blood Group Antigens,CHEM,SubClass,C
D001798,Blood Proteins,CHEM,SubClass,C
D001839,Bombesin,CHEM,Leaf,C
D001843,Bone Cements,CHEM,Leaf,C
D001865,Bongkrekic Acid,CHEM,Leaf,C
D001880,Boranes,CHEM,SubClass,C
D001881,Borates,CHEM,Leaf,C
D001888,Boric Acids,CHEM,SubClass,C
D001889,Borinic Acids,CHEM,Leaf,C
D001892,Camphanes,CHEM,SubClass,C
D001894,Borohydrides,CHEM,SubClass,C
D001895,Boron,CHEM,Leaf,C
D001896,Boron Compounds,CHEM,SubClass,C
D001897,Boronic Acids,CHEM,SubClass,C
D001904,Botulinum Antitoxin,CHEM,Leaf,C
D001905,Botulinum Toxins,CHEM,SubClass,C
D001920,Bradykinin,CHEM,SubClass,C
D001949,Bretylium Compounds,CHEM,SubClass,C
D001950,Bretylium Tosylate,CHEM,Leaf,C
D001952,Bridged-Ring Compounds,CHEM,SubClass,C
D001954,Brinolase,CHEM,Leaf,C
D001958,Brocresine,CHEM,Leaf,C
D001959,Bromates,CHEM,Leaf,C
D001960,Bromazepam,CHEM,Leaf,C
D001961,Bromcresol Green,CHEM,Leaf,C
D001962,Bromcresol Purple,CHEM,Leaf,C
D001963,Bromelains,CHEM,Leaf,C
D001964,Bromhexine,CHEM,SubClass,C
D001965,Bromides,CHEM,SubClass,C
D001966,Bromine,CHEM,Leaf,C
D001967,Bromine Radioisotopes,CHEM,Leaf,C
D001968,Bromisovalum,CHEM,Leaf,C
D001969,Bromobenzenes,CHEM,Leaf,C
D001970,Bromobenzoates,CHEM,SubClass,C
D001971,Bromocriptine,CHEM,Leaf,C
D001972,Bromodeoxycytidine,CHEM,Leaf,C
D001973,Bromodeoxyuridine,CHEM,Leaf,C
D001974,Bromosuccinimide,CHEM,Leaf,C
D001975,Bromotrichloromethane,CHEM,Leaf,C
D001976,Bromouracil,CHEM,Leaf,C
D001977,Brompheniramine,CHEM,SubClass,C
D001978,Bromphenol Blue,CHEM,Leaf,C
D001979,Bromthymol Blue,CHEM,Leaf,C
D002004,Brucella Vaccine,CHEM,Leaf,C
D002015,Bucrylate,CHEM,Leaf,C
D002018,Bufanolides,CHEM,SubClass,C
D002019,Bufexamac,CHEM,Leaf,C
D002021,Buffers,CHEM,SubClass,C
D002026,Buformin,CHEM,Leaf,C
D002027,Bufotenin,CHEM,SubClass,C
D002034,Bumetanide,CHEM,Leaf,C
D002035,Bunaftine,CHEM,Leaf,C
D002038,Bungarotoxins,CHEM,Leaf,C
D002040,Levobunolol,CHEM,Leaf,C
D002045,Bupivacaine,CHEM,SubClass,C
D002046,Bupranolol,CHEM,Leaf,C
D002047,Buprenorphine,CHEM,SubClass,C
D002049,Burimamide,CHEM,Leaf,C
D002064,Buserelin,CHEM,Leaf,C
D002065,Buspirone,CHEM,Leaf,C
D002066,Busulfan,CHEM,Leaf,C
D002069,Butaclamol,CHEM,Leaf,C
D002070,Butadienes,CHEM,Leaf,C
D002072,Butylene Glycols,CHEM,SubClass,C
D002073,Butanes,CHEM,SubClass,C
D002074,Butanones,CHEM,SubClass,C
D002076,Butirosin Sulfate,CHEM,Leaf,C
D002077,Butorphanol,CHEM,Leaf,C
D002078,Butoxamine,CHEM,Leaf,C
D002079,Butter,CHEM,SubClass,C
D002082,Butylamines,CHEM,Leaf,C
D002083,Butylated Hydroxyanisole,CHEM,Leaf,C
D002084,Butylated Hydroxytoluene,CHEM,Leaf,C
D002085,Butylhydroxybutylnitrosamine,CHEM,Leaf,C
D002086,Butylscopolammonium Bromide,CHEM,Leaf,C
D002087,Butyrates,CHEM,SubClass,C
D002090,Butyrophenones,CHEM,SubClass,C
D002091,Butyrylcholinesterase,CHEM,Leaf,C
D002092,Butyrylthiocholine,CHEM,Leaf,C
D002093,"Benzenaminium, 4,4'-(3-oxo-1,5-pentanediyl)bis(N,N-dimethyl-N-2-propenyl-), Dibromide",CHEM,Leaf,C
D002096,C-Peptide,CHEM,Leaf,C
D002097,C-Reactive Protein,CHEM,Leaf,C
D002101,Cacodylic Acid,CHEM,Leaf,C
D002103,Cadaverine,CHEM,Leaf,C
D002104,Cadmium,CHEM,Leaf,C
D002106,Cadmium Radioisotopes,CHEM,Leaf,C
D002108,Ceruletide,CHEM,Leaf,C
D002109,Caffeic Acids,CHEM,SubClass,C
D002110,Caffeine,CHEM,Leaf,C
D002112,Calcifediol,CHEM,Leaf,C
D002116,Calcitonin,CHEM,Leaf,C
D002117,Calcitriol,CHEM,Leaf,C
D002118,Calcium,CHEM,SubClass,C
D002119,Calcium Carbonate,CHEM,SubClass,C
D002122,Calcium Chloride,CHEM,Leaf,C
D002123,Calcium Dobesilate,CHEM,Leaf,C
D002124,Calcium Fluoride,CHEM,Leaf,C
D002125,Calcium Gluconate,CHEM,Leaf,C
D002126,Calcium Hydroxide,CHEM,Leaf,C
D002127,Calcium Isotopes,CHEM,SubClass,C
