concept_code,concept_name,class_type,concept_class_id,standard_concept
N0000008703,Decreased Megakaryocte Cell Production,PE,SubClass,C
N0000008704,Decreased Meiosis,PE,Leaf,C
N0000008705,Decreased Melatonin Activity,PE,Leaf,C
N0000008706,Decreased Melatonin Secretion,PE,Leaf,C
N0000008707,Decreased Metabolic Rate,PE,Leaf,C
N0000008708,Decreased Midbrain Acetylcholine Activity,PE,Leaf,C
N0000008709,Decreased Midbrain Aspartate Activity,PE,Leaf,C
N0000008710,Decreased Midbrain Brain Derived Neurotropic Activity,PE,Leaf,C
N0000008711,Decreased Midbrain CCK Activity,PE,Leaf,C
N0000008712,Decreased Midbrain Disorganized Electrical Activity,PE,Leaf,C
N0000008713,Decreased Midbrain Dopamine Activity,PE,Leaf,C
N0000008714,Decreased Midbrain Dynorphin Activity,PE,Leaf,C
N0000008715,Decreased Midbrain Endorphin Activity,PE,Leaf,C
N0000008716,Decreased Midbrain Enkephalin Activity,PE,Leaf,C
N0000008717,Decreased Midbrain Epinephrine Activity,PE,Leaf,C
N0000008718,Decreased Midbrain GABA Activity,PE,Leaf,C
N0000008719,Decreased Midbrain Gastrin Activity,PE,Leaf,C
N0000008720,Decreased Midbrain Glutamate Activity,PE,Leaf,C
N0000008721,Decreased Midbrain Glycine Activity,PE,Leaf,C
N0000008722,Decreased Midbrain Histamine Activity,PE,Leaf,C
N0000008723,Decreased Midbrain Nerve Growth Factor Activity,PE,Leaf,C
N0000008724,Decreased Midbrain Neurotensin Activity,PE,Leaf,C
N0000008725,Decreased Midbrain Nitric Oxide Activity,PE,Leaf,C
N0000008726,Decreased Midbrain Norepinephrine Activity,PE,Leaf,C
N0000008727,Decreased Midbrain Organized Electrical Activity,PE,Leaf,C
N0000008728,Decreased Midbrain Serotonin Activity,PE,Leaf,C
N0000008729,Decreased Midbrain Substance P Activity,PE,Leaf,C
N0000008730,Decreased Midbrain VIP Activity,PE,Leaf,C
N0000008731,Decreased Mineralocorticoid Secretion,PE,Leaf,C
N0000008732,Decreased Mitosis,PE,Leaf,C
N0000008733,Decreased Monocytic Cell Destruction,PE,Leaf,C
N0000008734,Decreased Monocytic Cell Production,PE,Leaf,C
N0000008735,Decreased Muscular System Acetylcholine Activity,PE,SubClass,C
N0000008736,Decreased Muscular System Aspartate Activity,PE,SubClass,C
N0000008737,Decreased Muscular System Brain Derived Neurotropic Activity,PE,SubClass,C
N0000008738,Decreased Muscular System CCK Activity,PE,SubClass,C
N0000008739,Decreased Muscular System Disorganized Electrical Activity,PE,SubClass,C
N0000008740,Decreased Muscular System Dopamine Activity,PE,SubClass,C
N0000008741,Decreased Muscular System Dynorphin Activity,PE,SubClass,C
N0000008742,Decreased Muscular System Endorphin Activity,PE,SubClass,C
N0000008743,Decreased Muscular System Enkephalin Activity,PE,SubClass,C
N0000008744,Decreased Muscular System Epinephrine Activity,PE,SubClass,C
N0000008745,Decreased Muscular System GABA Activity,PE,SubClass,C
N0000008746,Decreased Muscular System Gastrin Activity,PE,SubClass,C
N0000008747,Decreased Muscular System Glutamate Activity,PE,SubClass,C
N0000008748,Decreased Muscular System Glycine Activity,PE,SubClass,C
N0000008749,Decreased Muscular System Histamine Activity,PE,SubClass,C
N0000008750,Decreased Muscular System Nerve Growth Factor Activity,PE,SubClass,C
N0000008751,Decreased Muscular System Neurotensin Activity,PE,SubClass,C
N0000008752,Decreased Muscular System Nitric Oxide Activity,PE,SubClass,C
N0000008753,Decreased Muscular System Norepinephrine Activity,PE,SubClass,C
N0000008754,Decreased Muscular System Organized Electrical Activity,PE,SubClass,C
N0000008755,Decreased Muscular System Serotonin Activity,PE,SubClass,C
N0000008756,Decreased Muscular System Substance P Activity,PE,SubClass,C
N0000008757,Decreased Muscular System VIP Activity,PE,SubClass,C
N0000008758,Decreased Myeloid Cell Destruction,PE,SubClass,C
N0000008759,Decreased Myeloid Cell Production,PE,SubClass,C
N0000008760,Decreased Pharyngeal Secretions,PE,Leaf,C
N0000008761,Decreased Nerve Growth Factor Activity,PE,SubClass,C
N0000008762,Decreased Neurotensin Activity,PE,SubClass,C
N0000008763,Decreased Nitric Oxide Activity,PE,SubClass,C
N0000008764,Decreased Norepinephrine Activity,PE,SubClass,C
N0000008765,Decreased Oncotic Pressure,PE,Leaf,C
N0000008766,Decreased Organic Ion Degradation,PE,Leaf,C
N0000008767,Decreased Organic Ion Synthesis,PE,SubClass,C
N0000008768,Decreased Organized Electrical Activity,PE,SubClass,C
N0000008769,Decreased Ovarian Estrogen Secretion,PE,Leaf,C
N0000008770,Decreased Ovarian Progesterone Secretion,PE,Leaf,C
N0000008771,Decreased Oxygen Carrying Capacity,PE,Leaf,C
N0000008772,Decreased Oxytocin Secretion,PE,Leaf,C
N0000008773,Decreased PIF Activity,PE,Leaf,C
N0000008774,Decreased PIF Secretion,PE,Leaf,C
N0000008775,Decreased PRF Activity,PE,Leaf,C
N0000008776,Decreased PRF Secretion,PE,Leaf,C
N0000008777,Decreased PTH Secretion,PE,Leaf,C
N0000008778,Decreased Pancreatic Somatostatin Secretion,PE,Leaf,C
N0000008779,Decreased Parasympathetic Acetylcholine Activity,PE,Leaf,C
N0000008780,Decreased Parasympathetic Aspartate Activity,PE,Leaf,C
N0000008781,Decreased Parasympathetic Brain Derived Neurotropic Activity,PE,Leaf,C
N0000008782,Decreased Parasympathetic CCK Activity,PE,Leaf,C
N0000008783,Decreased Parasympathetic Disorganized Electrical Activity,PE,Leaf,C
N0000008784,Decreased Parasympathetic Dopamine Activity,PE,Leaf,C
N0000008785,Decreased Parasympathetic Dynorphin Activity,PE,Leaf,C
N0000008786,Decreased Parasympathetic Endorphin Activity,PE,Leaf,C
N0000008787,Decreased Parasympathetic Enkephalin Activity,PE,Leaf,C
N0000008788,Decreased Parasympathetic Epinephrine Activity,PE,Leaf,C
N0000008789,Decreased Parasympathetic GABA Activity,PE,Leaf,C
N0000008790,Decreased Parasympathetic Gastrin Activity,PE,Leaf,C
N0000008791,Decreased Parasympathetic Glutamate Activity,PE,Leaf,C
N0000008792,Decreased Parasympathetic Glycine Activity,PE,Leaf,C
N0000008793,Decreased Parasympathetic Histamine Activity,PE,Leaf,C
N0000008794,Decreased Parasympathetic Nerve Growth Factor Activity,PE,Leaf,C
N0000008795,Decreased Parasympathetic Neurotensin Activity,PE,Leaf,C
N0000008796,Decreased Parasympathetic Nitric Oxide Activity,PE,Leaf,C
N0000008797,Decreased Parasympathetic Norepinephrine Activity,PE,Leaf,C
N0000008798,Decreased Parasympathetic Organized Electrical Activity,PE,Leaf,C
N0000008799,Decreased Parasympathetic Serotonin Activity,PE,Leaf,C
N0000008800,Decreased Parasympathetic Substance P Activity,PE,Leaf,C
N0000008801,Decreased Parasympathetic VIP Activity,PE,Leaf,C
N0000008802,Decreased Peripheral Nervous System Acetylcholine Activity,PE,SubClass,C
N0000008803,Decreased Peripheral Nervous System Aspartate Activity,PE,SubClass,C
N0000008804,Decreased Peripheral Nervous System Brain Derived Neurotropic Activity,PE,SubClass,C
N0000008805,Decreased Peripheral Nervous System CCK Activity,PE,SubClass,C
N0000008806,Decreased Peripheral Nervous System Disorganized Electrical Activity,PE,SubClass,C
N0000008807,Decreased Peripheral Nervous System Dopamine Activity,PE,SubClass,C
N0000008808,Decreased Peripheral Nervous System Dynorphin Activity,PE,SubClass,C
N0000008809,Decreased Peripheral Nervous System Endorphin Activity,PE,SubClass,C
N0000008810,Decreased Peripheral Nervous System Enkephalin Activity,PE,SubClass,C
N0000008811,Decreased Peripheral Nervous System Epinephrine Activity,PE,SubClass,C
N0000008812,Decreased Peripheral Nervous System GABA Activity,PE,SubClass,C
N0000008813,Decreased Peripheral Nervous System Gastrin Activity,PE,SubClass,C
N0000008814,Decreased Peripheral Nervous System Glutamate Activity,PE,SubClass,C
N0000008815,Decreased Peripheral Nervous System Glycine Activity,PE,SubClass,C
N0000008816,Decreased Peripheral Nervous System Histamine Activity,PE,SubClass,C
N0000008817,Decreased Peripheral Nervous System Nerve Growth Factor Activity,PE,SubClass,C
N0000008818,Decreased Peripheral Nervous System Neurotensin Activity,PE,SubClass,C
N0000008819,Decreased Peripheral Nervous System Nitric Oxide Activity,PE,SubClass,C
N0000008820,Decreased Peripheral Nervous System Norepinephrine Activity,PE,SubClass,C
N0000008821,Decreased Peripheral Nervous System Organized Electrical Activity,PE,SubClass,C
N0000008822,Decreased Peripheral Nervous System Serotonin Activity,PE,SubClass,C
N0000008823,Decreased Peripheral Nervous System Substance P Activity,PE,SubClass,C
N0000008824,Decreased Peripheral Nervous System VIP Activity,PE,SubClass,C
N0000008825,Decreased Peripheral Respiratory Drive,PE,Leaf,C
N0000008826,Decreased Phagocytosis,PE,Leaf,C
N0000008827,Decreased Pinocytosis,PE,Leaf,C
N0000008828,Decreased Placental Human Chorionic Gonadotropin Secretion,PE,Leaf,C
N0000008829,Decreased Platelet Activating Factor Activity,PE,Leaf,C
N0000008830,Decreased Platelet Activating Factor Degradation,PE,Leaf,C
N0000008831,Decreased Platelet Activating Factor Production,PE,Leaf,C
N0000008832,Decreased Platelet Aggregation,PE,Leaf,C
N0000008833,Decreased Prolactin Secretion,PE,Leaf,C
N0000008834,Decreased Prostaglandin Activity,PE,Leaf,C
N0000008835,Decreased Prostaglandin Degradation,PE,Leaf,C
N0000008836,Decreased Prostaglandin Production,PE,Leaf,C
N0000008837,Decreased Prostatic Secretion,PE,Leaf,C
N0000008838,Decreased Prostatic Size,PE,Leaf,C
N0000008839,Decreased Protein Breakdown,PE,Leaf,C
N0000008840,Decreased Protein Modification,PE,Leaf,C
N0000008841,Decreased Protein Synthesis,PE,Leaf,C
N0000008842,Decreased Proximal Tubule Ca++ Excretion,PE,Leaf,C
N0000008843,Decreased Proximal Tubule Cl- Excretion,PE,Leaf,C
N0000008844,Decreased Proximal Tubule H+ Excretion,PE,Leaf,C
N0000008845,Decreased Proximal Tubule HCO3- Excretion,PE,Leaf,C
N0000008846,Decreased Proximal Tubule K+ Excretion,PE,Leaf,C
N0000008847,Decreased Proximal Tubule Mg++ Excretion,PE,Leaf,C
N0000008848,Decreased Proximal Tubule Na+ Excretion,PE,Leaf,C
N0000008849,Decreased Proximal Tubule PO4-- Excretion,PE,Leaf,C
N0000008850,Decreased Proximal Tubule SO4-- Excretion,PE,Leaf,C
N0000008851,Decreased Pyloric Sphincter Tone,PE,Leaf,C
N0000008852,Decreased RNA Integrity,PE,Leaf,C
N0000008853,Decreased RNA Replication,PE,Leaf,C
N0000008854,Decreased Renal Ca++ Excretion,PE,SubClass,C
N0000008855,Decreased Renal Cl- Excretion,PE,SubClass,C
N0000008856,Decreased Renal H+ Excretion,PE,SubClass,C
N0000008857,Decreased Renal HCO3- Excretion,PE,SubClass,C
N0000008858,Decreased Renal Ion Excretion,PE,SubClass,C
N0000008859,Decreased Renal K+ Excretion,PE,SubClass,C
N0000008860,Decreased Renal Mg++ Excretion,PE,SubClass,C
N0000008861,Decreased Renal Na+ Excretion,PE,SubClass,C
N0000008862,Decreased Renal Organic Anion Excretion,PE,Leaf,C
N0000008863,Decreased Renal Organic Cation Excretion,PE,Leaf,C
N0000008864,Decreased Renal Organic Ion Excretion,PE,SubClass,C
N0000008865,Decreased Renal PO4-- Excretion,PE,SubClass,C
N0000008866,Decreased Renal SO4-- Excretion,PE,SubClass,C
N0000008867,Decreased Respiratory Secretion Viscosity,PE,Leaf,C
N0000008868,Decreased Respiratory Secretions,PE,SubClass,C
N0000008869,Decreased Reverse Transcription to DNA,PE,Leaf,C
N0000008870,Decreased Sensory-Somatic Nervous System Acetylcholine Activity,PE,Leaf,C
N0000008871,Decreased Sensory-Somatic Nervous System Aspartate Activity,PE,Leaf,C
N0000008872,Decreased Sensory-Somatic Nervous System Brain Derived Neurotropic Activity,PE,Leaf,C
N0000008873,Decreased Sensory-Somatic Nervous System CCK Activity,PE,Leaf,C
N0000008874,Decreased Sensory-Somatic Nervous System Disorganized Electrical Activity,PE,Leaf,C
N0000008875,Decreased Sensory-Somatic Nervous System Dopamine Activity,PE,Leaf,C
N0000008876,Decreased Sensory-Somatic Nervous System Dynorphin Activity,PE,Leaf,C
N0000008877,Decreased Sensory-Somatic Nervous System Endorphin Activity,PE,Leaf,C
N0000008878,Decreased Sensory-Somatic Nervous System Enkephalin Activity,PE,Leaf,C
N0000008879,Decreased Sensory-Somatic Nervous System Epinephrine Activity,PE,Leaf,C
N0000008880,Decreased Sensory-Somatic Nervous System GABA Activity,PE,Leaf,C
N0000008881,Decreased Sensory-Somatic Nervous System Gastrin Activity,PE,Leaf,C
N0000008882,Decreased Sensory-Somatic Nervous System Glutamate Activity,PE,Leaf,C
N0000008883,Decreased Sensory-Somatic Nervous System Glycine Activity,PE,Leaf,C
N0000008884,Decreased Sensory-Somatic Nervous System Histamine Activity,PE,Leaf,C
N0000008885,Decreased Sensory-Somatic Nervous System Nerve Growth Factor Activity,PE,Leaf,C
N0000008886,Decreased Sensory-Somatic Nervous System Neurotensin Activity,PE,Leaf,C
N0000008887,Decreased Sensory-Somatic Nervous System Nitric Oxide Activity,PE,Leaf,C
N0000008888,Decreased Sensory-Somatic Nervous System Norepinephrine Activity,PE,Leaf,C
N0000008889,Decreased Sensory-Somatic Nervous System Organized Electrical Activity,PE,Leaf,C
N0000008890,Decreased Sensory-Somatic Nervous System Serotonin Activity,PE,Leaf,C
N0000008891,Decreased Sensory-Somatic Nervous System Substance P Activity,PE,Leaf,C
N0000008892,Decreased Sensory-Somatic Nervous System VIP Activity,PE,Leaf,C
N0000008893,Decreased Serotonin Activity,PE,SubClass,C
N0000008894,Decreased Serotonin Degradation,PE,Leaf,C
N0000008895,Decreased Serotonin Production,PE,Leaf,C
N0000008896,Decreased Nasal and Sinus Secretions,PE,Leaf,C
N0000008897,Decreased Small Intestinal Motility,PE,Leaf,C
N0000008898,Decreased Small Intestinal Muscle Tone,PE,Leaf,C
N0000008899,Decreased Smooth Muscle Acetylcholine Activity,PE,Leaf,C
N0000008900,Decreased Smooth Muscle Aspartate Activity,PE,Leaf,C
N0000008901,Decreased Smooth Muscle Brain Derived Neurotropic Activity,PE,Leaf,C
N0000008902,Decreased Smooth Muscle CCK Activity,PE,Leaf,C
N0000008903,Decreased Smooth Muscle Disorganized Electrical Activity,PE,Leaf,C
N0000008904,Decreased Smooth Muscle Dopamine Activity,PE,Leaf,C
N0000008905,Decreased Smooth Muscle Dynorphin Activity,PE,Leaf,C
N0000008906,Decreased Smooth Muscle Endorphin Activity,PE,Leaf,C
N0000008907,Decreased Smooth Muscle Enkephalin Activity,PE,Leaf,C
N0000008908,Decreased Smooth Muscle Epinephrine Activity,PE,Leaf,C
N0000008909,Decreased Smooth Muscle GABA Activity,PE,Leaf,C
N0000008910,Decreased Smooth Muscle Gastrin Activity,PE,Leaf,C
N0000008911,Decreased Smooth Muscle Glutamate Activity,PE,Leaf,C
N0000008912,Decreased Smooth Muscle Glycine Activity,PE,Leaf,C
N0000008913,Decreased Smooth Muscle Histamine Activity,PE,Leaf,C
N0000008914,Decreased Smooth Muscle Nerve Growth Factor Activity,PE,Leaf,C
N0000008915,Decreased Smooth Muscle Neurotensin Activity,PE,Leaf,C
N0000008916,Decreased Smooth Muscle Nitric Oxide Activity,PE,Leaf,C
N0000008917,Decreased Smooth Muscle Norepinephrine Activity,PE,Leaf,C
N0000008918,Decreased Smooth Muscle Organized Electrical Activity,PE,Leaf,C
N0000008919,Decreased Smooth Muscle Serotonin Activity,PE,Leaf,C
N0000008920,Decreased Smooth Muscle Substance P Activity,PE,Leaf,C
N0000008921,Decreased Smooth Muscle VIP Activity,PE,Leaf,C
N0000008922,Decreased Somatostatin (SRIF) Activity,PE,Leaf,C
N0000008923,Decreased Somatostatin (SRIF) Secretion,PE,Leaf,C
N0000008924,Decreased Sperm Motility,PE,Leaf,C
N0000008925,Decreased Sphincter of Odi Tone,PE,Leaf,C
N0000008926,Decreased Spinal Cord Acetylcholine Activity,PE,Leaf,C
N0000008927,Decreased Spinal Cord Aspartate Activity,PE,Leaf,C
N0000008928,Decreased Spinal Cord Brain Derived Neurotropic Activity,PE,Leaf,C
N0000008929,Decreased Spinal Cord CCK Activity,PE,Leaf,C
N0000008930,Decreased Spinal Cord Disorganized Electrical Activity,PE,Leaf,C
N0000008931,Decreased Spinal Cord Dopamine Activity,PE,Leaf,C
N0000008932,Decreased Spinal Cord Dynorphin Activity,PE,Leaf,C
N0000008933,Decreased Spinal Cord Endorphin Activity,PE,Leaf,C
N0000008934,Decreased Spinal Cord Enkephalin Activity,PE,Leaf,C
N0000008935,Decreased Spinal Cord Epinephrine Activity,PE,Leaf,C
N0000008936,Decreased Spinal Cord GABA Activity,PE,Leaf,C
N0000008937,Decreased Spinal Cord Gastrin Activity,PE,Leaf,C
N0000008938,Decreased Spinal Cord Glutamate Activity,PE,Leaf,C
N0000008939,Decreased Spinal Cord Glycine Activity,PE,Leaf,C
N0000008940,Decreased Spinal Cord Histamine Activity,PE,Leaf,C
N0000008941,Decreased Spinal Cord Nerve Growth Factor Activity,PE,Leaf,C
N0000008942,Decreased Spinal Cord Neurotensin Activity,PE,Leaf,C
N0000008943,Decreased Spinal Cord Nitric Oxide Activity,PE,Leaf,C
N0000008944,Decreased Spinal Cord Norepinephrine Activity,PE,Leaf,C
N0000008945,Decreased Spinal Cord Organized Electrical Activity,PE,Leaf,C
N0000008946,Decreased Spinal Cord Serotonin Activity,PE,Leaf,C
N0000008947,Decreased Spinal Cord Substance P Activity,PE,Leaf,C
N0000008948,Decreased Spinal Cord VIP Activity,PE,Leaf,C
N0000008949,Decreased Striated Muscle Acetylcholine Activity,PE,Leaf,C
N0000008950,Decreased Striated Muscle Aspartate Activity,PE,Leaf,C
N0000008951,Decreased Striated Muscle Brain Derived Neurotropic Activity,PE,Leaf,C
N0000008952,Decreased Striated Muscle CCK Activity,PE,Leaf,C
N0000008953,Decreased Striated Muscle Contraction,PE,Leaf,C
N0000008954,Decreased Striated Muscle Disorganized Electrical Activity,PE,Leaf,C
N0000008955,Decreased Striated Muscle Dopamine Activity,PE,Leaf,C
N0000008956,Decreased Striated Muscle Dynorphin Activity,PE,Leaf,C
N0000008957,Decreased Striated Muscle Endorphin Activity,PE,Leaf,C
N0000008958,Decreased Striated Muscle Enkephalin Activity,PE,Leaf,C
N0000008959,Decreased Striated Muscle Epinephrine Activity,PE,Leaf,C
N0000008960,Decreased Striated Muscle GABA Activity,PE,Leaf,C
N0000008961,Decreased Striated Muscle Gastrin Activity,PE,Leaf,C
N0000008962,Decreased Striated Muscle Glutamate Activity,PE,Leaf,C
N0000008963,Decreased Striated Muscle Glycine Activity,PE,Leaf,C
N0000008964,Decreased Striated Muscle Histamine Activity,PE,Leaf,C
N0000008965,Decreased Striated Muscle Nerve Growth Factor Activity,PE,Leaf,C
N0000008966,Decreased Striated Muscle Neurotensin Activity,PE,Leaf,C
N0000008967,Decreased Striated Muscle Nitric Oxide Activity,PE,Leaf,C
N0000008968,Decreased Striated Muscle Norepinephrine Activity,PE,Leaf,C
N0000008969,Decreased Striated Muscle Organized Electrical Activity,PE,Leaf,C
N0000008970,Decreased Striated Muscle Serotonin Activity,PE,Leaf,C
N0000008971,Decreased Striated Muscle Substance P Activity,PE,Leaf,C
N0000008972,Decreased Striated Muscle VIP Activity,PE,Leaf,C
N0000008973,Decreased Substance P Activity,PE,SubClass,C
N0000008974,Decreased Sympathetic Acetylcholine Activity,PE,Leaf,C
N0000008975,Decreased Sympathetic Aspartate Activity,PE,Leaf,C
N0000008976,Decreased Sympathetic Brain Derived Neurotropic Activity,PE,Leaf,C
N0000008977,Decreased Sympathetic CCK Activity,PE,Leaf,C
N0000008978,Decreased Sympathetic Disorganized Electrical Activity,PE,Leaf,C
N0000008979,Decreased Sympathetic Dopamine Activity,PE,Leaf,C
N0000008980,Decreased Sympathetic Dynorphin Activity,PE,Leaf,C
N0000008981,Decreased Sympathetic Endorphin Activity,PE,Leaf,C
N0000008982,Decreased Sympathetic Enkephalin Activity,PE,Leaf,C
N0000008983,Decreased Sympathetic Epinephrine Activity,PE,Leaf,C
N0000008984,Decreased Sympathetic GABA Activity,PE,Leaf,C
N0000008985,Decreased Sympathetic Gastrin Activity,PE,Leaf,C
N0000008986,Decreased Sympathetic Glutamate Activity,PE,Leaf,C
N0000008987,Decreased Sympathetic Glycine Activity,PE,Leaf,C
N0000008988,Decreased Sympathetic Histamine Activity,PE,Leaf,C
N0000008989,Decreased Sympathetic Nerve Growth Factor Activity,PE,Leaf,C
N0000008990,Decreased Sympathetic Neurotensin Activity,PE,Leaf,C
N0000008991,Decreased Sympathetic Nitric Oxide Activity,PE,Leaf,C
N0000008992,Decreased Sympathetic Norepinephrine Activity,PE,Leaf,C
N0000008993,Decreased Sympathetic Organized Electrical Activity,PE,Leaf,C
N0000008994,Decreased Sympathetic Serotonin Activity,PE,Leaf,C
N0000008995,Decreased Sympathetic Substance P Activity,PE,Leaf,C
N0000008996,Decreased Sympathetic VIP Activity,PE,Leaf,C
N0000008997,Decreased T Lymphocyte Destruction,PE,Leaf,C
N0000008998,Decreased T Lymphocyte Production,PE,Leaf,C
N0000008999,Decreased TRH Activity,PE,Leaf,C
N0000009000,Decreased TRH Secretion,PE,Leaf,C
N0000009001,Decreased Thyroid Stimulating Hormone Secretion,PE,Leaf,C
N0000009002,Decreased Testosterone Secretion,PE,Leaf,C
N0000009004,Decreased Thromboxane Activity,PE,Leaf,C
N0000009005,Decreased Thromboxane Degradation,PE,Leaf,C
N0000009006,Decreased Thromboxane Production,PE,Leaf,C
N0000009007,Decreased Thyroid Hormone Iodination,PE,Leaf,C
N0000009008,Decreased Thyroid Hormone Secretion,PE,Leaf,C
N0000009009,Decreased Tracheo-Bronchial Secretions,PE,Leaf,C
N0000009010,Decreased Tracheobronchial Stretch Receptor Activity,PE,Leaf,C
N0000009011,Decreased Transcription to RNA,PE,Leaf,C
N0000009012,Decreased UES Tone,PE,Leaf,C
N0000009013,Decreased Uric Acid Synthesis,PE,Leaf,C
N0000009014,Decreased Uterine Smooth Muscle Contraction or Tone,PE,Leaf,C
N0000009015,Decreased VIP Activity,PE,SubClass,C
N0000009016,Decreased Vaginal Muscle Tone,PE,Leaf,C
N0000009017,Decreased Vaginal Secretion,PE,Leaf,C
N0000009018,Decreased Vasopressin Secretion,PE,Leaf,C
N0000009019,Decreased Ventilatory Gas Flow,PE,Leaf,C
N0000009020,Dermatologic Activity Alteration,PE,SubClass,C
N0000009021,Digestive Alteration,PE,SubClass,C
N0000009022,Digestive/GI System Activity Alteration,PE,SubClass,C
N0000009023,Diminish Penile Erection,PE,Leaf,C
N0000009024,Disorganized Electrical Activity Alteration,PE,SubClass,C
N0000009025,Dopamine Activity Alteration,PE,SubClass,C
N0000009026,Dynorphin Activity Alteration,PE,SubClass,C
N0000009027,Electrical Activity Alteration,PE,SubClass,C
N0000009028,Embryonic & Fetal Alteration,PE,SubClass,C
N0000009029,Embryonic & Fetal Development Alteration,PE,SubClass,C
N0000009030,Embryonic & Fetal Growth Alteration,PE,SubClass,C
N0000009031,Embryonic & Fetal Viability Alteration,PE,SubClass,C
N0000009032,Embryonic Implantation Alteration,PE,SubClass,C
N0000009033,Emesis,PE,Leaf,C
N0000009034,Emesis Suppression,PE,Leaf,C
N0000009035,Emollient Activity,PE,Leaf,C
N0000009036,Endocrine Activity Alteration,PE,SubClass,C
N0000009037,Endocytosis Alteration,PE,SubClass,C
N0000009038,Endorphin Activity Alteration,PE,SubClass,C
N0000009039,Endothelial Coagulation Activity Alteration,PE,SubClass,C
N0000009040,Enhance Penile Erection,PE,Leaf,C
N0000009041,Enkephalin Activity Alteration,PE,SubClass,C
N0000009042,Epinephrine Activity Alteration,PE,SubClass,C
N0000009043,Exocytosis Alteration,PE,SubClass,C
N0000009044,Female Reproductive System Activity Alteration,PE,SubClass,C
N0000009045,GHRH Activity Alteration,PE,SubClass,C
N0000009046,Growth Hormone Releasing Hormone Alteration,PE,SubClass,C
N0000009047,GHRH Secretion Alteration,PE,SubClass,C
N0000009048,GI Motility Alteration,PE,SubClass,C
N0000009049,GI Smooth Muscle Tone Alteration,PE,SubClass,C
N0000009050,GnRH Activity Alteration,PE,SubClass,C
N0000009051,Gonadotropin Releasing Hormone Alteration,PE,SubClass,C
N0000009052,GnRH Secretion Alteration,PE,SubClass,C
N0000009053,Gamma Amino Butyric Acid (GABA) Activity Alteration,PE,SubClass,C
N0000009054,Gastric Acid Alteration,PE,SubClass,C
N0000009055,Gastric Mucous Secretion Alteration,PE,SubClass,C
N0000009056,Gastrin Activity Alteration,PE,SubClass,C
N0000009057,Generalized Systemic Effects,PE,SubClass,C
N0000009058,Genitourinary Arterial Vasoconstriction,PE,SubClass,C
N0000009059,Genitourinary Arterial Vasodilation,PE,SubClass,C
N0000009060,Glomerular Filtration Pressure Alteration,PE,SubClass,C
N0000009061,Glucose Metabolism Alteration,PE,SubClass,C
N0000009062,Glutamate Activity Alteration,PE,SubClass,C
N0000009063,Glycine Activity Alteration,PE,SubClass,C
N0000009064,Glycogen Metabolism Alteration,PE,SubClass,C
N0000009065,Hematologic Activity Alteration,PE,SubClass,C
N0000009066,Hematological Cell Destruction Alteration,PE,SubClass,C
N0000009067,Hematological Cell Quantity Alteration,PE,SubClass,C
N0000009068,Hematopoiesis Alteration,PE,SubClass,C
N0000009069,Hemic/Lymphatic Activity Alteration,PE,SubClass,C
N0000009070,Hemostasis Alteration,PE,SubClass,C
N0000009071,Histamine Activity Alteration,PE,SubClass,C
N0000009072,Hypothalamic Endocrine Activity Alteration,PE,SubClass,C
N0000009073,Immunologic Activity Alteration,PE,SubClass,C
N0000009074,Immunologically Active Molecule Activity Alteration,PE,SubClass,C
N0000009075,Immunologically Active Molecule Degradation Alteration,PE,SubClass,C
N0000009076,Immunologically Active Molecule Production Alteration,PE,SubClass,C
N0000009077,Increase Spermatogenesis,PE,Leaf,C
N0000009078,Increased Adrenocorticotropic Hormone Secretion,PE,Leaf,C
N0000009079,Increased Acetylcholine Activity,PE,SubClass,C
N0000009080,Increased Adhesion Factor Activity,PE,Leaf,C
N0000009081,Increased Adhesion Factor Degradation,PE,Leaf,C
N0000009082,Increased Adhesion Factor Production,PE,Leaf,C
N0000009083,Increased Adrenal Epinephrine Secretion,PE,Leaf,C
N0000009084,Increased Adrenal Norepinephrine Secretion,PE,Leaf,C
N0000009085,Increased Anal Sphincter Tone,PE,Leaf,C
N0000009086,Increased Antibody Activity,PE,Leaf,C
N0000009087,Increased Antibody Degradation,PE,Leaf,C
N0000009088,Increased Antibody Production,PE,SubClass,C
N0000009089,Increased Aspartate Activity,PE,SubClass,C
N0000009090,Increased Autonomic Nervous System Acetylcholine Activity,PE,SubClass,C
N0000009091,Increased Autonomic Nervous System Aspartate Activity,PE,SubClass,C
N0000009092,Increased Autonomic Nervous System Brain Derived Neurotropic Activity,PE,SubClass,C
N0000009093,Increased Autonomic Nervous System CCK Activity,PE,SubClass,C
N0000009094,Increased Autonomic Nervous System Disorganized Electrical Activity,PE,SubClass,C
N0000009095,Increased Autonomic Nervous System Dopamine Activity,PE,SubClass,C
N0000009096,Increased Autonomic Nervous System Dynorphin Activity,PE,Leaf,C
N0000009097,Increased Autonomic Nervous System Endorphin Activity,PE,Leaf,C
N0000009098,Increased Autonomic Nervous System Enkephalin Activity,PE,Leaf,C
N0000009099,Increased Autonomic Nervous System Epinephrine Activity,PE,SubClass,C
N0000009100,Increased Autonomic Nervous System GABA Activity,PE,SubClass,C
N0000009101,Increased Autonomic Nervous System Gastrin Activity,PE,SubClass,C
N0000009102,Increased Autonomic Nervous System Glutamate Activity,PE,SubClass,C
N0000009103,Increased Autonomic Nervous System Glycine Activity,PE,SubClass,C
