classId,className,classType
D009422,Nervous System Diseases,DISEASE
D014652,Vascular Diseases,DISEASE
D018376,Cardiovascular Abnormalities,DISEASE
D020765,Intracranial Arterial Diseases,DISEASE
D020785,Central Nervous System Vascular Malformations,DISEASE
D054079,Vascular Malformations,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D001927,Brain Diseases,DISEASE
D002318,Cardiovascular Diseases,DISEASE
D002493,Central Nervous System Diseases,DISEASE
D002539,Cerebral Arterial Diseases,DISEASE
D002561,Cerebrovascular Disorders,DISEASE
D009422,Nervous System Diseases,DISEASE
D014652,Vascular Diseases,DISEASE
D020765,Intracranial Arterial Diseases,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D001927,Brain Diseases,DISEASE
D002318,Cardiovascular Diseases,DISEASE
D002493,Central Nervous System Diseases,DISEASE
D002542,Intracranial Embolism and Thrombosis,DISEASE
D002561,Cerebrovascular Disorders,DISEASE
D009422,Nervous System Diseases,DISEASE
D013923,Thromboembolism,DISEASE
D014652,Vascular Diseases,DISEASE
D016769,Embolism and Thrombosis,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D001927,Brain Diseases,DISEASE
D002318,Cardiovascular Diseases,DISEASE
D002493,Central Nervous System Diseases,DISEASE
D002543,Cerebral Hemorrhage,DISEASE
D002561,Cerebrovascular Disorders,DISEASE
D006470,Hemorrhage,DISEASE
D009422,Nervous System Diseases,DISEASE
D010335,Pathologic Processes,DISEASE
D013568,"Pathological Conditions, Signs and Symptoms",DISEASE
D014652,Vascular Diseases,DISEASE
D020300,Intracranial Hemorrhages,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D001927,Brain Diseases,DISEASE
D002318,Cardiovascular Diseases,DISEASE
D002493,Central Nervous System Diseases,DISEASE
D002544,Cerebral Infarction,DISEASE
D002545,Brain Ischemia,DISEASE
D002561,Cerebrovascular Disorders,DISEASE
D007238,Infarction,DISEASE
D007511,Ischemia,DISEASE
D009336,Necrosis,DISEASE
D009422,Nervous System Diseases,DISEASE
D010335,Pathologic Processes,DISEASE
D013568,"Pathological Conditions, Signs and Symptoms",DISEASE
D014652,Vascular Diseases,DISEASE
D020520,Brain Infarction,DISEASE
D020521,Stroke,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D001927,Brain Diseases,DISEASE
D002318,Cardiovascular Diseases,DISEASE
D002493,Central Nervous System Diseases,DISEASE
D002545,Brain Ischemia,DISEASE
D002561,Cerebrovascular Disorders,DISEASE
D009422,Nervous System Diseases,DISEASE
D014652,Vascular Diseases,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D001927,Brain Diseases,DISEASE
D002318,Cardiovascular Diseases,DISEASE
D002493,Central Nervous System Diseases,DISEASE
D002545,Brain Ischemia,DISEASE
D002546,"Ischemic Attack, Transient",DISEASE
D002561,Cerebrovascular Disorders,DISEASE
D009422,Nervous System Diseases,DISEASE
D014652,Vascular Diseases,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D001925,"Brain Damage, Chronic",DISEASE
D001927,Brain Diseases,DISEASE
D002493,Central Nervous System Diseases,DISEASE
D002547,Cerebral Palsy,DISEASE
D002908,Chronic Disease,DISEASE
D009422,Nervous System Diseases,DISEASE
D010335,Pathologic Processes,DISEASE
D013568,"Pathological Conditions, Signs and Symptoms",DISEASE
D020969,Disease Attributes,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D001327,Autoimmune Diseases,DISEASE
D001927,Brain Diseases,DISEASE
D002493,Central Nervous System Diseases,DISEASE
D002549,Diffuse Cerebral Sclerosis of Schilder,DISEASE
D003711,Demyelinating Diseases,DISEASE
D007154,Immune System Diseases,DISEASE
D009422,Nervous System Diseases,DISEASE
D020274,Autoimmune Diseases of the Nervous System,DISEASE
D020278,"Demyelinating Autoimmune Diseases, CNS",DISEASE
D056784,Leukoencephalopathies,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D001927,Brain Diseases,DISEASE
D001932,Brain Neoplasms,DISEASE
D002493,Central Nervous System Diseases,DISEASE
D002551,Cerebral Ventricle Neoplasms,DISEASE
D009369,Neoplasms,DISEASE
D009371,Neoplasms by Site,DISEASE
D009422,Nervous System Diseases,DISEASE
D009423,Nervous System Neoplasms,DISEASE
D016543,Central Nervous System Neoplasms,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D002558,Cerebrospinal Fluid Otorrhea,DISEASE
D006259,Craniocerebral Trauma,DISEASE
D009422,Nervous System Diseases,DISEASE
D009461,Neurologic Manifestations,DISEASE
D012816,Signs and Symptoms,DISEASE
D013568,"Pathological Conditions, Signs and Symptoms",DISEASE
D014947,Wounds and Injuries,DISEASE
D020196,"Trauma, Nervous System",DISEASE
D065634,Cerebrospinal Fluid Leak,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D000086722,Rhinorrhea,DISEASE
D002559,Cerebrospinal Fluid Rhinorrhea,DISEASE
D006259,Craniocerebral Trauma,DISEASE
D009422,Nervous System Diseases,DISEASE
D009461,Neurologic Manifestations,DISEASE
D012816,Signs and Symptoms,DISEASE
D012818,"Signs and Symptoms, Respiratory",DISEASE
D013568,"Pathological Conditions, Signs and Symptoms",DISEASE
D014947,Wounds and Injuries,DISEASE
D020196,"Trauma, Nervous System",DISEASE
D065634,Cerebrospinal Fluid Leak,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D001927,Brain Diseases,DISEASE
D002318,Cardiovascular Diseases,DISEASE
D002493,Central Nervous System Diseases,DISEASE
D002561,Cerebrovascular Disorders,DISEASE
D009422,Nervous System Diseases,DISEASE
D014652,Vascular Diseases,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D001519,Behavior,DISEASE
D001520,Behavior and Behavior Mechanisms,DISEASE
D002562,Ceremonial Behavior,DISEASE
D012919,Social Behavior,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X2,"Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
D000013,Congenital Abnormalities,DISEASE
D002318,Cardiovascular Diseases,DISEASE
D002573,Cervical Rib Syndrome,DISEASE
D009139,Musculoskeletal Abnormalities,DISEASE
D009140,Musculoskeletal Diseases,DISEASE
D009358,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",DISEASE
D009408,Nerve Compression Syndromes,DISEASE
D009422,Nervous System Diseases,DISEASE
D009468,Neuromuscular Diseases,DISEASE
D010523,Peripheral Nervous System Diseases,DISEASE
D013901,Thoracic Outlet Syndrome,DISEASE
D014652,Vascular Diseases,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D002575,Uterine Cervicitis,DISEASE
D002577,Uterine Cervical Diseases,DISEASE
D005261,Female Urogenital Diseases and Pregnancy Complications,DISEASE
D005831,"Genital Diseases, Female",DISEASE
D014591,Uterine Diseases,DISEASE
D052776,Female Urogenital Diseases,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D002577,Uterine Cervical Diseases,DISEASE
D005261,Female Urogenital Diseases and Pregnancy Complications,DISEASE
D005831,"Genital Diseases, Female",DISEASE
D014591,Uterine Diseases,DISEASE
D052776,Female Urogenital Diseases,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D002577,Uterine Cervical Diseases,DISEASE
D002578,Uterine Cervical Dysplasia,DISEASE
D005261,Female Urogenital Diseases and Pregnancy Complications,DISEASE
D005831,"Genital Diseases, Female",DISEASE
D009369,Neoplasms,DISEASE
D011230,Precancerous Conditions,DISEASE
D014591,Uterine Diseases,DISEASE
D052776,Female Urogenital Diseases,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D002577,Uterine Cervical Diseases,DISEASE
D002579,Uterine Cervical Erosion,DISEASE
D005261,Female Urogenital Diseases and Pregnancy Complications,DISEASE
D005831,"Genital Diseases, Female",DISEASE
D014591,Uterine Diseases,DISEASE
D052776,Female Urogenital Diseases,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D000022,"Abortion, Spontaneous",DISEASE
D000026,"Abortion, Habitual",DISEASE
D002577,Uterine Cervical Diseases,DISEASE
D002581,Uterine Cervical Incompetence,DISEASE
D005261,Female Urogenital Diseases and Pregnancy Complications,DISEASE
D005831,"Genital Diseases, Female",DISEASE
D011247,Pregnancy,DISEASE
D011248,Pregnancy Complications,DISEASE
D011256,Pregnancy Outcome,DISEASE
D012098,Reproduction,DISEASE
D014591,Uterine Diseases,DISEASE
D052776,Female Urogenital Diseases,DISEASE
D055703,Reproductive Physiological Phenomena,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X2,"Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D002577,Uterine Cervical Diseases,DISEASE
D002583,Uterine Cervical Neoplasms,DISEASE
D005261,Female Urogenital Diseases and Pregnancy Complications,DISEASE
D005831,"Genital Diseases, Female",DISEASE
D005833,"Genital Neoplasms, Female",DISEASE
D009369,Neoplasms,DISEASE
D009371,Neoplasms by Site,DISEASE
D014565,Urogenital Neoplasms,DISEASE
D014591,Uterine Diseases,DISEASE
D014594,Uterine Neoplasms,DISEASE
D052776,Female Urogenital Diseases,DISEASE
D052801,Male Urogenital Diseases,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D002590,Cestode Infections,DISEASE
D006373,Helminthiasis,DISEASE
D007239,Infections,DISEASE
D010272,Parasitic Diseases,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D000079426,Vector Borne Diseases,DISEASE
D002318,Cardiovascular Diseases,DISEASE
D002598,Chagas Cardiomyopathy,DISEASE
D006331,Heart Diseases,DISEASE
D007239,Infections,DISEASE
D009202,Cardiomyopathies,DISEASE
D010272,Parasitic Diseases,DISEASE
D011528,Protozoan Infections,DISEASE
D014352,Trypanosomiasis,DISEASE
D014355,Chagas Disease,DISEASE
D056986,Euglenozoa Infections,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D001423,Bacterial Infections and Mycoses,DISEASE
D001424,Bacterial Infections,DISEASE
D002601,Chancre,DISEASE
D003141,Communicable Diseases,DISEASE
D007239,Infections,DISEASE
D010335,Pathologic Processes,DISEASE
D012749,Sexually Transmitted Diseases,DISEASE
D013145,Spirochaetales Infections,DISEASE
D013568,"Pathological Conditions, Signs and Symptoms",DISEASE
D013587,Syphilis,DISEASE
D014211,Treponemal Infections,DISEASE
D015231,"Sexually Transmitted Diseases, Bacterial",DISEASE
D016905,Gram-Negative Bacterial Infections,DISEASE
D020969,Disease Attributes,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D001423,Bacterial Infections and Mycoses,DISEASE
D001424,Bacterial Infections,DISEASE
D002602,Chancroid,DISEASE
D003141,Communicable Diseases,DISEASE
D006192,Haemophilus Infections,DISEASE
D007239,Infections,DISEASE
D010335,Pathologic Processes,DISEASE
D012749,Sexually Transmitted Diseases,DISEASE
D013568,"Pathological Conditions, Signs and Symptoms",DISEASE
D015231,"Sexually Transmitted Diseases, Bacterial",DISEASE
D016871,Pasteurellaceae Infections,DISEASE
D016905,Gram-Negative Bacterial Infections,DISEASE
D020969,Disease Attributes,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D001520,Behavior and Behavior Mechanisms,DISEASE
D002605,Character,DISEASE
D010551,Personality,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X2,"Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
D000013,Congenital Abnormalities,DISEASE
D002607,Charcot-Marie-Tooth Disease,DISEASE
D009358,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",DISEASE
D009421,Nervous System Malformations,DISEASE
D009422,Nervous System Diseases,DISEASE
D009468,Neuromuscular Diseases,DISEASE
D010523,Peripheral Nervous System Diseases,DISEASE
D011115,Polyneuropathies,DISEASE
D015417,Hereditary Sensory and Motor Neuropathy,DISEASE
D019636,Neurodegenerative Diseases,DISEASE
D020271,"Heredodegenerative Disorders, Nervous System",DISEASE
D030342,"Genetic Diseases, Inborn",DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D000081207,Primary Immunodeficiency Diseases,DISEASE
D000417,Albinism,DISEASE
D000592,"Amino Acid Metabolism, Inborn Errors",DISEASE
D002609,Chediak-Higashi Syndrome,DISEASE
D005128,Eye Diseases,DISEASE
D006402,Hematologic Diseases,DISEASE
D006425,Hemic and Lymphatic Diseases,DISEASE
D007153,Immunologic Deficiency Syndromes,DISEASE
D007154,Immune System Diseases,DISEASE
D007960,Leukocyte Disorders,DISEASE
D008659,Metabolic Diseases,DISEASE
D008661,"Metabolism, Inborn Errors",DISEASE
D009358,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",DISEASE
D009750,Nutritional and Metabolic Diseases,DISEASE
D010335,Pathologic Processes,DISEASE
D010585,Phagocyte Bactericidal Dysfunction,DISEASE
D010859,Pigmentation Disorders,DISEASE
D012871,Skin Diseases,DISEASE
D012873,"Skin Diseases, Genetic",DISEASE
D013568,"Pathological Conditions, Signs and Symptoms",DISEASE
D015785,"Eye Diseases, Hereditary",DISEASE
D017437,Skin and Connective Tissue Diseases,DISEASE
D017496,Hypopigmentation,DISEASE
D030342,"Genetic Diseases, Inborn",DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D002613,Cheilitis,DISEASE
D008047,Lip Diseases,DISEASE
D009057,Stomatognathic Diseases,DISEASE
D009059,Mouth Diseases,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D000071442,Taxis Response,DISEASE
D000072458,"Orientation, Spatial",DISEASE
D000223,"Adaptation, Psychological",DISEASE
D001519,Behavior,DISEASE
D001520,Behavior and Behavior Mechanisms,DISEASE
D001522,"Behavior, Animal",DISEASE
D002633,Chemotaxis,DISEASE
D009949,Orientation,DISEASE
D013037,Spatial Behavior,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X2,"Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
D000013,Congenital Abnormalities,DISEASE
D001847,Bone Diseases,DISEASE
D001848,"Bone Diseases, Developmental",DISEASE
D002636,Cherubism,DISEASE
D005357,Fibrous Dysplasia of Bone,DISEASE
D007571,Jaw Diseases,DISEASE
D009057,Stomatognathic Diseases,DISEASE
D009139,Musculoskeletal Abnormalities,DISEASE
D009140,Musculoskeletal Diseases,DISEASE
D009358,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",DISEASE
D010009,Osteochondrodysplasias,DISEASE
D018640,Stomatognathic System Abnormalities,DISEASE
D019465,Craniofacial Abnormalities,DISEASE
D019767,Maxillofacial Abnormalities,DISEASE
D030342,"Genetic Diseases, Inborn",DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D002637,Chest Pain,DISEASE
D009422,Nervous System Diseases,DISEASE
D009461,Neurologic Manifestations,DISEASE
D010146,Pain,DISEASE
D012816,Signs and Symptoms,DISEASE
D013568,"Pathological Conditions, Signs and Symptoms",DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D002639,Cheyne-Stokes Respiration,DISEASE
D012120,Respiration Disorders,DISEASE
D012140,Respiratory Tract Diseases,DISEASE
D012816,Signs and Symptoms,DISEASE
D012818,"Signs and Symptoms, Respiratory",DISEASE
D013568,"Pathological Conditions, Signs and Symptoms",DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D001941,Breast Diseases,DISEASE
D002640,Chiari-Frommel Syndrome,DISEASE
D005261,Female Urogenital Diseases and Pregnancy Complications,DISEASE
D005687,Galactorrhea,DISEASE
D007775,Lactation Disorders,DISEASE
D011248,Pregnancy Complications,DISEASE
D011644,Puerperal Disorders,DISEASE
D012871,Skin Diseases,DISEASE
D017437,Skin and Connective Tissue Diseases,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D000073618,Varicella Zoster Virus Infection,DISEASE
D002644,Chickenpox,DISEASE
D004266,DNA Virus Infections,DISEASE
D006566,Herpesviridae Infections,DISEASE
D007239,Infections,DISEASE
D014777,Virus Diseases,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D000067390,Cold Injury,DISEASE
D002647,Chilblains,DISEASE
D005627,Frostbite,DISEASE
D014947,Wounds and Injuries,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D002648,Child,DISEASE
D009273,Age Groups,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X2,"Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
D001519,Behavior,DISEASE
D001520,Behavior and Behavior Mechanisms,DISEASE
D002652,Child Behavior,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X2,"Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
D001523,Mental Disorders,DISEASE
D002653,Child Behavior Disorders,DISEASE
D065886,Neurodevelopmental Disorders,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D001520,Behavior and Behavior Mechanisms,DISEASE
D002657,Child Development,DISEASE
D006803,Human Development,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X2,"Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
D001523,Mental Disorders,DISEASE
D002658,Developmental Disabilities,DISEASE
D065886,Neurodevelopmental Disorders,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D001523,Mental Disorders,DISEASE
D002659,"Child Development Disorders, Pervasive",DISEASE
D065886,Neurodevelopmental Disorders,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D001520,Behavior and Behavior Mechanisms,DISEASE
D002657,Child Development,DISEASE
D002663,Child Language,DISEASE
D006803,Human Development,DISEASE
D007804,Language Development,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X2,"Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
D001519,Behavior,DISEASE
D001520,Behavior and Behavior Mechanisms,DISEASE
D001526,Behavioral Symptoms,DISEASE
D002667,Child Reactive Disorders,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X2,"Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
D001520,Behavior and Behavior Mechanisms,DISEASE
D002668,Child Rearing,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X2,"Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
D002648,Child,DISEASE
D002675,"Child, Preschool",DISEASE
D009273,Age Groups,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X2,"Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
D001423,Bacterial Infections and Mycoses,DISEASE
D001424,Bacterial Infections,DISEASE
D002690,Chlamydia Infections,DISEASE
D002694,Chlamydiaceae Infections,DISEASE
D003141,Communicable Diseases,DISEASE
D007239,Infections,DISEASE
D010335,Pathologic Processes,DISEASE
D012749,Sexually Transmitted Diseases,DISEASE
D013568,"Pathological Conditions, Signs and Symptoms",DISEASE
D015231,"Sexually Transmitted Diseases, Bacterial",DISEASE
D016905,Gram-Negative Bacterial Infections,DISEASE
D020969,Disease Attributes,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D001423,Bacterial Infections and Mycoses,DISEASE
D001424,Bacterial Infections,DISEASE
D002694,Chlamydiaceae Infections,DISEASE
D007239,Infections,DISEASE
D016905,Gram-Negative Bacterial Infections,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D000013,Congenital Abnormalities,DISEASE
D002754,Choanal Atresia,DISEASE
D009358,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",DISEASE
D009668,Nose Diseases,DISEASE
D010038,Otorhinolaryngologic Diseases,DISEASE
D012140,Respiratory Tract Diseases,DISEASE
D015619,Respiratory System Abnormalities,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D000236,Adenoma,DISEASE
D002759,"Adenoma, Bile Duct",DISEASE
D009369,Neoplasms,DISEASE
D009370,Neoplasms by Histologic Type,DISEASE
D009375,"Neoplasms, Glandular and Epithelial",DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D001649,Bile Duct Diseases,DISEASE
D001660,Biliary Tract Diseases,DISEASE
D002761,Cholangitis,DISEASE
D004066,Digestive System Diseases,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D001660,Biliary Tract Diseases,DISEASE
D002764,Cholecystitis,DISEASE
D004066,Digestive System Diseases,DISEASE
D005705,Gallbladder Diseases,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D001660,Biliary Tract Diseases,DISEASE
D002769,Cholelithiasis,DISEASE
D004066,Digestive System Diseases,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D001423,Bacterial Infections and Mycoses,DISEASE
D001424,Bacterial Infections,DISEASE
D002771,Cholera,DISEASE
D007239,Infections,DISEASE
D014735,Vibrio Infections,DISEASE
D016905,Gram-Negative Bacterial Infections,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D001649,Bile Duct Diseases,DISEASE
D001660,Biliary Tract Diseases,DISEASE
D002779,Cholestasis,DISEASE
D004066,Digestive System Diseases,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D001649,Bile Duct Diseases,DISEASE
D001660,Biliary Tract Diseases,DISEASE
D002779,Cholestasis,DISEASE
D002780,"Cholestasis, Intrahepatic",DISEASE
D004066,Digestive System Diseases,DISEASE
D008107,Liver Diseases,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D002781,Cholesteatoma,DISEASE
D007642,Keratosis,DISEASE
D012871,Skin Diseases,DISEASE
D017437,Skin and Connective Tissue Diseases,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D001361,Avitaminosis,DISEASE
D002796,Choline Deficiency,DISEASE
D003677,Deficiency Diseases,DISEASE
D009748,Nutrition Disorders,DISEASE
D009750,Nutritional and Metabolic Diseases,DISEASE
D014804,Vitamin B Deficiency,DISEASE
D044342,Malnutrition,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D002804,Chondroblastoma,DISEASE
D003240,Connective Tissue Diseases,DISEASE
D009369,Neoplasms,DISEASE
D009370,Neoplasms by Histologic Type,DISEASE
D009372,"Neoplasms, Connective Tissue",DISEASE
D017437,Skin and Connective Tissue Diseases,DISEASE
D018204,"Neoplasms, Connective and Soft Tissue",DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D000070657,Crystal Arthropathies,DISEASE
D001168,Arthritis,DISEASE
D002805,Chondrocalcinosis,DISEASE
D007592,Joint Diseases,DISEASE
D009140,Musculoskeletal Diseases,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D001847,Bone Diseases,DISEASE
D001848,"Bone Diseases, Developmental",DISEASE
D002806,Chondrodysplasia Punctata,DISEASE
D009140,Musculoskeletal Diseases,DISEASE
D009358,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",DISEASE
D010009,Osteochondrodysplasias,DISEASE
D030342,"Genetic Diseases, Inborn",DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D002812,Chondroma,DISEASE
D003240,Connective Tissue Diseases,DISEASE
D009369,Neoplasms,DISEASE
D009370,Neoplasms by Histologic Type,DISEASE
D009372,"Neoplasms, Connective Tissue",DISEASE
D017437,Skin and Connective Tissue Diseases,DISEASE
D018204,"Neoplasms, Connective and Soft Tissue",DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D002813,Chondrosarcoma,DISEASE
D003240,Connective Tissue Diseases,DISEASE
D009369,Neoplasms,DISEASE
D009370,Neoplasms by Histologic Type,DISEASE
D009372,"Neoplasms, Connective Tissue",DISEASE
D012509,Sarcoma,DISEASE
D017437,Skin and Connective Tissue Diseases,DISEASE
D018204,"Neoplasms, Connective and Soft Tissue",DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D002817,Chordoma,DISEASE
D009369,Neoplasms,DISEASE
D009370,Neoplasms by Histologic Type,DISEASE
D009373,"Neoplasms, Germ Cell and Embryonal",DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D002493,Central Nervous System Diseases,DISEASE
D002819,Chorea,DISEASE
D009069,Movement Disorders,DISEASE
D009422,Nervous System Diseases,DISEASE
D009461,Neurologic Manifestations,DISEASE
D012816,Signs and Symptoms,DISEASE
D013568,"Pathological Conditions, Signs and Symptoms",DISEASE
D020820,Dyskinesias,DISEASE
X1,"Diseases, Life Phases, Behavior Mechanisms and Physiologic States",DISEASE
X3,Disease,DISEASE
D002820,"Hydatidiform Mole, Invasive",DISEASE
D005261,Female Urogenital Diseases and Pregnancy Complications,DISEASE
D006828,Hydatidiform Mole,DISEASE
D009369,Neoplasms,DISEASE
D009370,Neoplasms by Histologic Type,DISEASE
D009373,"Neoplasms, Germ Cell and Embryonal",DISEASE
D011248,Pregnancy Complications,DISEASE
D011252,"Pregnancy Complications, Neoplastic",DISEASE
D014328,Trophoblastic Neoplasms,DISEASE
