rxcui,name,tty,SourceId,SourceName,Relation,SourceUrl,classId
10627,tobramycin,IN,89695009,Tobramycin-containing product,INDIRECT,http://snomed.info/id/89695009,33589008
1549540,dihydrostreptomycin,IN,409323004,Dihydrostreptomycin-containing product,INDIRECT,http://snomed.info/id/409323004,33589008
1596450,gentamicin,IN,57752001,Gentamicin-containing product,INDIRECT,http://snomed.info/id/57752001,33589008
2049549,plazomicin,IN,772052009,Plazomicin-containing product,INDIRECT,http://snomed.info/id/772052009,33589008
270,spectinomycin,IN,86066003,Spectinomycin-containing product,INDIRECT,http://snomed.info/id/86066003,33589008
27929,lanatoside C,IN,60541005,Lanatoside C-containing product,DIRECT,http://snomed.info/id/60541005,33589008
3248,deslanoside,IN,398962006,Deslanoside-containing product,DIRECT,http://snomed.info/id/398962006,33589008
3403,digitoxin,IN,81728006,Digitoxin-containing product,DIRECT,http://snomed.info/id/81728006,33589008
3407,digoxin,IN,796001,Digoxin-containing product,DIRECT,http://snomed.info/id/796001,33589008
4556,framycetin,IN,50520001,Framycetin-containing product,INDIRECT,http://snomed.info/id/50520001,33589008
6099,kanamycin,IN,71451001,Kanamycin-containing product,INDIRECT,http://snomed.info/id/71451001,33589008
641,amikacin,IN,48836000,Amikacin-containing product,INDIRECT,http://snomed.info/id/48836000,33589008
6686,medigoxin,IN,317911001,Medigoxin-containing product,DIRECT,http://snomed.info/id/317911001,33589008
7299,neomycin,IN,73093001,Neomycin-containing product,INDIRECT,http://snomed.info/id/73093001,33589008
7337,netilmicin,IN,19405002,Netilmicin-containing product,INDIRECT,http://snomed.info/id/19405002,33589008
7762,ouabain,IN,317914009,Ouabain-containing product,DIRECT,http://snomed.info/id/317914009,33589008
7934,paromomycin,IN,370323004,Paromomycin-containing product,INDIRECT,http://snomed.info/id/370323004,33589008
91235,Digitalis preparation,IN,91307002,Digitalis-containing product,DIRECT,http://snomed.info/id/91307002,33589008
9806,sisomicin,IN,702751001,Sisomicin-containing product,INDIRECT,http://snomed.info/id/702751001,33589008
102846,glibornuride,IN,325235002,Glibornuride-containing product,DIRECT,http://snomed.info/id/325235002,34012005
10633,tolazamide,IN,34393009,Tolazamide-containing product,DIRECT,http://snomed.info/id/34393009,34012005
10635,tolbutamide,IN,33124007,Tolbutamide-containing product,DIRECT,http://snomed.info/id/33124007,34012005
173,acetohexamide,IN,39064002,Acetohexamide-containing product,DIRECT,http://snomed.info/id/39064002,34012005
2404,chlorpropamide,IN,111154004,Chlorpropamide-containing product,DIRECT,http://snomed.info/id/111154004,34012005
25789,glimepiride,IN,109079009,Glimepiride-containing product,DIRECT,http://snomed.info/id/109079009,34012005
25793,gliquidone,IN,325249006,Gliquidone-containing product,DIRECT,http://snomed.info/id/325249006,34012005
38413,torsemide,IN,318034005,Torsemide-containing product,DIRECT,http://snomed.info/id/318034005,34012005
4815,glyburide,IN,80870001,Glyburide-containing product,DIRECT,http://snomed.info/id/80870001,34012005
4816,gliclazide,IN,325238000,Gliclazide-containing product,DIRECT,http://snomed.info/id/325238000,34012005
4821,glipizide,IN,26124005,Glipizide-containing product,DIRECT,http://snomed.info/id/26124005,34012005
1540828,perflexane,IN,409374007,Perflexane-containing product,DIRECT,http://snomed.info/id/409374007,346620005
2462501,perflunafene,IN,420012007,Perflunafene-containing product,DIRECT,http://snomed.info/id/420012007,346620005
283753,perflutren,IN,409291008,Perflutren-containing product,DIRECT,http://snomed.info/id/409291008,346620005
10553,thymol,IN,331322007,Thymol-containing product,DIRECT,http://snomed.info/id/331322007,346624001
10795,triclosan,IN,125577003,Triclosan-containing product,DIRECT,http://snomed.info/id/125577003,346624001
134527,nelfinavir,IN,108706004,Nelfinavir-containing product,DIRECT,http://snomed.info/id/108706004,346624001
1362739,2-tert-butylhydroquinone,IN,411265004,Tert-butylhydroquinone-containing product,DIRECT,http://snomed.info/id/411265004,346624001
1362900,butylated hydroxyanisole,IN,411189004,Butylated hydroxyanisole-containing product,DIRECT,http://snomed.info/id/411189004,346624001
1364449,crofelemer,IN,763594007,Crofelemer-containing product,DIRECT,http://snomed.info/id/763594007,346624001
1433347,bisphenol A,IN,411437004,Bisphenol A-containing product,DIRECT,http://snomed.info/id/411437004,346624001
1435285,3-aminophenol,IN,411287008,3-aminophenol-containing product,DIRECT,http://snomed.info/id/411287008,346624001
15080,mequinol,IN,398927001,Mequinol-containing product,DIRECT,http://snomed.info/id/398927001,346624001
1546707,usnic acid,IN,411429007,Usnic acid-containing product,DIRECT,http://snomed.info/id/411429007,346624001
155122,phenolphthalein,IN,398955002,Phenolphthalein-containing product,DIRECT,http://snomed.info/id/398955002,346624001
161,acetaminophen,IN,90332006,Acetaminophen-containing product,DIRECT,http://snomed.info/id/90332006,346624001
17145,monobenzone,IN,414760009,Hydroquinone monobenzyl ether-containing product,DIRECT,http://snomed.info/id/414760009,346624001
1848,butylated hydroxytoluene,IN,411190008,Butylated hydroxytoluene-containing product,DIRECT,http://snomed.info/id/411190008,346624001
20877,chloroxylenol,IN,126151007,Chloroxylenol-containing product,DIRECT,http://snomed.info/id/126151007,346624001
2205637,trifarotene,IN,818975009,Trifarotene-containing product,DIRECT,http://snomed.info/id/818975009,346624001
22713,dezocine,IN,370233009,Dezocine-containing product,DIRECT,http://snomed.info/id/370233009,346624001
227239,masoprocol,IN,398929003,Masoprocol-containing product,DIRECT,http://snomed.info/id/398929003,346624001
236268,biclotymol,IN,714672004,Biclotymol-containing product,DIRECT,http://snomed.info/id/714672004,346624001
236677,2-phenylphenol,IN,411341004,2-phenylphenol-containing product,DIRECT,http://snomed.info/id/411341004,346624001
25138,fluorescein,IN,350086004,Fluorescein stain-containing product,DIRECT,http://snomed.info/id/350086004,346624001
33290,phenol,IN,354036003,Phenol-containing product,DIRECT,http://snomed.info/id/354036003,346624001
3351,dichlorophen,IN,411343001,Dichlorophen-containing product,DIRECT,http://snomed.info/id/411343001,346624001
3368,dienestrol,IN,30988006,Dienestrol-containing product,DIRECT,http://snomed.info/id/30988006,346624001
3390,diethylstilbestrol,IN,79332009,Diethylstilbestrol-containing product,DIRECT,http://snomed.info/id/79332009,346624001
35382,resorcinol,IN,411296008,Resorcinol-containing product,DIRECT,http://snomed.info/id/411296008,346624001
36108,salsalate,IN,13252002,Salsalate-containing product,DIRECT,http://snomed.info/id/13252002,346624001
36117,salmeterol,IN,108605008,Salmeterol-containing product,DIRECT,http://snomed.info/id/108605008,346624001
3752,edrophonium,IN,46913003,Edrophonium-containing product,DIRECT,http://snomed.info/id/46913003,346624001
4186,eugenol,IN,411361005,Eugenol-containing product,DIRECT,http://snomed.info/id/411361005,346624001
4333,fenoterol,IN,349924004,Fenoterol-containing product,DIRECT,http://snomed.info/id/349924004,346624001
52582,mesalamine,IN,86977007,Mesalamine-containing product,DIRECT,http://snomed.info/id/86977007,346624001
5293,hexachlorophene,IN,1878008,Hexachlorophene-containing product,DIRECT,http://snomed.info/id/1878008,346624001
5321,hexylresorcinol,IN,411201006,Hexylresorcinol-containing product,DIRECT,http://snomed.info/id/411201006,346624001
5509,hydroquinone,IN,74583006,Hydroquinone-containing product,DIRECT,http://snomed.info/id/74583006,346624001
60307,entacapone,IN,116116003,Entacapone-containing product,DIRECT,http://snomed.info/id/116116003,346624001
7145,mycophenolic acid,IN,409331009,Mycophenolic acid-containing product,DIRECT,http://snomed.info/id/409331009,346624001
7688,metaproterenol,IN,6067003,Metaproterenol-containing product,DIRECT,http://snomed.info/id/6067003,346624001
828682,fospropofol,IN,764594003,Fospropofol-containing product,DIRECT,http://snomed.info/id/764594003,346624001
8699,probucol,IN,32474005,Probucol-containing product,DIRECT,http://snomed.info/id/32474005,346624001
8782,propofol,IN,74674007,Propofol-containing product,DIRECT,http://snomed.info/id/74674007,346624001
9022,pyrogallol,IN,411295007,Pyrogallol-containing product,DIRECT,http://snomed.info/id/411295007,346624001
9388,rimiterol,IN,349926002,Rimiterol-containing product,DIRECT,http://snomed.info/id/349926002,346624001
1760,bromocriptine,IN,116656002,Bromocriptine-containing product,DIRECT,http://snomed.info/id/116656002,349893001
3418,dihydroergotamine,IN,48875009,Dihydroergotamine-containing product,DIRECT,http://snomed.info/id/48875009,349893001
4021,ergonovine,IN,54541002,Ergonovine-containing product,DIRECT,http://snomed.info/id/54541002,349893001
4025,ergotamine,IN,32647002,Ergotamine-containing product,DIRECT,http://snomed.info/id/32647002,349893001
47579,cabergoline,IN,109139002,Cabergoline-containing product,DIRECT,http://snomed.info/id/109139002,349893001
6446,lisuride,IN,349894007,Lisuride-containing product,DIRECT,http://snomed.info/id/349894007,349893001
6883,methylergonovine,IN,40562000,Methylergonovine-containing product,DIRECT,http://snomed.info/id/40562000,349893001
6911,methysergide,IN,11796006,Methysergide-containing product,DIRECT,http://snomed.info/id/11796006,349893001
76887,quinagolide,IN,326066005,Quinagolide-containing product,DIRECT,http://snomed.info/id/326066005,349893001
8047,pergolide,IN,108468004,Pergolide-containing product,DIRECT,http://snomed.info/id/108468004,349893001
54365,pamabrom,IN,398981003,Pamabrom-containing product,DIRECT,http://snomed.info/id/398981003,349994006
2683,colchicine,IN,73133000,Colchicine-containing product,DIRECT,http://snomed.info/id/73133000,350061008
1244607,tafluprost,IN,704470009,Tafluprost-containing product,INDIRECT,http://snomed.info/id/704470009,350067007
12449,gemeprost,IN,326128005,Gemeprost-containing product,INDIRECT,http://snomed.info/id/326128005,350067007
135313,isopropyl unoprostone,IN,410845005,Unoprostone isopropyl-containing product,INDIRECT,http://snomed.info/id/410845005,350067007
1988390,latanoprostene bunod,IN,763567008,Latanoprostene bunod-containing product,INDIRECT,http://snomed.info/id/763567008,350067007
2051,carboprost,IN,109057004,Carboprost-containing product,INDIRECT,http://snomed.info/id/109057004,350067007
283809,travoprost,IN,391664000,Travoprost-containing product,INDIRECT,http://snomed.info/id/391664000,350067007
283810,bimatoprost,IN,395300006,Bimatoprost-containing product,INDIRECT,http://snomed.info/id/395300006,350067007
343048,treprostinil,IN,385682008,Treprostinil-containing product,INDIRECT,http://snomed.info/id/385682008,350067007
3477,dinoprost,IN,41001009,Dinoprost-containing product,INDIRECT,http://snomed.info/id/41001009,350067007
3478,dinoprostone,IN,44798001,Dinoprostone-containing product,INDIRECT,http://snomed.info/id/44798001,350067007
40138,iloprost,IN,319452005,Iloprost-containing product,INDIRECT,http://snomed.info/id/319452005,350067007
42331,misoprostol,IN,43684009,Misoprostol-containing product,INDIRECT,http://snomed.info/id/43684009,350067007
43611,latanoprost,IN,108838001,Latanoprost-containing product,INDIRECT,http://snomed.info/id/108838001,350067007
598,alprostadil,IN,109119001,Alprostadil-containing product,INDIRECT,http://snomed.info/id/109119001,350067007
623033,lubiprostone,IN,420304008,Lubiprostone-containing product,DIRECT,http://snomed.info/id/420304008,350067007
8814,epoprostenol,IN,108593000,Epoprostenol-containing product,INDIRECT,http://snomed.info/id/108593000,350067007
2051,carboprost,IN,109057004,Carboprost-containing product,DIRECT,http://snomed.info/id/109057004,350072003
3477,dinoprost,IN,41001009,Dinoprost-containing product,DIRECT,http://snomed.info/id/41001009,350072003
343048,treprostinil,IN,385682008,Treprostinil-containing product,INDIRECT,http://snomed.info/id/385682008,350073008
40138,iloprost,IN,319452005,Iloprost-containing product,INDIRECT,http://snomed.info/id/319452005,350073008
8814,epoprostenol,IN,108593000,Epoprostenol-containing product,INDIRECT,http://snomed.info/id/108593000,350073008
1309247,sesame oil,IN,428094008,Sesame oil-containing product,DIRECT,http://snomed.info/id/428094008,350098009
1309250,olive oil,IN,411317002,Olive oil-containing product,DIRECT,http://snomed.info/id/411317002,350098009
18235,peanut oil,IN,346327000,Arachis oil-containing product,DIRECT,http://snomed.info/id/346327000,350098009
2129,castor oil,IN,774188002,Castor oil-containing product,DIRECT,http://snomed.info/id/774188002,350098009
37422,sunflower oil,IN,328568007,Sunflowerseed oil-containing product,DIRECT,http://snomed.info/id/328568007,350098009
6404,linseed oil,IN,411314009,Linseed oil-containing product,DIRECT,http://snomed.info/id/411314009,350098009
119771,doripenem,IN,429369006,Doripenem-containing product,DIRECT,http://snomed.info/id/429369006,350134005
29561,meropenem,IN,96062004,Meropenem-containing product,DIRECT,http://snomed.info/id/96062004,350134005
325642,ertapenem,IN,385574002,Ertapenem-containing product,DIRECT,http://snomed.info/id/385574002,350134005
5690,imipenem,IN,424285002,Imipenem-containing product,DIRECT,http://snomed.info/id/424285002,350134005
10612,tinidazole,IN,324550004,Tinidazole-containing product,DIRECT,http://snomed.info/id/324550004,350157004
18994,benznidazole,IN,714092005,Benznidazole-containing product,DIRECT,http://snomed.info/id/714092005,350157004
2198359,pretomanid,IN,789321008,Pretomanid-containing product,DIRECT,http://snomed.info/id/789321008,350157004
36314,secnidazole,IN,763524000,Secnidazole-containing product,DIRECT,http://snomed.info/id/763524000,350157004
6922,metronidazole,IN,1222004,Metronidazole-containing product,DIRECT,http://snomed.info/id/1222004,350157004
7427,nimorazole,IN,324945001,Nimorazole-containing product,DIRECT,http://snomed.info/id/324945001,350157004
7701,ornidazole,IN,442845007,Ornidazole-containing product,DIRECT,http://snomed.info/id/442845007,350157004
121243,voriconazole,IN,386116008,Voriconazole-containing product,INDIRECT,http://snomed.info/id/386116008,350195009
1482680,luliconazole,IN,763571006,Luliconazole-containing product,INDIRECT,http://snomed.info/id/763571006,350195009
1539753,efinaconazole,IN,703881006,Efinaconazole-containing product,INDIRECT,http://snomed.info/id/703881006,350195009
1608322,isavuconazonium,IN,763601000,Isavuconazonium-containing product,INDIRECT,http://snomed.info/id/763601000,350195009
191566,climbazole,IN,714673009,Climbazole-containing product,INDIRECT,http://snomed.info/id/714673009,350195009
19295,bifonazole,IN,136216003,Bifonazole-containing product,INDIRECT,http://snomed.info/id/136216003,350195009
19884,butoconazole,IN,84844007,Butoconazole-containing product,INDIRECT,http://snomed.info/id/84844007,350195009
24876,fenticonazole,IN,326274003,Fenticonazole-containing product,INDIRECT,http://snomed.info/id/326274003,350195009
2623,clotrimazole,IN,5797005,Clotrimazole-containing product,INDIRECT,http://snomed.info/id/5797005,350195009
27901,isoconazole,IN,350201001,Isoconazole-containing product,INDIRECT,http://snomed.info/id/350201001,350195009
28031,itraconazole,IN,96038009,Itraconazole-containing product,INDIRECT,http://snomed.info/id/96038009,350195009
282446,posaconazole,IN,420282006,Posaconazole-containing product,INDIRECT,http://snomed.info/id/420282006,350195009
32638,oxiconazole,IN,57263002,Oxiconazole-containing product,INDIRECT,http://snomed.info/id/57263002,350195009
36435,sertaconazole,IN,409281002,Sertaconazole-containing product,INDIRECT,http://snomed.info/id/409281002,350195009
37319,sulconazole,IN,108920000,Sulconazole-containing product,INDIRECT,http://snomed.info/id/108920000,350195009
3743,econazole,IN,18952006,Econazole-containing product,INDIRECT,http://snomed.info/id/18952006,350195009
37806,terconazole,IN,25860005,Terconazole-containing product,INDIRECT,http://snomed.info/id/25860005,350195009
38298,tioconazole,IN,332967005,Tioconazole-containing product,INDIRECT,http://snomed.info/id/332967005,350195009
4450,fluconazole,IN,31865003,Fluconazole-containing product,INDIRECT,http://snomed.info/id/31865003,350195009
6135,ketoconazole,IN,40232005,Ketoconazole-containing product,INDIRECT,http://snomed.info/id/40232005,350195009
6932,miconazole,IN,42720001,Miconazole-containing product,INDIRECT,http://snomed.info/id/42720001,350195009
1482680,luliconazole,IN,763571006,Luliconazole-containing product,DIRECT,http://snomed.info/id/763571006,350196005
191566,climbazole,IN,714673009,Climbazole-containing product,DIRECT,http://snomed.info/id/714673009,350196005
19295,bifonazole,IN,136216003,Bifonazole-containing product,DIRECT,http://snomed.info/id/136216003,350196005
19884,butoconazole,IN,84844007,Butoconazole-containing product,DIRECT,http://snomed.info/id/84844007,350196005
24876,fenticonazole,IN,326274003,Fenticonazole-containing product,DIRECT,http://snomed.info/id/326274003,350196005
2623,clotrimazole,IN,5797005,Clotrimazole-containing product,DIRECT,http://snomed.info/id/5797005,350196005
27901,isoconazole,IN,350201001,Isoconazole-containing product,DIRECT,http://snomed.info/id/350201001,350196005
32638,oxiconazole,IN,57263002,Oxiconazole-containing product,DIRECT,http://snomed.info/id/57263002,350196005
36435,sertaconazole,IN,409281002,Sertaconazole-containing product,DIRECT,http://snomed.info/id/409281002,350196005
37319,sulconazole,IN,108920000,Sulconazole-containing product,DIRECT,http://snomed.info/id/108920000,350196005
3743,econazole,IN,18952006,Econazole-containing product,DIRECT,http://snomed.info/id/18952006,350196005
38298,tioconazole,IN,332967005,Tioconazole-containing product,DIRECT,http://snomed.info/id/332967005,350196005
6135,ketoconazole,IN,40232005,Ketoconazole-containing product,DIRECT,http://snomed.info/id/40232005,350196005
6932,miconazole,IN,42720001,Miconazole-containing product,DIRECT,http://snomed.info/id/42720001,350196005
121243,voriconazole,IN,386116008,Voriconazole-containing product,DIRECT,http://snomed.info/id/386116008,350208007
1539753,efinaconazole,IN,703881006,Efinaconazole-containing product,DIRECT,http://snomed.info/id/703881006,350208007
1608322,isavuconazonium,IN,763601000,Isavuconazonium-containing product,DIRECT,http://snomed.info/id/763601000,350208007
28031,itraconazole,IN,96038009,Itraconazole-containing product,DIRECT,http://snomed.info/id/96038009,350208007
282446,posaconazole,IN,420282006,Posaconazole-containing product,DIRECT,http://snomed.info/id/420282006,350208007
37806,terconazole,IN,25860005,Terconazole-containing product,DIRECT,http://snomed.info/id/25860005,350208007
4450,fluconazole,IN,31865003,Fluconazole-containing product,DIRECT,http://snomed.info/id/31865003,350208007
2393,chloroquine,IN,14728000,Chloroquine-containing product,DIRECT,http://snomed.info/id/14728000,350222007
5521,hydroxychloroquine,IN,83490000,Hydroxychloroquine-containing product,DIRECT,http://snomed.info/id/83490000,350222007
6694,mefloquine,IN,87567009,Mefloquine-containing product,DIRECT,http://snomed.info/id/87567009,350222007
720,amodiaquine,IN,64115004,Amodiaquine-containing product,DIRECT,http://snomed.info/id/64115004,350222007
8687,primaquine,IN,36391008,Primaquine-containing product,DIRECT,http://snomed.info/id/36391008,350222007
2382,proguanil,IN,16970001,Proguanil-containing product,DIRECT,http://snomed.info/id/16970001,350223002
7894,papaveretum,IN,354056002,Papaveretum-containing product,DIRECT,http://snomed.info/id/354056002,350304007
7895,papaverine,IN,58467001,Papaverine-containing product,DIRECT,http://snomed.info/id/58467001,350304007
1191,aspirin,IN,7947003,Aspirin-containing product,DIRECT,http://snomed.info/id/7947003,350312004
1372,benorilate,IN,354058001,Benorilate-containing product,DIRECT,http://snomed.info/id/354058001,350312004
20974,choline salicylate,PIN,370179008,Choline salicylate-containing product,DIRECT,http://snomed.info/id/370179008,350312004
215799,choline magnesium trisalicylate,IN,329535005,Choline magnesium trisalicylate-containing product,DIRECT,http://snomed.info/id/329535005,350312004
29787,methyl salicylate,IN,111141006,Methyl salicylate-containing product,DIRECT,http://snomed.info/id/111141006,350312004
32385,olsalazine,IN,108673002,Olsalazine-containing product,DIRECT,http://snomed.info/id/108673002,350312004
3393,diflunisal,IN,20865003,Diflunisal-containing product,DIRECT,http://snomed.info/id/20865003,350312004
36108,salsalate,IN,13252002,Salsalate-containing product,DIRECT,http://snomed.info/id/13252002,350312004
38866,trolamine salicylate,IN,398944002,Trolamine salicylate-containing product,DIRECT,http://snomed.info/id/398944002,350312004
52364,magnesium salicylate,IN,370180006,Magnesium salicylate-containing product,DIRECT,http://snomed.info/id/370180006,350312004
52582,mesalamine,IN,86977007,Mesalamine-containing product,DIRECT,http://snomed.info/id/86977007,350312004
91099,thiosalicylate,IN,32960005,Thiosalicylate-containing product,DIRECT,http://snomed.info/id/32960005,350312004
9518,salicylamide,IN,400325002,Salicylamide-containing product,DIRECT,http://snomed.info/id/400325002,350312004
9524,sulfasalazine,IN,45844004,Sulfasalazine-containing product,DIRECT,http://snomed.info/id/45844004,350312004
9525,salicylic acid,IN,46741005,Salicylic acid-containing product,DIRECT,http://snomed.info/id/46741005,350312004
9907,sodium salicylate,PIN,72968006,Sodium salicylate-containing product,DIRECT,http://snomed.info/id/72968006,350312004
10046,starch,IN,412339002,Starch-containing product,DIRECT,http://snomed.info/id/412339002,350544001
10159,sucrose,IN,9745007,Sucrose-containing product,DIRECT,http://snomed.info/id/9745007,350544001
11377,xylitol,IN,398986008,Xylitol-containing product,DIRECT,http://snomed.info/id/398986008,350544001
11378,xylose,IN,109193004,Xylose-containing product,DIRECT,http://snomed.info/id/109193004,350544001
1151,ascorbic acid,IN,46123006,Ascorbic acid-containing product,DIRECT,http://snomed.info/id/46123006,350544001
1367176,bambermycins,IN,96149000,Bambermycin-containing product,DIRECT,http://snomed.info/id/96149000,350544001
140480,icodextrin,IN,417226008,Icodextrin-containing product,DIRECT,http://snomed.info/id/417226008,350544001
155046,pentosan polysulfate,IN,109116008,Pentosan polysulfate-containing product,DIRECT,http://snomed.info/id/109116008,350544001
1595589,sodium glycerophosphate,PIN,415542004,Sodium glycerophosphate-containing product,DIRECT,http://snomed.info/id/415542004,350544001
16681,acarbose,IN,109077006,Acarbose-containing product,DIRECT,http://snomed.info/id/109077006,350544001
1726988,sugammadex,IN,442379000,Sugammadex-containing product,DIRECT,http://snomed.info/id/442379000,350544001
17305,alginic acid,IN,412571008,Alginic acid-containing product,DIRECT,http://snomed.info/id/412571008,350544001
2054252,migalastat,IN,773543004,Migalastat-containing product,DIRECT,http://snomed.info/id/773543004,350544001
2062,carboxymethylcellulose,IN,350108002,Carboxymethylcellulose-containing product,DIRECT,http://snomed.info/id/350108002,350544001
2221,cellulose,IN,116527009,Cellulose-containing product,DIRECT,http://snomed.info/id/116527009,350544001
22708,dextranomer,IN,400226004,Dextranomer-containing product,DIRECT,http://snomed.info/id/400226004,350544001
2481135,"cellulose, oxidized",PIN,412342008,Oxidized cellulose-containing product,DIRECT,http://snomed.info/id/412342008,350544001
26344,guar gum,IN,772944009,Guar gum-containing product,DIRECT,http://snomed.info/id/772944009,350544001
27244,hydroxyethyl cellulose,IN,108889001,Hydroxyethylcellulose-containing product,DIRECT,http://snomed.info/id/108889001,350544001
27291,hydroxypropylcellulose,IN,108872009,Hydroxypropyl cellulose-containing product,DIRECT,http://snomed.info/id/108872009,350544001
27334,hypromellose,IN,330769006,Hypromellose-containing product,DIRECT,http://snomed.info/id/330769006,350544001
28395,lactitol,IN,317599009,Lactitol-containing product,DIRECT,http://snomed.info/id/317599009,350544001
321208,fondaparinux,IN,395236007,Fondaparinux-containing product,DIRECT,http://snomed.info/id/395236007,350544001
32987,pectin,IN,398735006,Pectin-containing product,DIRECT,http://snomed.info/id/398735006,350544001
42635,dextran,IN,13132007,Dextran-containing product,DIRECT,http://snomed.info/id/13132007,350544001
4570,fructose,IN,39860005,Fructose-containing product,DIRECT,http://snomed.info/id/39860005,350544001
4626,galactose,IN,423410006,Galactose-containing product,DIRECT,http://snomed.info/id/423410006,350544001
4850,glucose,IN,111138002,Glucose-containing product,DIRECT,http://snomed.info/id/111138002,350544001
4910,glycerin,IN,404833002,Glycerin-containing product,DIRECT,http://snomed.info/id/404833002,350544001
5531,hetastarch,IN,50094009,Hetastarch-containing product,DIRECT,http://snomed.info/id/50094009,350544001
56446,sodium alginate,PIN,418720001,Sodium alginate-containing product,DIRECT,http://snomed.info/id/418720001,350544001
5833,inositol,IN,108960004,Inositol-containing product,DIRECT,http://snomed.info/id/108960004,350544001
6211,lactose,IN,423291009,Lactose-containing product,DIRECT,http://snomed.info/id/423291009,350544001
6218,lactulose,IN,111137007,Lactulose-containing product,DIRECT,http://snomed.info/id/111137007,350544001
6628,mannitol,IN,30761007,Mannitol-containing product,DIRECT,http://snomed.info/id/30761007,350544001
6873,methylcellulose,IN,24504000,Methylcellulose-containing product,DIRECT,http://snomed.info/id/24504000,350544001
816249,pentastarch,IN,116779008,Pentastarch-containing product,DIRECT,http://snomed.info/id/116779008,350544001
9945,sorbitol,IN,412513004,Sorbitol-containing product,DIRECT,http://snomed.info/id/412513004,350544001
1760,bromocriptine,IN,116656002,Bromocriptine-containing product,DIRECT,http://snomed.info/id/116656002,350623006
3418,dihydroergotamine,IN,48875009,Dihydroergotamine-containing product,DIRECT,http://snomed.info/id/48875009,350623006
4021,ergonovine,IN,54541002,Ergonovine-containing product,DIRECT,http://snomed.info/id/54541002,350623006
4024,"ergoloid mesylates, USP",IN,350622001,Dihydroergocornine- and dihydroergocristine- and dihydroergocryptine-containing product,DIRECT,http://snomed.info/id/350622001,350623006
4025,ergotamine,IN,32647002,Ergotamine-containing product,DIRECT,http://snomed.info/id/32647002,350623006
6446,lisuride,IN,349894007,Lisuride-containing product,DIRECT,http://snomed.info/id/349894007,350623006
6883,methylergonovine,IN,40562000,Methylergonovine-containing product,DIRECT,http://snomed.info/id/40562000,350623006
6911,methysergide,IN,11796006,Methysergide-containing product,DIRECT,http://snomed.info/id/11796006,350623006
7398,nicergoline,IN,703417007,Nicergoline-containing product,DIRECT,http://snomed.info/id/703417007,350623006
8047,pergolide,IN,108468004,Pergolide-containing product,DIRECT,http://snomed.info/id/108468004,350623006
115552,trovafloxacin,IN,371322001,Trovafloxacin-containing product,INDIRECT,http://snomed.info/id/371322001,37084008
138099,gemifloxacin,IN,407087003,Gemifloxacin-containing product,INDIRECT,http://snomed.info/id/407087003,37084008
139462,moxifloxacin,IN,371296007,Moxifloxacin-containing product,INDIRECT,http://snomed.info/id/371296007,37084008
1598641,finafloxacin,IN,714690003,Finafloxacin-containing product,INDIRECT,http://snomed.info/id/714690003,37084008
18469,sparfloxacin,IN,96090000,Sparfloxacin-containing product,INDIRECT,http://snomed.info/id/96090000,37084008
1927663,delafloxacin,IN,763596009,Delafloxacin-containing product,INDIRECT,http://snomed.info/id/763596009,37084008
228476,gatifloxacin,IN,371238005,Gatifloxacin-containing product,INDIRECT,http://snomed.info/id/371238005,37084008
24192,enrofloxacin,IN,702749000,Enrofloxacin-containing product,INDIRECT,http://snomed.info/id/702749000,37084008
2550,cinoxacin,IN,96081007,Cinoxacin-containing product,DIRECT,http://snomed.info/id/96081007,37084008
2551,ciprofloxacin,IN,7577004,Ciprofloxacin-containing product,INDIRECT,http://snomed.info/id/7577004,37084008
28872,lomefloxacin,IN,96088001,Lomefloxacin-containing product,INDIRECT,http://snomed.info/id/96088001,37084008
35797,rosoxacin,IN,96093003,Rosoxacin-containing product,DIRECT,http://snomed.info/id/96093003,37084008
37771,temafloxacin,IN,96091001,Temafloxacin-containing product,INDIRECT,http://snomed.info/id/96091001,37084008
3925,enoxacin,IN,96084004,Enoxacin-containing product,INDIRECT,http://snomed.info/id/96084004,37084008
42322,fleroxacin,IN,702750000,Fleroxacin-containing product,INDIRECT,http://snomed.info/id/702750000,37084008
7240,nalidixic acid,PIN,47602007,Nalidixic acid-containing product,DIRECT,http://snomed.info/id/47602007,37084008
7517,norfloxacin,IN,49485009,Norfloxacin-containing product,INDIRECT,http://snomed.info/id/49485009,37084008
7623,ofloxacin,IN,96086002,Ofloxacin-containing product,INDIRECT,http://snomed.info/id/96086002,37084008
7960,pefloxacin,IN,443149005,Pefloxacin-containing product,INDIRECT,http://snomed.info/id/443149005,37084008
819911,besifloxacin,IN,442915008,Besifloxacin-containing product,INDIRECT,http://snomed.info/id/442915008,37084008
82122,levofloxacin,IN,96087006,Levofloxacin-containing product,INDIRECT,http://snomed.info/id/96087006,37084008
8337,pipemidic acid,PIN,702807004,Pipemidic acid-containing product,DIRECT,http://snomed.info/id/702807004,37084008
83719,grepafloxacin,IN,108679003,Grepafloxacin-containing product,INDIRECT,http://snomed.info/id/108679003,37084008
10737,trazodone,IN,7336002,Trazodone-containing product,DIRECT,http://snomed.info/id/7336002,386595001
22299,daptomycin,IN,406438001,Daptomycin-containing product,DIRECT,http://snomed.info/id/406438001,406437006
274786,telithromycin,IN,395260006,Telithromycin-containing product,DIRECT,http://snomed.info/id/395260006,410910001
