classId,className,classType
N0000008361,Cholesterol Synthesis Alteration,PE
N0000008555,Decreased Cholesterol Synthesis,PE
N0000009057,Generalized Systemic Effects,PE
N0000009739,Lipid Metabolism Alteration,PE
N0000009748,Metabolic Activity Alteration,PE
N0000009802,Physiologic Effect (PE),PE
N0000010222,Sterol Metabolism Alteration,PE
N0000008362,Coagulation Factor Activity Alteration,PE
N0000008363,Coagulation Factor Alteration,PE
N0000008556,Decreased Coagulation Factor Activity,PE
N0000009065,Hematologic Activity Alteration,PE
N0000009069,Hemic/Lymphatic Activity Alteration,PE
N0000009070,Hemostasis Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000175977,Coagulation Activity Alteration,PE
N0000175978,Decreased Coagulation Activity,PE
N0000008363,Coagulation Factor Alteration,PE
N0000008364,Coagulation Factor Concentration Alteration,PE
N0000008557,Decreased Coagulation Factor Concentration,PE
N0000009065,Hematologic Activity Alteration,PE
N0000009069,Hemic/Lymphatic Activity Alteration,PE
N0000009070,Hemostasis Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008558,Decreased Collecting Duct Ca++ Excretion,PE
N0000008854,Decreased Renal Ca++ Excretion,PE
N0000008858,Decreased Renal Ion Excretion,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009830,Renal Ion Transport Alteration,PE
N0000009832,Renal/Urological Activity Alteration,PE
N0000008559,Decreased Collecting Duct Cl- Excretion,PE
N0000008855,Decreased Renal Cl- Excretion,PE
N0000008858,Decreased Renal Ion Excretion,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009830,Renal Ion Transport Alteration,PE
N0000009832,Renal/Urological Activity Alteration,PE
N0000008560,Decreased Collecting Duct H+ Excretion,PE
N0000008856,Decreased Renal H+ Excretion,PE
N0000008858,Decreased Renal Ion Excretion,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009830,Renal Ion Transport Alteration,PE
N0000009832,Renal/Urological Activity Alteration,PE
N0000008561,Decreased Collecting Duct HCO3- Excretion,PE
N0000008857,Decreased Renal HCO3- Excretion,PE
N0000008858,Decreased Renal Ion Excretion,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009830,Renal Ion Transport Alteration,PE
N0000009832,Renal/Urological Activity Alteration,PE
N0000008562,Decreased Collecting Duct K+ Excretion,PE
N0000008858,Decreased Renal Ion Excretion,PE
N0000008859,Decreased Renal K+ Excretion,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009830,Renal Ion Transport Alteration,PE
N0000009832,Renal/Urological Activity Alteration,PE
N0000008563,Decreased Collecting Duct Mg++ Excretion,PE
N0000008858,Decreased Renal Ion Excretion,PE
N0000008860,Decreased Renal Mg++ Excretion,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009830,Renal Ion Transport Alteration,PE
N0000009832,Renal/Urological Activity Alteration,PE
N0000008564,Decreased Collecting Duct Na+ Excretion,PE
N0000008858,Decreased Renal Ion Excretion,PE
N0000008861,Decreased Renal Na+ Excretion,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009830,Renal Ion Transport Alteration,PE
N0000009832,Renal/Urological Activity Alteration,PE
N0000008565,Decreased Collecting Duct PO4-- Excretion,PE
N0000008858,Decreased Renal Ion Excretion,PE
N0000008865,Decreased Renal PO4-- Excretion,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009830,Renal Ion Transport Alteration,PE
N0000009832,Renal/Urological Activity Alteration,PE
N0000008566,Decreased Collecting Duct SO4-- Excretion,PE
N0000008858,Decreased Renal Ion Excretion,PE
N0000008866,Decreased Renal SO4-- Excretion,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009830,Renal Ion Transport Alteration,PE
N0000009832,Renal/Urological Activity Alteration,PE
N0000008368,Collecting Duct Water Permeability Alteration,PE
N0000008567,Decreased Collecting Duct Water Permeability,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009832,Renal/Urological Activity Alteration,PE
N0000008568,Decreased Complement Activity,PE
N0000008663,Decreased Immunologically Active Molecule Activity,PE
N0000009057,Generalized Systemic Effects,PE
N0000009073,Immunologic Activity Alteration,PE
N0000009074,Immunologically Active Molecule Activity Alteration,PE
N0000009802,Physiologic Effect (PE),PE
N0000175550,Decreased Immunologic Activity,PE
N0000008569,Decreased Complement Degradation,PE
N0000008664,Decreased Immunologically Active Molecule Degradation,PE
N0000009057,Generalized Systemic Effects,PE
N0000009073,Immunologic Activity Alteration,PE
N0000009075,Immunologically Active Molecule Degradation Alteration,PE
N0000009802,Physiologic Effect (PE),PE
N0000175550,Decreased Immunologic Activity,PE
N0000008570,Decreased Complement Production,PE
N0000008665,Decreased Immunologically Active Molecule Production,PE
N0000009057,Generalized Systemic Effects,PE
N0000009073,Immunologic Activity Alteration,PE
N0000009076,Immunologically Active Molecule Production Alteration,PE
N0000009802,Physiologic Effect (PE),PE
N0000175550,Decreased Immunologic Activity,PE
N0000008571,Decreased Cytokine Activity,PE
N0000008663,Decreased Immunologically Active Molecule Activity,PE
N0000009057,Generalized Systemic Effects,PE
N0000009073,Immunologic Activity Alteration,PE
N0000009074,Immunologically Active Molecule Activity Alteration,PE
N0000009802,Physiologic Effect (PE),PE
N0000175550,Decreased Immunologic Activity,PE
N0000008572,Decreased Cytokine Degradation,PE
N0000008664,Decreased Immunologically Active Molecule Degradation,PE
N0000009057,Generalized Systemic Effects,PE
N0000009073,Immunologic Activity Alteration,PE
N0000009075,Immunologically Active Molecule Degradation Alteration,PE
N0000009802,Physiologic Effect (PE),PE
N0000175550,Decreased Immunologic Activity,PE
N0000008573,Decreased Cytokine Production,PE
N0000008665,Decreased Immunologically Active Molecule Production,PE
N0000009057,Generalized Systemic Effects,PE
N0000009073,Immunologic Activity Alteration,PE
N0000009076,Immunologically Active Molecule Production Alteration,PE
N0000009802,Physiologic Effect (PE),PE
N0000175550,Decreased Immunologic Activity,PE
N0000008337,Cellular Activity Alteration,PE
N0000008346,Cellular Structure Alteration,PE
N0000008378,Cytoskeleton Alteration,PE
N0000008574,Decreased Cytoskeleton Integrity,PE
N0000009057,Generalized Systemic Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008337,Cellular Activity Alteration,PE
N0000008346,Cellular Structure Alteration,PE
N0000008378,Cytoskeleton Alteration,PE
N0000008575,Decreased Cytoskeleton Synthesis & Repair,PE
N0000009057,Generalized Systemic Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008337,Cellular Activity Alteration,PE
N0000008339,Cellular Cycle Alteration,PE
N0000008347,Cellular Synthetic Activity Alteration,PE
N0000008379,DNA Integrity Alteration,PE
N0000008576,Decreased DNA Integrity,PE
N0000009057,Generalized Systemic Effects,PE
N0000009766,Nucleic Acid Replication Alteration,PE
N0000009802,Physiologic Effect (PE),PE
N0000008337,Cellular Activity Alteration,PE
N0000008339,Cellular Cycle Alteration,PE
N0000008347,Cellular Synthetic Activity Alteration,PE
N0000008380,DNA Replication Alteration,PE
N0000008577,Decreased DNA Replication,PE
N0000009057,Generalized Systemic Effects,PE
N0000009766,Nucleic Acid Replication Alteration,PE
N0000009802,Physiologic Effect (PE),PE
N0000008578,Decreased Disorganized Electrical Activity,PE
N0000009024,Disorganized Electrical Activity Alteration,PE
N0000009027,Electrical Activity Alteration,PE
N0000009759,Nervous System Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008579,Decreased Distal Tubule Ca++ Excretion,PE
N0000008854,Decreased Renal Ca++ Excretion,PE
N0000008858,Decreased Renal Ion Excretion,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009830,Renal Ion Transport Alteration,PE
N0000009832,Renal/Urological Activity Alteration,PE
N0000008580,Decreased Distal Tubule Cl- Excretion,PE
N0000008855,Decreased Renal Cl- Excretion,PE
N0000008858,Decreased Renal Ion Excretion,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009830,Renal Ion Transport Alteration,PE
N0000009832,Renal/Urological Activity Alteration,PE
N0000008581,Decreased Distal Tubule H+ Excretion,PE
N0000008856,Decreased Renal H+ Excretion,PE
N0000008858,Decreased Renal Ion Excretion,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009830,Renal Ion Transport Alteration,PE
N0000009832,Renal/Urological Activity Alteration,PE
N0000008582,Decreased Distal Tubule HCO3- Excretion,PE
N0000008857,Decreased Renal HCO3- Excretion,PE
N0000008858,Decreased Renal Ion Excretion,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009830,Renal Ion Transport Alteration,PE
N0000009832,Renal/Urological Activity Alteration,PE
N0000008583,Decreased Distal Tubule K+ Excretion,PE
N0000008858,Decreased Renal Ion Excretion,PE
N0000008859,Decreased Renal K+ Excretion,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009830,Renal Ion Transport Alteration,PE
N0000009832,Renal/Urological Activity Alteration,PE
N0000008584,Decreased Distal Tubule Mg++ Excretion,PE
N0000008858,Decreased Renal Ion Excretion,PE
N0000008860,Decreased Renal Mg++ Excretion,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009830,Renal Ion Transport Alteration,PE
N0000009832,Renal/Urological Activity Alteration,PE
N0000008585,Decreased Distal Tubule Na+ Excretion,PE
N0000008858,Decreased Renal Ion Excretion,PE
N0000008861,Decreased Renal Na+ Excretion,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009830,Renal Ion Transport Alteration,PE
N0000009832,Renal/Urological Activity Alteration,PE
N0000008586,Decreased Distal Tubule PO4-- Excretion,PE
N0000008858,Decreased Renal Ion Excretion,PE
N0000008865,Decreased Renal PO4-- Excretion,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009830,Renal Ion Transport Alteration,PE
N0000009832,Renal/Urological Activity Alteration,PE
N0000008587,Decreased Distal Tubule SO4-- Excretion,PE
N0000008858,Decreased Renal Ion Excretion,PE
N0000008866,Decreased Renal SO4-- Excretion,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009830,Renal Ion Transport Alteration,PE
N0000009832,Renal/Urological Activity Alteration,PE
N0000008588,Decreased Dopamine Activity,PE
N0000009025,Dopamine Activity Alteration,PE
N0000009759,Nervous System Activity Alteration,PE
N0000009761,Neurotransmitter & Neuromuscular Transmitter Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008589,Decreased Dynorphin Activity,PE
N0000009026,Dynorphin Activity Alteration,PE
N0000009759,Nervous System Activity Alteration,PE
N0000009761,Neurotransmitter & Neuromuscular Transmitter Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008590,Decreased Eicosanoid Activity,PE
N0000008663,Decreased Immunologically Active Molecule Activity,PE
N0000008684,Decreased Lipid Derived Immunologically Active Molecule Activity,PE
N0000009057,Generalized Systemic Effects,PE
N0000009073,Immunologic Activity Alteration,PE
N0000009074,Immunologically Active Molecule Activity Alteration,PE
N0000009802,Physiologic Effect (PE),PE
N0000175550,Decreased Immunologic Activity,PE
N0000008591,Decreased Eicosanoid Degradation,PE
N0000008664,Decreased Immunologically Active Molecule Degradation,PE
N0000008685,Decreased Lipid Derived Immunologically Active Molecule Degradation,PE
N0000009057,Generalized Systemic Effects,PE
N0000009073,Immunologic Activity Alteration,PE
N0000009075,Immunologically Active Molecule Degradation Alteration,PE
N0000009802,Physiologic Effect (PE),PE
N0000175550,Decreased Immunologic Activity,PE
N0000008592,Decreased Eicosanoid Production,PE
N0000008665,Decreased Immunologically Active Molecule Production,PE
N0000008686,Decreased Lipid Derived Immunologically Active Molecule Production,PE
N0000009057,Generalized Systemic Effects,PE
N0000009073,Immunologic Activity Alteration,PE
N0000009076,Immunologically Active Molecule Production Alteration,PE
N0000009802,Physiologic Effect (PE),PE
N0000175550,Decreased Immunologic Activity,PE
N0000008593,Decreased Embryonic & Fetal Growth,PE
N0000009028,Embryonic & Fetal Alteration,PE
N0000009030,Embryonic & Fetal Growth Alteration,PE
N0000009044,Female Reproductive System Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009833,Reproductive System Activity Alteration,PE
N0000008594,Decreased Embryonic & Fetal Viability,PE
N0000009028,Embryonic & Fetal Alteration,PE
N0000009031,Embryonic & Fetal Viability Alteration,PE
N0000009044,Female Reproductive System Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009833,Reproductive System Activity Alteration,PE
N0000008595,Decreased Embryonic Implantation,PE
N0000009028,Embryonic & Fetal Alteration,PE
N0000009032,Embryonic Implantation Alteration,PE
N0000009044,Female Reproductive System Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009833,Reproductive System Activity Alteration,PE
N0000008337,Cellular Activity Alteration,PE
N0000008350,Cellular Transport Alteration,PE
N0000008596,Decreased Endocytosis,PE
N0000009037,Endocytosis Alteration,PE
N0000009057,Generalized Systemic Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008597,Decreased Endorphin Activity,PE
N0000009038,Endorphin Activity Alteration,PE
N0000009759,Nervous System Activity Alteration,PE
N0000009761,Neurotransmitter & Neuromuscular Transmitter Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008598,Decreased Endothelial Coagulation Activity,PE
N0000009039,Endothelial Coagulation Activity Alteration,PE
N0000009065,Hematologic Activity Alteration,PE
N0000009069,Hemic/Lymphatic Activity Alteration,PE
N0000009070,Hemostasis Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000175977,Coagulation Activity Alteration,PE
N0000175978,Decreased Coagulation Activity,PE
N0000008599,Decreased Enkephalin Activity,PE
N0000009041,Enkephalin Activity Alteration,PE
N0000009759,Nervous System Activity Alteration,PE
N0000009761,Neurotransmitter & Neuromuscular Transmitter Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008290,Acetylcholine Activity Alteration,PE
N0000008383,Decreased Acetylcholine Activity,PE
N0000008600,Decreased Enteric Nervous System Acetylcholine Activity,PE
N0000008802,Decreased Peripheral Nervous System Acetylcholine Activity,PE
N0000009759,Nervous System Activity Alteration,PE
N0000009761,Neurotransmitter & Neuromuscular Transmitter Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008300,Aspartate Activity Alteration,PE
N0000008393,Decreased Aspartate Activity,PE
N0000008601,Decreased Enteric Nervous System Aspartate Activity,PE
N0000008803,Decreased Peripheral Nervous System Aspartate Activity,PE
N0000009759,Nervous System Activity Alteration,PE
N0000009761,Neurotransmitter & Neuromuscular Transmitter Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008315,Brain Derived Neurotropic Factor Activity Alteration,PE
N0000008425,Decreased Brain Derived Neurotropic Activity,PE
N0000008602,Decreased Enteric Nervous System Brain Derived Neurotropic Activity,PE
N0000008804,Decreased Peripheral Nervous System Brain Derived Neurotropic Activity,PE
N0000009759,Nervous System Activity Alteration,PE
N0000009761,Neurotransmitter & Neuromuscular Transmitter Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008323,CCK Activity Alteration,PE
N0000008449,Decreased CCK Activity,PE
N0000008603,Decreased Enteric Nervous System CCK Activity,PE
N0000008805,Decreased Peripheral Nervous System CCK Activity,PE
N0000009759,Nervous System Activity Alteration,PE
N0000009761,Neurotransmitter & Neuromuscular Transmitter Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008578,Decreased Disorganized Electrical Activity,PE
N0000008604,Decreased Enteric Nervous System Disorganized Electrical Activity,PE
N0000008806,Decreased Peripheral Nervous System Disorganized Electrical Activity,PE
N0000009024,Disorganized Electrical Activity Alteration,PE
N0000009027,Electrical Activity Alteration,PE
N0000009759,Nervous System Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008588,Decreased Dopamine Activity,PE
N0000008605,Decreased Enteric Nervous System Dopamine Activity,PE
N0000008807,Decreased Peripheral Nervous System Dopamine Activity,PE
N0000009025,Dopamine Activity Alteration,PE
N0000009759,Nervous System Activity Alteration,PE
N0000009761,Neurotransmitter & Neuromuscular Transmitter Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008589,Decreased Dynorphin Activity,PE
N0000008606,Decreased Enteric Nervous System Dynorphin Activity,PE
N0000008808,Decreased Peripheral Nervous System Dynorphin Activity,PE
N0000009026,Dynorphin Activity Alteration,PE
N0000009759,Nervous System Activity Alteration,PE
N0000009761,Neurotransmitter & Neuromuscular Transmitter Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008597,Decreased Endorphin Activity,PE
N0000008607,Decreased Enteric Nervous System Endorphin Activity,PE
N0000008809,Decreased Peripheral Nervous System Endorphin Activity,PE
N0000009038,Endorphin Activity Alteration,PE
N0000009759,Nervous System Activity Alteration,PE
N0000009761,Neurotransmitter & Neuromuscular Transmitter Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008599,Decreased Enkephalin Activity,PE
N0000008608,Decreased Enteric Nervous System Enkephalin Activity,PE
N0000008810,Decreased Peripheral Nervous System Enkephalin Activity,PE
N0000009041,Enkephalin Activity Alteration,PE
N0000009759,Nervous System Activity Alteration,PE
N0000009761,Neurotransmitter & Neuromuscular Transmitter Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008609,Decreased Enteric Nervous System Epinephrine Activity,PE
N0000008623,Decreased Epinephrine Activity,PE
N0000008811,Decreased Peripheral Nervous System Epinephrine Activity,PE
N0000009042,Epinephrine Activity Alteration,PE
N0000009759,Nervous System Activity Alteration,PE
N0000009761,Neurotransmitter & Neuromuscular Transmitter Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008610,Decreased Enteric Nervous System GABA Activity,PE
N0000008631,Decreased GABA Activity,PE
N0000008812,Decreased Peripheral Nervous System GABA Activity,PE
N0000009053,Gamma Amino Butyric Acid (GABA) Activity Alteration,PE
N0000009759,Nervous System Activity Alteration,PE
N0000009761,Neurotransmitter & Neuromuscular Transmitter Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008611,Decreased Enteric Nervous System Gastrin Activity,PE
N0000008642,Decreased Gastrin Activity,PE
N0000008813,Decreased Peripheral Nervous System Gastrin Activity,PE
N0000009056,Gastrin Activity Alteration,PE
N0000009759,Nervous System Activity Alteration,PE
N0000009761,Neurotransmitter & Neuromuscular Transmitter Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008612,Decreased Enteric Nervous System Glutamate Activity,PE
N0000008648,Decreased Glutamate Activity,PE
N0000008814,Decreased Peripheral Nervous System Glutamate Activity,PE
N0000009062,Glutamate Activity Alteration,PE
N0000009759,Nervous System Activity Alteration,PE
N0000009761,Neurotransmitter & Neuromuscular Transmitter Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008613,Decreased Enteric Nervous System Glycine Activity,PE
N0000008649,Decreased Glycine Activity,PE
N0000008815,Decreased Peripheral Nervous System Glycine Activity,PE
N0000009063,Glycine Activity Alteration,PE
N0000009759,Nervous System Activity Alteration,PE
N0000009761,Neurotransmitter & Neuromuscular Transmitter Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008614,Decreased Enteric Nervous System Histamine Activity,PE
N0000008657,Decreased Histamine Activity,PE
N0000008660,Decreased Immunologically Active Biogenic Amine Activity,PE
N0000008663,Decreased Immunologically Active Molecule Activity,PE
N0000008816,Decreased Peripheral Nervous System Histamine Activity,PE
N0000009057,Generalized Systemic Effects,PE
N0000009071,Histamine Activity Alteration,PE
N0000009073,Immunologic Activity Alteration,PE
N0000009074,Immunologically Active Molecule Activity Alteration,PE
N0000009759,Nervous System Activity Alteration,PE
N0000009761,Neurotransmitter & Neuromuscular Transmitter Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000175550,Decreased Immunologic Activity,PE
N0000008615,Decreased Enteric Nervous System Nerve Growth Factor Activity,PE
N0000008761,Decreased Nerve Growth Factor Activity,PE
N0000008817,Decreased Peripheral Nervous System Nerve Growth Factor Activity,PE
N0000009758,Nerve Growth Factor Activity Alteration,PE
N0000009759,Nervous System Activity Alteration,PE
N0000009761,Neurotransmitter & Neuromuscular Transmitter Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008616,Decreased Enteric Nervous System Neurotensin Activity,PE
N0000008762,Decreased Neurotensin Activity,PE
N0000008818,Decreased Peripheral Nervous System Neurotensin Activity,PE
N0000009759,Nervous System Activity Alteration,PE
N0000009760,Neurotensin Activity Alteration,PE
N0000009761,Neurotransmitter & Neuromuscular Transmitter Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008617,Decreased Enteric Nervous System Nitric Oxide Activity,PE
N0000008763,Decreased Nitric Oxide Activity,PE
N0000008819,Decreased Peripheral Nervous System Nitric Oxide Activity,PE
N0000009759,Nervous System Activity Alteration,PE
N0000009761,Neurotransmitter & Neuromuscular Transmitter Activity Alteration,PE
N0000009762,Nitric Oxide Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008618,Decreased Enteric Nervous System Norepinephrine Activity,PE
N0000008764,Decreased Norepinephrine Activity,PE
N0000008820,Decreased Peripheral Nervous System Norepinephrine Activity,PE
N0000009759,Nervous System Activity Alteration,PE
N0000009761,Neurotransmitter & Neuromuscular Transmitter Activity Alteration,PE
N0000009765,Norepinephrine Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008619,Decreased Enteric Nervous System Organized Electrical Activity,PE
N0000008768,Decreased Organized Electrical Activity,PE
N0000008821,Decreased Peripheral Nervous System Organized Electrical Activity,PE
N0000009027,Electrical Activity Alteration,PE
N0000009759,Nervous System Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009774,Organized Electrical Activity Alteration,PE
N0000009802,Physiologic Effect (PE),PE
N0000008620,Decreased Enteric Nervous System Serotonin Activity,PE
N0000008660,Decreased Immunologically Active Biogenic Amine Activity,PE
N0000008663,Decreased Immunologically Active Molecule Activity,PE
N0000008822,Decreased Peripheral Nervous System Serotonin Activity,PE
N0000008893,Decreased Serotonin Activity,PE
N0000009057,Generalized Systemic Effects,PE
N0000009073,Immunologic Activity Alteration,PE
N0000009074,Immunologically Active Molecule Activity Alteration,PE
N0000009759,Nervous System Activity Alteration,PE
N0000009761,Neurotransmitter & Neuromuscular Transmitter Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009844,Serotonin Activity Alteration,PE
N0000175550,Decreased Immunologic Activity,PE
N0000008621,Decreased Enteric Nervous System Substance P Activity,PE
N0000008823,Decreased Peripheral Nervous System Substance P Activity,PE
N0000008973,Decreased Substance P Activity,PE
N0000009759,Nervous System Activity Alteration,PE
N0000009761,Neurotransmitter & Neuromuscular Transmitter Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009880,Substance P Activity Alteration,PE
N0000008622,Decreased Enteric Nervous System VIP Activity,PE
N0000008824,Decreased Peripheral Nervous System VIP Activity,PE
N0000009015,Decreased VIP Activity,PE
N0000009759,Nervous System Activity Alteration,PE
N0000009761,Neurotransmitter & Neuromuscular Transmitter Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009907,Vasoactive Intestinal Polypeptide (VIP) Activity Alteration,PE
N0000008623,Decreased Epinephrine Activity,PE
N0000009042,Epinephrine Activity Alteration,PE
N0000009759,Nervous System Activity Alteration,PE
N0000009761,Neurotransmitter & Neuromuscular Transmitter Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008624,Decreased Erythroid Cell Destruction,PE
N0000008655,Decreased Hematological Cell Destruction,PE
N0000009065,Hematologic Activity Alteration,PE
N0000009066,Hematological Cell Destruction Alteration,PE
N0000009067,Hematological Cell Quantity Alteration,PE
N0000009069,Hemic/Lymphatic Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008625,Decreased Erythroid Cell Production,PE
N0000008656,Decreased Hematopoiesis,PE
N0000009065,Hematologic Activity Alteration,PE
N0000009067,Hematological Cell Quantity Alteration,PE
N0000009068,Hematopoiesis Alteration,PE
N0000009069,Hemic/Lymphatic Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008626,Decreased Erythropoetin Secretion,PE
N0000009036,Endocrine Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009829,Renal Endocrine Activity Alteration,PE
N0000008627,Decreased Esophageal Motility,PE
N0000008635,Decreased GI Motility,PE
N0000009022,Digestive/GI System Activity Alteration,PE
N0000009048,GI Motility Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008628,Decreased Esophageal Muscle Tone,PE
N0000008636,Decreased GI Smooth Muscle Tone,PE
N0000009022,Digestive/GI System Activity Alteration,PE
N0000009049,GI Smooth Muscle Tone Alteration,PE
N0000009755,Musculoskeletal Activity Alteration,PE
N0000009759,Nervous System Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000010268,Smooth Muscle Tone Alteration,PE
N0000175642,Autonomic Nervous System Activity Alteration,PE
N0000175725,Peripheral Nervous System Activity Alteration,PE
N0000008337,Cellular Activity Alteration,PE
N0000008350,Cellular Transport Alteration,PE
N0000008629,Decreased Exocytosis,PE
N0000009043,Exocytosis Alteration,PE
N0000009057,Generalized Systemic Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000008630,Decreased Follicle Stimulating Hormone Secretion,PE
N0000009036,Endocrine Activity Alteration,PE
N0000009770,Organ System Specific Effects,PE
N0000009802,Physiologic Effect (PE),PE
N0000009805,Pituitary Gland Activity Alteration,PE
N0000008631,Decreased GABA Activity,PE
N0000009053,Gamma Amino Butyric Acid (GABA) Activity Alteration,PE
N0000009759,Nervous System Activity Alteration,PE
