concept_code,concept_name,class_type,concept_class_id,standard_concept
D005533,Foot Dermatoses,DISEASE,SubClass,C
D005534,Foot Diseases,DISEASE,SubClass,C
D005535,Foot Rot,DISEASE,Leaf,C
D005536,Foot-and-Mouth Disease,DISEASE,Leaf,C
D005543,Forearm Injuries,DISEASE,SubClass,C
D005547,Foreign Bodies,DISEASE,SubClass,C
D005548,Foreign-Body Migration,DISEASE,SubClass,C
D005549,Foreign-Body Reaction,DISEASE,SubClass,C
D005585,Influenza in Birds,DISEASE,Leaf,C
D005586,Fowlpox,DISEASE,Leaf,C
D005588,Fox-Fordyce Disease,DISEASE,Leaf,C
D005596,"Fractures, Closed",DISEASE,Leaf,C
D005597,"Fractures, Open",DISEASE,Leaf,C
D005598,"Fractures, Spontaneous",DISEASE,Leaf,C
D005599,"Fractures, Ununited",DISEASE,SubClass,C
D005600,Fragile X Syndrome,DISEASE,Leaf,C
D005611,Freemartinism,DISEASE,Leaf,C
D005621,Friedreich Ataxia,DISEASE,Leaf,C
D005627,Frostbite,DISEASE,SubClass,C
D005633,Fructose Intolerance,DISEASE,Leaf,C
D005639,Frustration,DISEASE,Leaf,C
D005642,Fuchs' Endothelial Dystrophy,DISEASE,Leaf,C
D005645,Fucosidosis,DISEASE,Leaf,C
D005660,Funnel Chest,DISEASE,Leaf,C
D005667,Furunculosis,DISEASE,SubClass,C
D005671,Fused Teeth,DISEASE,Leaf,C
D005674,Fusobacterium Infections,DISEASE,SubClass,C
D005683,Gagging,DISEASE,Leaf,C
D005687,Galactorrhea,DISEASE,SubClass,C
D005693,Galactosemias,DISEASE,Leaf,C
D005705,Gallbladder Diseases,DISEASE,SubClass,C
D005706,Gallbladder Neoplasms,DISEASE,Leaf,C
D005715,Gambling,DISEASE,Leaf,C
D005718,Gametogenesis,DISEASE,SubClass,C
D005729,Ganglioneuroma,DISEASE,Leaf,C
D005733,Gangliosidoses,DISEASE,SubClass,C
D005734,Gangrene,DISEASE,Leaf,C
D005736,Gardner Syndrome,DISEASE,Leaf,C
D005738,Gas Gangrene,DISEASE,Leaf,C
D005739,Gas Poisoning,DISEASE,SubClass,C
D005747,Gastric Fistula,DISEASE,Leaf,C
D005756,Gastritis,DISEASE,SubClass,C
D005757,"Gastritis, Atrophic",DISEASE,Leaf,C
D005758,"Gastritis, Hypertrophic",DISEASE,Leaf,C
D005759,Gastroenteritis,DISEASE,SubClass,C
D005761,"Gastroenteritis, Transmissible, of Swine",DISEASE,Leaf,C
D005764,Gastroesophageal Reflux,DISEASE,SubClass,C
D005767,Gastrointestinal Diseases,DISEASE,SubClass,C
D005770,Gastrointestinal Neoplasms,DISEASE,SubClass,C
D005776,Gaucher Disease,DISEASE,Leaf,C
D005783,Gender Identity,DISEASE,SubClass,C
D005802,"Genes, MHC Class II",DISEASE,Leaf,C
D005803,"Genes, Immunoglobulin",DISEASE,Leaf,C
D005805,"Genes, MHC Class I",DISEASE,Leaf,C
D005831,"Genital Diseases, Female",DISEASE,SubClass,C
D005832,"Genital Diseases, Male",DISEASE,SubClass,C
D005833,"Genital Neoplasms, Female",DISEASE,SubClass,C
D005834,"Genital Neoplasms, Male",DISEASE,SubClass,C
D005847,Geotrichosis,DISEASE,Leaf,C
D005862,Gerstmann Syndrome,DISEASE,Leaf,C
D005865,Gestational Age,DISEASE,Leaf,C
D005868,Gestures,DISEASE,Leaf,C
D005870,Giant Cell Tumors,DISEASE,SubClass,C
D005871,Castleman Disease,DISEASE,Leaf,C
D005873,Giardiasis,DISEASE,Leaf,C
D005877,Gigantism,DISEASE,Leaf,C
D005878,Gilbert Disease,DISEASE,Leaf,C
D005879,Tourette Syndrome,DISEASE,Leaf,C
D005882,Gingival Diseases,DISEASE,SubClass,C
D005884,Gingival Hemorrhage,DISEASE,Leaf,C
D005885,Gingival Hyperplasia,DISEASE,Leaf,C
D005886,Gingival Hypertrophy,DISEASE,Leaf,C
D005887,Gingival Neoplasms,DISEASE,Leaf,C
D005888,Gingival Pocket,DISEASE,Leaf,C
D005889,Gingival Recession,DISEASE,Leaf,C
D005891,Gingivitis,DISEASE,SubClass,C
D005892,"Gingivitis, Necrotizing Ulcerative",DISEASE,Leaf,C
D005896,Glanders,DISEASE,Leaf,C
D005901,Glaucoma,DISEASE,SubClass,C
D005902,"Glaucoma, Open-Angle",DISEASE,SubClass,C
D005909,Glioblastoma,DISEASE,Leaf,C
D005910,Glioma,DISEASE,SubClass,C
D005911,Gliosis,DISEASE,Leaf,C
D005916,Globulins,CHEM,SubClass,C
D005918,Glomus Tumor,DISEASE,Leaf,C
D005921,Glomerulonephritis,DISEASE,SubClass,C
D005922,"Glomerulonephritis, IGA",DISEASE,Leaf,C
D005923,"Glomerulosclerosis, Focal Segmental",DISEASE,Leaf,C
D005925,Glomus Jugulare Tumor,DISEASE,Leaf,C
D005926,Glossalgia,DISEASE,Leaf,C
D005928,Glossitis,DISEASE,SubClass,C
D005929,"Glossitis, Benign Migratory",DISEASE,Leaf,C
D005935,Glucagonoma,DISEASE,Leaf,C
D005953,Glycogen Storage Disease Type I,DISEASE,Leaf,C
D005955,Glucosephosphate Dehydrogenase Deficiency,DISEASE,SubClass,C
D006008,Glycogen Storage Disease,DISEASE,SubClass,C
D006009,Glycogen Storage Disease Type II,DISEASE,Leaf,C
D006010,Glycogen Storage Disease Type III,DISEASE,Leaf,C
D006011,Glycogen Storage Disease Type IV,DISEASE,Leaf,C
D006012,Glycogen Storage Disease Type V,DISEASE,Leaf,C
D006013,Glycogen Storage Disease Type VI,DISEASE,Leaf,C
D006014,Glycogen Storage Disease Type VII,DISEASE,Leaf,C
D006015,Glycogen Storage Disease Type VIII,DISEASE,Leaf,C
D006029,Glycosuria,DISEASE,SubClass,C
D006030,"Glycosuria, Renal",DISEASE,Leaf,C
D006040,Goals,DISEASE,Leaf,C
D006042,Goiter,DISEASE,SubClass,C
D006043,"Goiter, Endemic",DISEASE,Leaf,C
D006044,"Goiter, Nodular",DISEASE,Leaf,C
D006045,"Goiter, Substernal",DISEASE,Leaf,C
D006053,Goldenhar Syndrome,DISEASE,Leaf,C
D006058,Gonadal Disorders,DISEASE,SubClass,C
D006059,Gonadal Dysgenesis,DISEASE,SubClass,C
D006060,"Gonadal Dysgenesis, Mixed",DISEASE,Leaf,C
D006061,"Gonadal Dysgenesis, 46,XY",DISEASE,SubClass,C
D006069,Gonorrhea,DISEASE,Leaf,C
D006073,Gout,DISEASE,SubClass,C
D006083,"Graft Occlusion, Vascular",DISEASE,Leaf,C
D006084,Graft Rejection,DISEASE,Leaf,C
D006085,Graft Survival,DISEASE,Leaf,C
D006086,Graft vs Host Disease,DISEASE,Leaf,C
D006087,Graft vs Host Reaction,DISEASE,SubClass,C
D006099,Granuloma,DISEASE,SubClass,C
D006100,Granuloma Inguinale,DISEASE,Leaf,C
D006101,"Granuloma, Giant Cell",DISEASE,Leaf,C
D006102,"Granuloma, Laryngeal",DISEASE,Leaf,C
D006103,"Granuloma, Lethal Midline",DISEASE,Leaf,C
D006104,"Granuloma, Plasma Cell",DISEASE,Leaf,C
D006105,"Granulomatous Disease, Chronic",DISEASE,Leaf,C
D006106,Granulosa Cell Tumor,DISEASE,Leaf,C
D006111,Graves Disease,DISEASE,SubClass,C
D006117,Grief,DISEASE,SubClass,C
D006120,Grooming,DISEASE,Leaf,C
D006126,Group Processes,DISEASE,SubClass,C
D006127,Group Structure,DISEASE,Leaf,C
D006130,Growth Disorders,DISEASE,SubClass,C
D006167,Guilt,DISEASE,SubClass,C
D006175,Gynatresia,DISEASE,Leaf,C
D006177,Gynecomastia,DISEASE,Leaf,C
D006184,Habits,DISEASE,SubClass,C
D006188,Haemonchiasis,DISEASE,Leaf,C
D006192,Haemophilus Infections,DISEASE,SubClass,C
D006201,Hair Diseases,DISEASE,SubClass,C
D006209,Halitosis,DISEASE,Leaf,C
D006210,Hallermann's Syndrome,DISEASE,Leaf,C
D006211,Pantothenate Kinase-Associated Neurodegeneration,DISEASE,Leaf,C
D006212,Hallucinations,DISEASE,SubClass,C
D006215,Hallux Valgus,DISEASE,Leaf,C
D006222,Hamartoma,DISEASE,SubClass,C
D006223,"Hamartoma Syndrome, Multiple",DISEASE,SubClass,C
D006226,Hand Deformities,DISEASE,SubClass,C
D006227,"Hand Deformities, Acquired",DISEASE,Leaf,C
D006228,"Hand Deformities, Congenital",DISEASE,Leaf,C
D006229,Hand Dermatoses,DISEASE,Leaf,C
D006230,Hand Injuries,DISEASE,SubClass,C
D006232,"Hand, Foot and Mouth Disease",DISEASE,Leaf,C
D006234,"Handling, Psychological",DISEASE,Leaf,C
D006240,Happiness,DISEASE,Leaf,C
D006250,Hartnup Disease,DISEASE,Leaf,C
D006252,Hate,DISEASE,Leaf,C
D006255,"Rhinitis, Allergic, Seasonal",DISEASE,Leaf,C
D006258,Head and Neck Neoplasms,DISEASE,SubClass,C
D006259,Craniocerebral Trauma,DISEASE,SubClass,C
D006261,Headache,DISEASE,SubClass,C
D006311,Hearing Disorders,DISEASE,SubClass,C
D006312,"Hearing Loss, Bilateral",DISEASE,Leaf,C
D006313,"Hearing Loss, Central",DISEASE,Leaf,C
D006314,"Hearing Loss, Conductive",DISEASE,Leaf,C
D006315,"Hearing Loss, Functional",DISEASE,Leaf,C
D006316,"Hearing Loss, High-Frequency",DISEASE,Leaf,C
D006317,"Hearing Loss, Noise-Induced",DISEASE,Leaf,C
D006319,"Hearing Loss, Sensorineural",DISEASE,SubClass,C
D006322,Heart Aneurysm,DISEASE,Leaf,C
D006323,Heart Arrest,DISEASE,SubClass,C
D006327,Heart Block,DISEASE,SubClass,C
D006330,"Heart Defects, Congenital",DISEASE,SubClass,C
D006331,Heart Diseases,DISEASE,SubClass,C
D006332,Cardiomegaly,DISEASE,SubClass,C
D006333,Heart Failure,DISEASE,SubClass,C
D006335,Heart Injuries,DISEASE,SubClass,C
D006337,Heart Murmurs,DISEASE,SubClass,C
D006338,Heart Neoplasms,DISEASE,SubClass,C
D006341,Heart Rupture,DISEASE,SubClass,C
D006342,"Heart Rupture, Post-Infarction",DISEASE,SubClass,C
D006343,Heart Septal Defects,DISEASE,SubClass,C
D006344,"Heart Septal Defects, Atrial",DISEASE,SubClass,C
D006345,"Heart Septal Defects, Ventricular",DISEASE,SubClass,C
D006349,Heart Valve Diseases,DISEASE,SubClass,C
D006356,Heartburn,DISEASE,Leaf,C
D006357,Heartwater Disease,DISEASE,Leaf,C
D006359,Heat Exhaustion,DISEASE,Leaf,C
D006362,Heavy Chain Disease,DISEASE,SubClass,C
D006373,Helminthiasis,DISEASE,SubClass,C
D006374,"Helminthiasis, Animal",DISEASE,SubClass,C
D006379,Helping Behavior,DISEASE,Leaf,C
D006380,"Helplessness, Learned",DISEASE,Leaf,C
D006384,Hemagglutination,DISEASE,Leaf,C
D006390,Hemangioendothelioma,DISEASE,SubClass,C
D006391,Hemangioma,DISEASE,SubClass,C
D006392,"Hemangioma, Cavernous",DISEASE,SubClass,C
D006393,Hemangiopericytoma,DISEASE,SubClass,C
D006394,Hemangiosarcoma,DISEASE,Leaf,C
D006395,Hemarthrosis,DISEASE,Leaf,C
D006396,Hematemesis,DISEASE,Leaf,C
D006398,Hematocele,DISEASE,Leaf,C
D006399,Hematocolpos,DISEASE,Leaf,C
D006402,Hematologic Diseases,DISEASE,SubClass,C
D006406,Hematoma,DISEASE,SubClass,C
D006407,"Hematoma, Epidural, Cranial",DISEASE,Leaf,C
D006408,"Hematoma, Subdural",DISEASE,SubClass,C
D006409,Hematometra,DISEASE,Leaf,C
D006417,Hematuria,DISEASE,Leaf,C
D006423,Hemianopsia,DISEASE,Leaf,C
D006425,Hemic and Lymphatic Diseases,DISEASE,SubClass,C
D006429,Hemiplegia,DISEASE,Leaf,C
D006431,Hemobilia,DISEASE,Leaf,C
D006432,Hemochromatosis,DISEASE,Leaf,C
D006445,Hemoglobin C Disease,DISEASE,Leaf,C
D006450,Hemoglobin SC Disease,DISEASE,Leaf,C
D006453,Hemoglobinopathies,DISEASE,SubClass,C
D006456,Hemoglobinuria,DISEASE,Leaf,C
D006457,"Hemoglobinuria, Paroxysmal",DISEASE,Leaf,C
D006461,Hemolysis,DISEASE,Leaf,C
D006463,Hemolytic-Uremic Syndrome,DISEASE,SubClass,C
D006465,Hemoperitoneum,DISEASE,Leaf,C
D006467,Hemophilia A,DISEASE,Leaf,C
D006468,Hemopneumothorax,DISEASE,Leaf,C
D006469,Hemoptysis,DISEASE,Leaf,C
D006470,Hemorrhage,DISEASE,SubClass,C
D006471,Gastrointestinal Hemorrhage,DISEASE,SubClass,C
D006472,Oral Hemorrhage,DISEASE,SubClass,C
D006473,Postpartum Hemorrhage,DISEASE,Leaf,C
D006474,Hemorrhagic Disorders,DISEASE,SubClass,C
D006475,Vitamin K Deficiency Bleeding,DISEASE,Leaf,C
D006478,"Hemorrhagic Fever, American",DISEASE,Leaf,C
D006479,"Hemorrhagic Fever, Crimean",DISEASE,Leaf,C
D006480,Hemorrhagic Fever with Renal Syndrome,DISEASE,Leaf,C
D006481,"Hemorrhagic Fever, Omsk",DISEASE,Leaf,C
D006482,"Hemorrhagic Fevers, Viral",DISEASE,SubClass,C
D006483,Hemorrhagic Septicemia,DISEASE,Leaf,C
D006484,Hemorrhoids,DISEASE,Leaf,C
D006486,Hemosiderosis,DISEASE,Leaf,C
D006491,Hemothorax,DISEASE,SubClass,C
D006501,Hepatic Encephalopathy,DISEASE,Leaf,C
D006502,Budd-Chiari Syndrome,DISEASE,Leaf,C
D006504,Hepatic Veno-Occlusive Disease,DISEASE,Leaf,C
D006505,Hepatitis,DISEASE,SubClass,C
D006506,Hepatitis A,DISEASE,Leaf,C
D006509,Hepatitis B,DISEASE,SubClass,C
D006519,"Hepatitis, Alcoholic",DISEASE,Leaf,C
D006520,"Hepatitis, Animal",DISEASE,SubClass,C
D006521,"Hepatitis, Chronic",DISEASE,SubClass,C
D006522,"Hepatitis, Infectious Canine",DISEASE,Leaf,C
D006524,"Hepatitis, Viral, Animal",DISEASE,SubClass,C
D006525,"Hepatitis, Viral, Human",DISEASE,SubClass,C
D006526,Hepatitis C,DISEASE,SubClass,C
D006527,Hepatolenticular Degeneration,DISEASE,Leaf,C
D006528,"Carcinoma, Hepatocellular",DISEASE,Leaf,C
D006529,Hepatomegaly,DISEASE,Leaf,C
D006530,Hepatorenal Syndrome,DISEASE,Leaf,C
D006547,Hernia,DISEASE,SubClass,C
D006548,"Hernia, Diaphragmatic",DISEASE,SubClass,C
D006549,"Hernia, Diaphragmatic, Traumatic",DISEASE,Leaf,C
D006550,"Hernia, Femoral",DISEASE,Leaf,C
D006551,"Hernia, Hiatal",DISEASE,Leaf,C
D006552,"Hernia, Inguinal",DISEASE,Leaf,C
D006553,"Hernia, Obturator",DISEASE,Leaf,C
D006554,"Hernia, Umbilical",DISEASE,Leaf,C
D006555,"Hernia, Ventral",DISEASE,SubClass,C
D006556,Heroin Dependence,DISEASE,Leaf,C
D006557,Herpangina,DISEASE,Leaf,C
D006558,Herpes Genitalis,DISEASE,Leaf,C
D006559,Pemphigoid Gestationis,DISEASE,Leaf,C
D006560,Herpes Labialis,DISEASE,Leaf,C
D006561,Herpes Simplex,DISEASE,SubClass,C
D006562,Herpes Zoster,DISEASE,SubClass,C
D006563,Herpes Zoster Ophthalmicus,DISEASE,Leaf,C
D006566,Herpesviridae Infections,DISEASE,SubClass,C
D006606,Hiccup,DISEASE,Leaf,C
D006607,"Adenoma, Sweat Gland",DISEASE,SubClass,C
D006610,High Pressure Neurological Syndrome,DISEASE,Leaf,C
D006616,Hip Contracture,DISEASE,Leaf,C
D006617,Hip Dislocation,DISEASE,SubClass,C
D006618,"Hip Dislocation, Congenital",DISEASE,Leaf,C
D006619,"Hip Dysplasia, Canine",DISEASE,Leaf,C
D006620,Hip Fractures,DISEASE,SubClass,C
D006623,von Hippel-Lindau Disease,DISEASE,Leaf,C
D006627,Hirschsprung Disease,DISEASE,Leaf,C
D006628,Hirsutism,DISEASE,Leaf,C
D006636,Histamine Release,DISEASE,Leaf,C
D006646,"Histiocytosis, Langerhans-Cell",DISEASE,SubClass,C
D006648,Histocompatibility,DISEASE,SubClass,C
D006660,Histoplasmosis,DISEASE,Leaf,C
D006677,Histrionic Personality Disorder,DISEASE,SubClass,C
D006679,HIV Seropositivity,DISEASE,Leaf,C
D006685,Hoarseness,DISEASE,SubClass,C
D006689,Hodgkin Disease,DISEASE,Leaf,C
D006691,Classical Swine Fever,DISEASE,Leaf,C
D006700,Home Childbirth,DISEASE,Leaf,C
D006702,Homing Behavior,DISEASE,Leaf,C
D006712,Homocystinuria,DISEASE,Leaf,C
D006716,Homosexuality,DISEASE,SubClass,C
D006725,Hookworm Infections,DISEASE,SubClass,C
D006726,Hordeolum,DISEASE,Leaf,C
D006732,Horner Syndrome,DISEASE,Leaf,C
D006734,Horse Diseases,DISEASE,SubClass,C
D006789,Host vs Graft Reaction,DISEASE,SubClass,C
D006791,Hostility,DISEASE,Leaf,C
D006800,Deltaretrovirus Infections,DISEASE,SubClass,C
D006803,Human Development,DISEASE,SubClass,C
D006810,Humeral Fractures,DISEASE,Leaf,C
D006815,Hunger,DISEASE,Leaf,C
D006816,Huntington Disease,DISEASE,Leaf,C
D006819,Hyaline Membrane Disease,DISEASE,Leaf,C
D006828,Hydatidiform Mole,DISEASE,SubClass,C
D006831,Polyhydramnios,DISEASE,Leaf,C
D006832,Hydranencephaly,DISEASE,Leaf,C
D006833,Hydrarthrosis,DISEASE,Leaf,C
D006837,Hydroa Vacciniforme,DISEASE,Leaf,C
D006848,Testicular Hydrocele,DISEASE,Leaf,C
D006849,Hydrocephalus,DISEASE,SubClass,C
D006850,"Hydrocephalus, Normal Pressure",DISEASE,Leaf,C
D006869,Hydronephrosis,DISEASE,SubClass,C
D006871,Hydrophthalmos,DISEASE,Leaf,C
D006872,Hydropneumothorax,DISEASE,Leaf,C
D006876,Hydrothorax,DISEASE,Leaf,C
D006925,Hymenolepiasis,DISEASE,Leaf,C
D006929,Hyperaldosteronism,DISEASE,SubClass,C
D006930,Hyperalgesia,DISEASE,Leaf,C
D006932,Hyperbilirubinemia,DISEASE,SubClass,C
D006933,"Hyperbilirubinemia, Hereditary",DISEASE,SubClass,C
D006934,Hypercalcemia,DISEASE,Leaf,C
D006935,Hypercapnia,DISEASE,Leaf,C
D006936,Hypercementosis,DISEASE,Leaf,C
D006937,Hypercholesterolemia,DISEASE,Leaf,C
D006938,Hyperlipoproteinemia Type II,DISEASE,SubClass,C
D006939,Hyperemesis Gravidarum,DISEASE,Leaf,C
D006940,Hyperemia,DISEASE,Leaf,C
D006941,Hyperesthesia,DISEASE,Leaf,C
D006942,Hypergammaglobulinemia,DISEASE,SubClass,C
D006943,Hyperglycemia,DISEASE,SubClass,C
D006944,Hyperglycemic Hyperosmolar Nonketotic Coma,DISEASE,Leaf,C
D006945,Hyperhidrosis,DISEASE,SubClass,C
D006946,Hyperinsulinism,DISEASE,SubClass,C
D006947,Hyperkalemia,DISEASE,Leaf,C
D006948,Hyperkinesis,DISEASE,Leaf,C
D006949,Hyperlipidemias,DISEASE,SubClass,C
D006950,"Hyperlipidemia, Familial Combined",DISEASE,Leaf,C
D006951,Hyperlipoproteinemias,DISEASE,SubClass,C
D006952,Hyperlipoproteinemia Type III,DISEASE,Leaf,C
D006953,Hyperlipoproteinemia Type IV,DISEASE,Leaf,C
D006954,Hyperlipoproteinemia Type V,DISEASE,Leaf,C
D006955,Hypernatremia,DISEASE,Leaf,C
D006956,Hyperopia,DISEASE,Leaf,C
D006957,Hyperostosis Frontalis Interna,DISEASE,Leaf,C
D006958,"Hyperostosis, Cortical, Congenital",DISEASE,Leaf,C
D006959,Hyperoxaluria,DISEASE,SubClass,C
D006960,"Hyperoxaluria, Primary",DISEASE,Leaf,C
D006961,Hyperparathyroidism,DISEASE,SubClass,C
D006962,"Hyperparathyroidism, Secondary",DISEASE,SubClass,C
D006963,Hyperphagia,DISEASE,SubClass,C
D006964,Hyperpituitarism,DISEASE,SubClass,C
D006965,Hyperplasia,DISEASE,Leaf,C
D006966,Hyperprolactinemia,DISEASE,Leaf,C
D006967,Hypersensitivity,DISEASE,SubClass,C
D006968,"Hypersensitivity, Delayed",DISEASE,SubClass,C
D006969,"Hypersensitivity, Immediate",DISEASE,SubClass,C
D006970,Disorders of Excessive Somnolence,DISEASE,SubClass,C
D006971,Hypersplenism,DISEASE,Leaf,C
D006972,Hypertelorism,DISEASE,Leaf,C
D006973,Hypertension,DISEASE,SubClass,C
D006974,"Hypertension, Malignant",DISEASE,Leaf,C
D006975,"Hypertension, Portal",DISEASE,SubClass,C
D006976,"Hypertension, Pulmonary",DISEASE,SubClass,C
D006977,"Hypertension, Renal",DISEASE,SubClass,C
D006978,"Hypertension, Renovascular",DISEASE,Leaf,C
D006980,Hyperthyroidism,DISEASE,SubClass,C
D006981,Hyperthyroxinemia,DISEASE,SubClass,C
D006983,Hypertrichosis,DISEASE,Leaf,C
D006984,Hypertrophy,DISEASE,SubClass,C
D006985,Hyperventilation,DISEASE,SubClass,C
D006986,Hypervitaminosis A,DISEASE,Leaf,C
D006987,Hypesthesia,DISEASE,Leaf,C
D006988,Hyphema,DISEASE,Leaf,C
D006994,Hypoaldosteronism,DISEASE,Leaf,C
D006995,Hypobetalipoproteinemias,DISEASE,SubClass,C
D006996,Hypocalcemia,DISEASE,SubClass,C
D006998,Hypochondriasis,DISEASE,Leaf,C
D007000,Hypodermyiasis,DISEASE,Leaf,C
D007003,Hypoglycemia,DISEASE,SubClass,C
D007006,Hypogonadism,DISEASE,SubClass,C
D007007,Hypohidrosis,DISEASE,Leaf,C
D007008,Hypokalemia,DISEASE,Leaf,C
D007009,Hypolipoproteinemias,DISEASE,SubClass,C
D007010,Hyponatremia,DISEASE,Leaf,C
D007011,Hypoparathyroidism,DISEASE,SubClass,C
D007012,Hypopharyngeal Neoplasms,DISEASE,Leaf,C
D007014,Hypophosphatasia,DISEASE,Leaf,C
D007015,"Hypophosphatemia, Familial",DISEASE,SubClass,C
D007018,Hypopituitarism,DISEASE,SubClass,C
D007019,Hypoproteinemia,DISEASE,SubClass,C
D007020,Hypoprothrombinemias,DISEASE,Leaf,C
D007021,Hypospadias,DISEASE,Leaf,C
D007022,Hypotension,DISEASE,SubClass,C
D007024,"Hypotension, Orthostatic",DISEASE,Leaf,C
D007027,Hypothalamic Diseases,DISEASE,SubClass,C
D007029,Hypothalamic Neoplasms,DISEASE,SubClass,C
D007035,Hypothermia,DISEASE,Leaf,C
D007037,Hypothyroidism,DISEASE,SubClass,C
D007039,Hypotrichosis,DISEASE,SubClass,C
D007040,Hypoventilation,DISEASE,SubClass,C
D007046,Hysteria,DISEASE,Leaf,C
D007049,Iatrogenic Disease,DISEASE,SubClass,C
D007057,Ichthyosis,DISEASE,SubClass,C
D007060,Id,DISEASE,Leaf,C
D007062,"Identification, Psychological",DISEASE,SubClass,C
D007063,Identity Crisis,DISEASE,Leaf,C
D007074,Immunoglobulin G,CHEM,SubClass,C
D007077,Ileal Diseases,DISEASE,SubClass,C
D007078,Ileal Neoplasms,DISEASE,Leaf,C
D007079,Ileitis,DISEASE,SubClass,C
D007088,Illusions,DISEASE,Leaf,C
D007100,Imitative Behavior,DISEASE,Leaf,C
D007102,Immersion Foot,DISEASE,Leaf,C
D007105,Immune Complex Diseases,DISEASE,SubClass,C
D007108,Immune Tolerance,DISEASE,SubClass,C
D007109,Immunity,DISEASE,SubClass,C
D007110,"Immunity, Active",DISEASE,SubClass,C
D007111,"Immunity, Cellular",DISEASE,SubClass,C
D007112,"Immunity, Maternally-Acquired",DISEASE,Leaf,C
D007113,"Immunity, Innate",DISEASE,SubClass,C
D007119,Immunoblastic Lymphadenopathy,DISEASE,Leaf,C
D007121,Immunocompetence,DISEASE,SubClass,C
D007126,Immunoglobulin Allotypes,CHEM,SubClass,C
D007128,Immunoglobulin Fragments,CHEM,SubClass,C
D007129,Immunoglobulin Gm Allotypes,CHEM,Leaf,C
D007130,Immunoglobulin Idiotypes,CHEM,Leaf,C
D007131,Immunoglobulin Km Allotypes,CHEM,Leaf,C
D007132,Immunoglobulin Isotypes,CHEM,SubClass,C
D007136,Immunoglobulins,CHEM,SubClass,C
D007142,Immunoglobulin gamma-Chains,CHEM,SubClass,C
D007143,Immunoglobulin Heavy Chains,CHEM,SubClass,C
D007145,Immunoglobulin kappa-Chains,CHEM,SubClass,C
D007147,Immunoglobulin Light Chains,CHEM,SubClass,C
D007152,Immunologic Capping,DISEASE,Leaf,C
D007153,Immunologic Deficiency Syndromes,DISEASE,SubClass,C
D007154,Immune System Diseases,DISEASE,SubClass,C
D007156,Immunologic Memory,DISEASE,Leaf,C
D007157,Immunologic Surveillance,DISEASE,Leaf,C
D007160,Immunoproliferative Disorders,DISEASE,SubClass,C
D007161,Immunoproliferative Small Intestinal Disease,DISEASE,Leaf,C
D007162,Immunoproteins,CHEM,SubClass,C
D007169,Impetigo,DISEASE,Leaf,C
D007172,Erectile Dysfunction,DISEASE,SubClass,C
D007174,"Disruptive, Impulse Control, and Conduct Disorders",DISEASE,SubClass,C
D007175,Impulsive Behavior,DISEASE,SubClass,C
D007177,Inappropriate ADH Syndrome,DISEASE,Leaf,C
D007184,Incontinentia Pigmenti,DISEASE,Leaf,C
D007206,Individuality,DISEASE,Leaf,C
D007207,Individuation,DISEASE,Leaf,C
D007222,Inert Gas Narcosis,DISEASE,Leaf,C
D007223,Infant,DISEASE,SubClass,C
D007228,Infant Nutrition Disorders,DISEASE,SubClass,C
D007230,"Infant, Low Birth Weight",DISEASE,SubClass,C
D007231,"Infant, Newborn",DISEASE,SubClass,C
D007232,"Infant, Newborn, Diseases",DISEASE,SubClass,C
D007233,"Infant, Postmature",DISEASE,Leaf,C
D007234,"Infant, Premature",DISEASE,SubClass,C
D007235,"Infant, Premature, Diseases",DISEASE,SubClass,C
D007236,"Infant, Small for Gestational Age",DISEASE,Leaf,C
D007238,Infarction,DISEASE,SubClass,C
D007239,Infections,DISEASE,SubClass,C
D007241,Infectious Bovine Rhinotracheitis,DISEASE,Leaf,C
D007244,Infectious Mononucleosis,DISEASE,Leaf,C
D007247,"Infertility, Female",DISEASE,Leaf,C
D007248,"Infertility, Male",DISEASE,SubClass,C
D007249,Inflammation,DISEASE,SubClass,C
D007251,"Influenza, Human",DISEASE,Leaf,C
D007266,"Inhibition, Psychological",DISEASE,SubClass,C
D007280,Disorders of Environmental Origin,DISEASE,SubClass,C
D007299,Insect Bites and Stings,DISEASE,Leaf,C
D007314,Insemination,DISEASE,SubClass,C
D007315,"Insemination, Artificial",DISEASE,SubClass,C
D007316,"Insemination, Artificial, Heterologous",DISEASE,Leaf,C
D007317,"Insemination, Artificial, Homologous",DISEASE,Leaf,C
D007319,Sleep Initiation and Maintenance Disorders,DISEASE,SubClass,C
D007323,Instinct,DISEASE,Leaf,C
D007331,Insulin Coma,DISEASE,Leaf,C
D007333,Insulin Resistance,DISEASE,SubClass,C
D007340,Insulinoma,DISEASE,Leaf,C
D007360,Intelligence,DISEASE,SubClass,C
D007383,Intermittent Claudication,DISEASE,Leaf,C
D007389,Internal-External Control,DISEASE,Leaf,C
D007398,Interpersonal Relations,DISEASE,SubClass,C
D007400,Interprofessional Relations,DISEASE,SubClass,C
D007402,Intertrigo,DISEASE,SubClass,C
D007405,Intervertebral Disc Displacement,DISEASE,Leaf,C
D007409,Intestinal Atresia,DISEASE,Leaf,C
D007410,Intestinal Diseases,DISEASE,SubClass,C
D007411,"Intestinal Diseases, Parasitic",DISEASE,SubClass,C
D007412,Intestinal Fistula,DISEASE,SubClass,C
D007414,Intestinal Neoplasms,DISEASE,SubClass,C
D007415,Intestinal Obstruction,DISEASE,SubClass,C
