rxcui,name,tty,SourceId,SourceName,Relation,SourceUrl,classId
8332,pindolol,IN,18381001,Pindolol-containing product,DIRECT,http://snomed.info/id/18381001,33252009
8620,practolol,IN,76390000,Practolol-containing product,DIRECT,http://snomed.info/id/76390000,33252009
8787,propranolol,IN,55745002,Propranolol-containing product,DIRECT,http://snomed.info/id/55745002,33252009
9947,sotalol,IN,96301002,Sotalol-containing product,DIRECT,http://snomed.info/id/96301002,33252009
1981,canrenoate potassium,PIN,318053000,Potassium canrenoate-containing product,INDIRECT,http://snomed.info/id/318053000,346312000
298869,eplerenone,IN,398699008,Eplerenone-containing product,INDIRECT,http://snomed.info/id/398699008,346312000
9997,spironolactone,IN,13929005,Spironolactone-containing product,INDIRECT,http://snomed.info/id/13929005,346312000
214824,sevelamer,IN,329195003,Sevelamer-containing product,DIRECT,http://snomed.info/id/329195003,346322006
2447,cholestyramine resin,IN,72824008,Cholestyramine-containing product,DIRECT,http://snomed.info/id/72824008,346322006
2685,colestipol,IN,66971004,Colestipol-containing product,DIRECT,http://snomed.info/id/66971004,346322006
1100072,abiraterone,IN,767857007,Abiraterone-containing product,DIRECT,http://snomed.info/id/767857007,346324007
1307298,enzalutamide,IN,703684000,Enzalutamide-containing product,DIRECT,http://snomed.info/id/703684000,346324007
1999574,apalutamide,IN,766973006,Apalutamide-containing product,DIRECT,http://snomed.info/id/766973006,346324007
2180325,darolutamide,IN,789166006,Darolutamide-containing product,DIRECT,http://snomed.info/id/789166006,346324007
228790,dutasteride,IN,385570006,Dutasteride-containing product,DIRECT,http://snomed.info/id/385570006,346324007
2474340,Clascoterone,IN,898164002,Clascoterone-containing product,DIRECT,http://snomed.info/id/898164002,346324007
25025,finasteride,IN,109035006,Finasteride-containing product,DIRECT,http://snomed.info/id/109035006,346324007
3014,cyproterone,IN,96370002,Cyproterone-containing product,DIRECT,http://snomed.info/id/96370002,346324007
31805,nilutamide,IN,404866003,Nilutamide-containing product,DIRECT,http://snomed.info/id/404866003,346324007
4508,flutamide,IN,96371003,Flutamide-containing product,DIRECT,http://snomed.info/id/96371003,346324007
6964,mifepristone,IN,129483007,Mifepristone-containing product,DIRECT,http://snomed.info/id/129483007,346324007
83008,bicalutamide,IN,108766001,Bicalutamide-containing product,DIRECT,http://snomed.info/id/108766001,346324007
10438,theophylline,IN,66493003,Theophylline-containing product,DIRECT,http://snomed.info/id/66493003,346625000
1091836,roflumilast,IN,714680006,Roflumilast-containing product,INDIRECT,http://snomed.info/id/714680006,346625000
1291301,avanafil,IN,703957003,Avanafil-containing product,INDIRECT,http://snomed.info/id/703957003,346625000
136411,sildenafil,IN,109123009,Sildenafil-containing product,INDIRECT,http://snomed.info/id/109123009,346625000
1492727,apremilast,IN,714684002,Apremilast-containing product,INDIRECT,http://snomed.info/id/714684002,346625000
1865953,crisaborole,IN,763593001,Crisaborole-containing product,INDIRECT,http://snomed.info/id/763593001,346625000
1886,caffeine,IN,91107009,Caffeine-containing product,DIRECT,http://snomed.info/id/91107009,346625000
21107,cilostazol,IN,395239000,Cilostazol-containing product,DIRECT,http://snomed.info/id/395239000,346625000
306674,vardenafil,IN,407979001,Vardenafil-containing product,INDIRECT,http://snomed.info/id/407979001,346625000
358263,tadalafil,IN,407734006,Tadalafil-containing product,INDIRECT,http://snomed.info/id/407734006,346625000
49626,enoximone,IN,320067009,Enoximone-containing product,DIRECT,http://snomed.info/id/320067009,346625000
52769,milrinone,IN,108480007,Milrinone-containing product,DIRECT,http://snomed.info/id/108480007,346625000
738,inamrinone,IN,412412006,Inamrinone-containing product,DIRECT,http://snomed.info/id/412412006,346625000
7894,papaveretum,IN,354056002,Papaveretum-containing product,DIRECT,http://snomed.info/id/354056002,346625000
7895,papaverine,IN,58467001,Papaverine-containing product,DIRECT,http://snomed.info/id/58467001,346625000
134547,bendamustine,IN,427812009,Bendamustine-containing product,DIRECT,http://snomed.info/id/427812009,349842005
2346,chlorambucil,IN,46009007,Chlorambucil-containing product,DIRECT,http://snomed.info/id/46009007,349842005
3002,cyclophosphamide,IN,74470007,Cyclophosphamide-containing product,DIRECT,http://snomed.info/id/74470007,349842005
4089,estramustine,IN,108768000,Estramustine-containing product,DIRECT,http://snomed.info/id/108768000,349842005
4132,ethoglucid,IN,326748008,Etoglucid-containing product,DIRECT,http://snomed.info/id/326748008,349842005
5657,ifosfamide,IN,108757000,Ifosfamide-containing product,DIRECT,http://snomed.info/id/108757000,349842005
6674,mechlorethamine,IN,29156002,Mechlorethamine-containing product,DIRECT,http://snomed.info/id/29156002,349842005
6718,melphalan,IN,544002,Melphalan-containing product,DIRECT,http://snomed.info/id/544002,349842005
196239,raltitrexed,IN,326914003,Raltitrexed-containing product,DIRECT,http://snomed.info/id/326914003,349846008
42333,trimetrexate,IN,91339009,Trimetrexate-containing product,DIRECT,http://snomed.info/id/91339009,349846008
68446,pemetrexed,IN,411089001,Pemetrexed-containing product,DIRECT,http://snomed.info/id/411089001,349846008
6851,methotrexate,IN,68887009,Methotrexate-containing product,DIRECT,http://snomed.info/id/68887009,349846008
1256,azathioprine,IN,111165009,Azathioprine-containing product,DIRECT,http://snomed.info/id/111165009,349847004
44157,cladribine,IN,108800000,Cladribine-containing product,DIRECT,http://snomed.info/id/108800000,349847004
10324,tamoxifen,IN,75959001,Tamoxifen-containing product,DIRECT,http://snomed.info/id/75959001,349849001
2596,clomiphene,IN,30466001,Clomiphene-containing product,DIRECT,http://snomed.info/id/30466001,349849001
282357,fulvestrant,IN,404845006,Fulvestrant-containing product,DIRECT,http://snomed.info/id/404845006,349849001
3102,danazol,IN,87881000,Danazol-containing product,DIRECT,http://snomed.info/id/87881000,349849001
38409,toremifene,IN,96378009,Toremifene-containing product,DIRECT,http://snomed.info/id/96378009,349849001
38668,trilostane,IN,25142008,Trilostane-containing product,DIRECT,http://snomed.info/id/25142008,349849001
72143,raloxifene,IN,419530003,Raloxifene-containing product,DIRECT,http://snomed.info/id/419530003,349849001
114176,zuclopenthixol,IN,429346008,Zuclopenthixol-containing product,DIRECT,http://snomed.info/id/429346008,349854005
2556,citalopram,IN,321986007,Citalopram-containing product,DIRECT,http://snomed.info/id/321986007,349854005
31565,nefazodone,IN,108435006,Nefazodone-containing product,DIRECT,http://snomed.info/id/108435006,349854005
321988,escitalopram,IN,395246009,Escitalopram-containing product,DIRECT,http://snomed.info/id/395246009,349854005
32937,paroxetine,IN,321963000,Paroxetine-containing product,DIRECT,http://snomed.info/id/321963000,349854005
36437,sertraline,IN,321958004,Sertraline-containing product,DIRECT,http://snomed.info/id/321958004,349854005
39786,venlafaxine,IN,108432009,Venlafaxine-containing product,DIRECT,http://snomed.info/id/108432009,349854005
42355,fluvoxamine,IN,96213009,Fluvoxamine-containing product,DIRECT,http://snomed.info/id/96213009,349854005
4493,fluoxetine,IN,53640004,Fluoxetine-containing product,DIRECT,http://snomed.info/id/53640004,349854005
72625,duloxetine,IN,407033009,Duloxetine-containing product,DIRECT,http://snomed.info/id/407033009,349854005
132889,levonordefrin,IN,41470001,Levonordefrin-containing product,DIRECT,http://snomed.info/id/41470001,349917000
134615,brimonidine,IN,108827001,Brimonidine-containing product,INDIRECT,http://snomed.info/id/108827001,349917000
14845,apraclonidine,IN,330870004,Apraclonidine-containing product,INDIRECT,http://snomed.info/id/330870004,349917000
1489913,droxidopa,IN,426457000,Droxidopa-containing product,INDIRECT,http://snomed.info/id/426457000,349917000
2599,clonidine,IN,62782004,Clonidine-containing product,INDIRECT,http://snomed.info/id/62782004,349917000
28863,lofexidine,IN,349934008,Lofexidine-containing product,INDIRECT,http://snomed.info/id/349934008,349917000
38453,tramazoline,IN,421308003,Tramazoline-containing product,DIRECT,http://snomed.info/id/421308003,349917000
3966,ephedrine,IN,65026000,Ephedrine-containing product,INDIRECT,http://snomed.info/id/65026000,349917000
39841,xylometazoline,IN,76289007,Xylometazoline-containing product,DIRECT,http://snomed.info/id/76289007,349917000
3992,epinephrine,IN,65502005,Epinephrine-containing product,INDIRECT,http://snomed.info/id/65502005,349917000
40114,guanfacine,IN,108553003,Guanfacine-containing product,INDIRECT,http://snomed.info/id/108553003,349917000
48937,dexmedetomidine,IN,438079000,Dexmedetomidine-containing product,INDIRECT,http://snomed.info/id/438079000,349917000
5033,guanabenz,IN,82951001,Guanabenz-containing product,INDIRECT,http://snomed.info/id/82951001,349917000
6805,metaraminol,IN,41015006,Metaraminol-containing product,DIRECT,http://snomed.info/id/41015006,349917000
6853,methoxamine,IN,54406003,Methoxamine-containing product,DIRECT,http://snomed.info/id/54406003,349917000
6876,methyldopa,IN,84078002,Methyldopa-containing product,INDIRECT,http://snomed.info/id/84078002,349917000
6963,midodrine,IN,108539003,Midodrine-containing product,DIRECT,http://snomed.info/id/108539003,349917000
7247,naphazoline,IN,6232005,Naphazoline-containing product,DIRECT,http://snomed.info/id/6232005,349917000
7512,norepinephrine,IN,111130009,Norepinephrine-containing product,INDIRECT,http://snomed.info/id/111130009,349917000
7812,oxymetazoline,IN,29129004,Oxymetazoline-containing product,DIRECT,http://snomed.info/id/29129004,349917000
8163,phenylephrine,IN,54765002,Phenylephrine-containing product,DIRECT,http://snomed.info/id/54765002,349917000
8792,propylhexedrine,IN,398882009,Propylhexedrine-containing product,DIRECT,http://snomed.info/id/398882009,349917000
8896,pseudoephedrine,IN,91435002,Pseudoephedrine-containing product,INDIRECT,http://snomed.info/id/91435002,349917000
10368,terbutaline,IN,45311002,Terbutaline-containing product,INDIRECT,http://snomed.info/id/45311002,349920008
1114326,indacaterol,IN,703740005,Indacaterol-containing product,INDIRECT,http://snomed.info/id/703740005,349920008
1300786,mirabegron,IN,703804000,Mirabegron-containing product,INDIRECT,http://snomed.info/id/703804000,349920008
1424884,vilanterol,IN,720194004,Vilanterol-containing product,INDIRECT,http://snomed.info/id/720194004,349920008
1489913,droxidopa,IN,426457000,Droxidopa-containing product,INDIRECT,http://snomed.info/id/426457000,349920008
1546059,olodaterol,IN,715600003,Olodaterol-containing product,INDIRECT,http://snomed.info/id/715600003,349920008
18751,bambuterol,IN,349923005,Bambuterol-containing product,INDIRECT,http://snomed.info/id/349923005,349920008
19499,bitolterol,IN,41985001,Bitolterol-containing product,INDIRECT,http://snomed.info/id/41985001,349920008
23638,dopexamine,IN,349922000,Dopexamine-containing product,INDIRECT,http://snomed.info/id/349922000,349920008
237159,levalbuterol,IN,398965008,Levalbuterol-containing product,DIRECT,http://snomed.info/id/398965008,349920008
2472254,vibegron,IN,1149380006,Vibegron-containing product,INDIRECT,http://snomed.info/id/1149380006,349920008
25255,formoterol,IN,386171009,Formoterol-containing product,INDIRECT,http://snomed.info/id/386171009,349920008
2580,clenbuterol,IN,425138006,Clenbuterol-containing product,DIRECT,http://snomed.info/id/425138006,349920008
304962,arformoterol,IN,423317005,Arformoterol-containing product,INDIRECT,http://snomed.info/id/423317005,349920008
33767,pirbuterol,IN,108611006,Pirbuterol-containing product,INDIRECT,http://snomed.info/id/108611006,349920008
35373,reproterol,IN,349925003,Reproterol-containing product,INDIRECT,http://snomed.info/id/349925003,349920008
36117,salmeterol,IN,108605008,Salmeterol-containing product,INDIRECT,http://snomed.info/id/108605008,349920008
3616,dobutamine,IN,26523005,Dobutamine-containing product,INDIRECT,http://snomed.info/id/26523005,349920008
3628,dopamine,IN,59187003,Dopamine-containing product,DIRECT,http://snomed.info/id/59187003,349920008
38967,tulobuterol,IN,349929009,Tulobuterol-containing product,DIRECT,http://snomed.info/id/349929009,349920008
3966,ephedrine,IN,65026000,Ephedrine-containing product,INDIRECT,http://snomed.info/id/65026000,349920008
39801,xamoterol,IN,349941002,Xamoterol-containing product,INDIRECT,http://snomed.info/id/349941002,349920008
3992,epinephrine,IN,65502005,Epinephrine-containing product,INDIRECT,http://snomed.info/id/65502005,349920008
4333,fenoterol,IN,349924004,Fenoterol-containing product,INDIRECT,http://snomed.info/id/349924004,349920008
435,albuterol,IN,91143003,Albuterol-containing product,INDIRECT,http://snomed.info/id/91143003,349920008
5307,hexoprenaline,IN,704988006,Hexoprenaline-containing product,INDIRECT,http://snomed.info/id/704988006,349920008
6023,isoetharine,IN,386181008,Isoetharine-containing product,INDIRECT,http://snomed.info/id/386181008,349920008
6054,isoproterenol,IN,57845006,Isoproterenol-containing product,DIRECT,http://snomed.info/id/57845006,349920008
7512,norepinephrine,IN,111130009,Norepinephrine-containing product,INDIRECT,http://snomed.info/id/111130009,349920008
7688,metaproterenol,IN,6067003,Metaproterenol-containing product,DIRECT,http://snomed.info/id/6067003,349920008
8896,pseudoephedrine,IN,91435002,Pseudoephedrine-containing product,INDIRECT,http://snomed.info/id/91435002,349920008
9388,rimiterol,IN,349926002,Rimiterol-containing product,INDIRECT,http://snomed.info/id/349926002,349920008
9392,ritodrine,IN,89785009,Ritodrine-containing product,DIRECT,http://snomed.info/id/89785009,349920008
23638,dopexamine,IN,349922000,Dopexamine-containing product,DIRECT,http://snomed.info/id/349922000,349921007
3616,dobutamine,IN,26523005,Dobutamine-containing product,DIRECT,http://snomed.info/id/26523005,349921007
39801,xamoterol,IN,349941002,Xamoterol-containing product,DIRECT,http://snomed.info/id/349941002,349921007
1000082,alcaftadine,IN,447209009,Alcaftadine-containing product,DIRECT,http://snomed.info/id/447209009,349955005
114176,zuclopenthixol,IN,429346008,Zuclopenthixol-containing product,DIRECT,http://snomed.info/id/429346008,349955005
15996,mirtazapine,IN,108430001,Mirtazapine-containing product,DIRECT,http://snomed.info/id/108430001,349955005
18603,azelastine,IN,108644000,Azelastine-containing product,DIRECT,http://snomed.info/id/108644000,349955005
19959,acrivastine,IN,320813002,Acrivastine-containing product,DIRECT,http://snomed.info/id/320813002,349955005
20610,cetirizine,IN,108655000,Cetirizine-containing product,DIRECT,http://snomed.info/id/108655000,349955005
275635,desloratadine,IN,134506008,Desloratadine-containing product,DIRECT,http://snomed.info/id/134506008,349955005
28144,emedastine,IN,108846000,Emedastine-containing product,DIRECT,http://snomed.info/id/108846000,349955005
356887,levocetirizine,IN,391595003,Levocetirizine-containing product,DIRECT,http://snomed.info/id/391595003,349955005
39684,epinastine,IN,407069001,Epinastine-containing product,DIRECT,http://snomed.info/id/407069001,349955005
42328,astemizole,IN,59456005,Astemizole-containing product,DIRECT,http://snomed.info/id/59456005,349955005
42330,terfenadine,IN,16037009,Terfenadine-containing product,DIRECT,http://snomed.info/id/16037009,349955005
61455,mizolastine,IN,320830000,Mizolastine-containing product,DIRECT,http://snomed.info/id/320830000,349955005
6146,ketotifen,IN,354038002,Ketotifen-containing product,DIRECT,http://snomed.info/id/354038002,349955005
6929,mianserin,IN,96200003,Mianserin-containing product,DIRECT,http://snomed.info/id/96200003,349955005
8331,pimozide,IN,108438008,Pimozide-containing product,DIRECT,http://snomed.info/id/108438008,349955005
863035,bepotastine,IN,770926005,Bepotastine-containing product,DIRECT,http://snomed.info/id/770926005,349955005
8770,propiomazine,IN,41324009,Propiomazine-containing product,DIRECT,http://snomed.info/id/41324009,349955005
519,allopurinol,IN,25246002,Allopurinol-containing product,DIRECT,http://snomed.info/id/25246002,350062001
73689,febuxostat,IN,441610003,Febuxostat-containing product,DIRECT,http://snomed.info/id/441610003,350062001
32301,octoxynol,IN,326485004,Octoxinol-containing product,DIRECT,http://snomed.info/id/326485004,350066003
968170,polidocanol,IN,427906003,Lauromacrogol 400-containing product,DIRECT,http://snomed.info/id/427906003,350066003
10798,trientine,IN,109102003,Trientine-containing product,DIRECT,http://snomed.info/id/109102003,350075001
10991,unithiol,IN,441993002,Unithiol-containing product,DIRECT,http://snomed.info/id/441993002,350075001
11645,deferiprone,IN,329482000,Deferiprone-containing product,DIRECT,http://snomed.info/id/329482000,350075001
3131,deferoxamine,IN,70702006,Deferoxamine-containing product,DIRECT,http://snomed.info/id/70702006,350075001
3445,dimercaprol,IN,13664004,Dimercaprol-containing product,DIRECT,http://snomed.info/id/13664004,350075001
3446,succimer,IN,397224000,Succimer-containing product,DIRECT,http://snomed.info/id/397224000,350075001
3690,pentetic acid,PIN,429352009,Pentetic acid-containing product,DIRECT,http://snomed.info/id/429352009,350075001
42662,edetate,IN,350076000,Edetate-containing product,DIRECT,http://snomed.info/id/350076000,350075001
614373,deferasirox,IN,417910004,Deferasirox-containing product,DIRECT,http://snomed.info/id/417910004,350075001
6765,tiopronin,IN,397225004,Tiopronin-containing product,DIRECT,http://snomed.info/id/397225004,350075001
7975,penicillamine,IN,4219002,Penicillamine-containing product,DIRECT,http://snomed.info/id/4219002,350075001
1378,benzalkonium,IN,90370005,Benzalkonium-containing product,INDIRECT,http://snomed.info/id/90370005,350268005
1390,benzethonium,IN,34929006,Benzethonium-containing product,INDIRECT,http://snomed.info/id/34929006,350268005
2286,cetylpyridinium,IN,11719000,Cetylpyridinium-containing product,DIRECT,http://snomed.info/id/11719000,350268005
23623,domiphen,IN,54142000,Domiphen-containing product,DIRECT,http://snomed.info/id/54142000,350268005
288088,cetrimide,IN,333179001,Cetrimide-containing product,DIRECT,http://snomed.info/id/333179001,350268005
3226,dequalinium,IN,350274005,Dequalinium-containing product,DIRECT,http://snomed.info/id/350274005,350268005
134404,urofollitropin,IN,126185008,Urofollitropin-containing product,INDIRECT,http://snomed.info/id/126185008,350361002
1426890,prolactin,IN,82166002,Prolactin-containing product,INDIRECT,http://snomed.info/id/82166002,350361002
1825,buserelin,IN,327301004,Buserelin-containing product,DIRECT,http://snomed.info/id/327301004,350361002
227518,follicle stimulating hormone,IN,325781003,Pituitary follicle stimulating hormone-containing product,INDIRECT,http://snomed.info/id/325781003,350361002
25357,follitropin beta,IN,109044007,Follitropin beta-containing product,INDIRECT,http://snomed.info/id/109044007,350361002
28656,nafarelin,IN,126196000,Nafarelin-containing product,DIRECT,http://snomed.info/id/126196000,350361002
386938,follitropin alfa,IN,109042006,Follitropin alfa-containing product,INDIRECT,http://snomed.info/id/109042006,350361002
38782,triptorelin,IN,327370004,Triptorelin-containing product,DIRECT,http://snomed.info/id/327370004,350361002
388084,lutropin alfa,IN,391621007,Lutropin alfa-containing product,INDIRECT,http://snomed.info/id/391621007,350361002
42375,leuprolide,IN,350364005,Leuprorelin-containing product,DIRECT,http://snomed.info/id/350364005,350361002
4986,chorionic gonadotropin,IN,20577002,Choriogonadotropin-containing product,INDIRECT,http://snomed.info/id/20577002,350361002
50610,goserelin,IN,126138002,Goserelin-containing product,DIRECT,http://snomed.info/id/126138002,350361002
6384,gonadorelin,IN,325995009,Gonadorelin-containing product,DIRECT,http://snomed.info/id/325995009,350361002
1311287,calcitonin,IN,22657006,Calcitonin-containing product,DIRECT,http://snomed.info/id/22657006,350467002
1921069,abaloparatide,IN,763500008,Abaloparatide-containing product,INDIRECT,http://snomed.info/id/763500008,350467002
2418,cholecalciferol,IN,108943009,Cholecalciferol-containing product,DIRECT,http://snomed.info/id/108943009,350467002
32915,teriparatide,IN,398823001,Teriparatide-containing product,INDIRECT,http://snomed.info/id/398823001,350467002
1546437,polystyrene sulfonate,IN,1002242008,Polystyrene sulfonate-containing product,DIRECT,http://snomed.info/id/1002242008,350555001
1716203,patiromer,IN,763550001,Patiromer-containing product,DIRECT,http://snomed.info/id/763550001,350555001
214824,sevelamer,IN,329195003,Sevelamer-containing product,DIRECT,http://snomed.info/id/329195003,350555001
2447,cholestyramine resin,IN,72824008,Cholestyramine-containing product,DIRECT,http://snomed.info/id/72824008,350555001
2685,colestipol,IN,66971004,Colestipol-containing product,DIRECT,http://snomed.info/id/66971004,350555001
1546437,polystyrene sulfonate,IN,1002242008,Polystyrene sulfonate-containing product,INDIRECT,http://snomed.info/id/1002242008,350556000
1716203,patiromer,IN,763550001,Patiromer-containing product,INDIRECT,http://snomed.info/id/763550001,350556000
30257,moxonidine,IN,318706009,Moxonidine-containing product,DIRECT,http://snomed.info/id/318706009,356415005
134748,rasagiline,IN,419010007,Rasagiline-containing product,DIRECT,http://snomed.info/id/419010007,356844002
1922448,safinamide,IN,763521008,Safinamide-containing product,DIRECT,http://snomed.info/id/763521008,356844002
7930,pargyline,IN,21159006,Pargyline-containing product,DIRECT,http://snomed.info/id/21159006,356844002
9639,selegiline,IN,108466000,Selegiline-containing product,DIRECT,http://snomed.info/id/108466000,356844002
2362167,opicapone,IN,763548009,Opicapone-containing product,DIRECT,http://snomed.info/id/763548009,356845001
60307,entacapone,IN,116116003,Entacapone-containing product,DIRECT,http://snomed.info/id/116116003,356845001
72937,tolcapone,IN,108464002,Tolcapone-containing product,DIRECT,http://snomed.info/id/108464002,356845001
10597,tilidine,IN,96185000,Tilidine-containing product,DIRECT,http://snomed.info/id/96185000,360204007
10689,tramadol,IN,108507005,Tramadol-containing product,DIRECT,http://snomed.info/id/108507005,360204007
1819,buprenorphine,IN,31684002,Buprenorphine-containing product,INDIRECT,http://snomed.info/id/31684002,360204007
1841,butorphanol,IN,13936006,Butorphanol-containing product,INDIRECT,http://snomed.info/id/13936006,360204007
22713,dezocine,IN,370233009,Dezocine-containing product,INDIRECT,http://snomed.info/id/370233009,360204007
23088,dihydrocodeine,IN,57811004,Dihydrocodeine-containing product,INDIRECT,http://snomed.info/id/57811004,360204007
23405,dipipanone,IN,40974005,Dipipanone-containing product,INDIRECT,http://snomed.info/id/40974005,360204007
237005,levomethadyl,IN,409482006,Levomethadyl-containing product,DIRECT,http://snomed.info/id/409482006,360204007
2392230,Oliceridine,IN,897041004,Oliceridine-containing product,DIRECT,http://snomed.info/id/897041004,360204007
2670,codeine,IN,85990009,Codeine-containing product,INDIRECT,http://snomed.info/id/85990009,360204007
3290,dextromoramide,IN,96191003,Dextromoramide-containing product,INDIRECT,http://snomed.info/id/96191003,360204007
3304,heroin,IN,60881009,Diamorphine-containing product,DIRECT,http://snomed.info/id/60881009,360204007
33431,pholcodine,IN,320972003,Pholcodine-containing product,DIRECT,http://snomed.info/id/320972003,360204007
3423,hydromorphone,IN,414428000,Hydromorphone-containing product,INDIRECT,http://snomed.info/id/414428000,360204007
4337,fentanyl,IN,40648001,Fentanyl-containing product,INDIRECT,http://snomed.info/id/40648001,360204007
480,alfentanil,IN,96183007,Alfentanil-containing product,INDIRECT,http://snomed.info/id/96183007,360204007
5489,hydrocodone,IN,20320002,Hydrocodone-containing product,INDIRECT,http://snomed.info/id/20320002,360204007
56795,sufentanil,IN,370275005,Sufentanil-containing product,DIRECT,http://snomed.info/id/370275005,360204007
6378,levorphanol,IN,50335004,Levorphanol-containing product,INDIRECT,http://snomed.info/id/50335004,360204007
6754,meperidine,IN,54544005,Meperidine-containing product,INDIRECT,http://snomed.info/id/54544005,360204007
6761,meptazinol,IN,354055003,Meptazinol-containing product,DIRECT,http://snomed.info/id/354055003,360204007
6813,methadone,IN,51758009,Methadone-containing product,DIRECT,http://snomed.info/id/51758009,360204007
7052,morphine,IN,73572009,Morphine-containing product,INDIRECT,http://snomed.info/id/73572009,360204007
7238,nalbuphine,IN,83085007,Nalbuphine-containing product,INDIRECT,http://snomed.info/id/83085007,360204007
73032,remifentanil,IN,108379008,Remifentanil-containing product,DIRECT,http://snomed.info/id/108379008,360204007
7533,noscapine,IN,76696004,Noscapine-containing product,DIRECT,http://snomed.info/id/76696004,360204007
7676,opium,IN,6985007,Opium-containing product,DIRECT,http://snomed.info/id/6985007,360204007
7804,oxycodone,IN,414984009,Oxycodone-containing product,INDIRECT,http://snomed.info/id/414984009,360204007
7814,oxymorphone,IN,370266008,Oxymorphone-containing product,DIRECT,http://snomed.info/id/370266008,360204007
787390,tapentadol,IN,442004000,Tapentadol-containing product,DIRECT,http://snomed.info/id/442004000,360204007
7894,papaveretum,IN,354056002,Papaveretum-containing product,DIRECT,http://snomed.info/id/354056002,360204007
8001,pentazocine,IN,39608003,Pentazocine-containing product,INDIRECT,http://snomed.info/id/39608003,360204007
8119,phenazocine,IN,58360000,Phenazocine-containing product,DIRECT,http://snomed.info/id/58360000,360204007
8143,phenoperidine,IN,350306009,Phenoperidine-containing product,INDIRECT,http://snomed.info/id/350306009,360204007
8785,propoxyphene,IN,117005003,Propoxyphene-containing product,INDIRECT,http://snomed.info/id/117005003,360204007
135775,zolmitriptan,IN,108406003,Zolmitriptan-containing product,DIRECT,http://snomed.info/id/108406003,363560004
141366,naratriptan,IN,108408002,Naratriptan-containing product,DIRECT,http://snomed.info/id/108408002,363560004
228783,frovatriptan,IN,767324002,Frovatriptan-containing product,DIRECT,http://snomed.info/id/767324002,363560004
231049,eletriptan,IN,395255007,Eletriptan-containing product,DIRECT,http://snomed.info/id/395255007,363560004
279645,almotriptan,IN,134529000,Almotriptan-containing product,DIRECT,http://snomed.info/id/134529000,363560004
37418,sumatriptan,IN,322822007,Sumatriptan-containing product,DIRECT,http://snomed.info/id/322822007,363560004
88014,rizatriptan,IN,108411001,Rizatriptan-containing product,DIRECT,http://snomed.info/id/108411001,363560004
1043,apomorphine,IN,67939000,Apomorphine-containing product,DIRECT,http://snomed.info/id/67939000,384952006
1658314,brexpiprazole,IN,781292006,Brexpiprazole-containing product,DIRECT,http://snomed.info/id/781292006,384952006
1760,bromocriptine,IN,116656002,Bromocriptine-containing product,DIRECT,http://snomed.info/id/116656002,384952006
2019,carbidopa,IN,386107009,Carbidopa-containing product,DIRECT,http://snomed.info/id/386107009,384952006
4024,"ergoloid mesylates, USP",IN,350622001,Dihydroergocornine- and dihydroergocristine- and dihydroergocryptine-containing product,DIRECT,http://snomed.info/id/350622001,384952006
47579,cabergoline,IN,109139002,Cabergoline-containing product,DIRECT,http://snomed.info/id/109139002,384952006
616739,rotigotine,IN,421915002,Rotigotine-containing product,DIRECT,http://snomed.info/id/421915002,384952006
620,amantadine,IN,51361008,Amantadine-containing product,DIRECT,http://snomed.info/id/51361008,384952006
6375,levodopa,IN,15383004,Levodopa-containing product,DIRECT,http://snomed.info/id/15383004,384952006
6446,lisuride,IN,349894007,Lisuride-containing product,DIRECT,http://snomed.info/id/349894007,384952006
72302,ropinirole,IN,108473005,Ropinirole-containing product,DIRECT,http://snomed.info/id/108473005,384952006
746741,pramipexole,IN,108471007,Pramipexole-containing product,DIRECT,http://snomed.info/id/108471007,384952006
76887,quinagolide,IN,326066005,Quinagolide-containing product,DIRECT,http://snomed.info/id/326066005,384952006
8047,pergolide,IN,108468004,Pergolide-containing product,DIRECT,http://snomed.info/id/108468004,384952006
1442132,macitentan,IN,715555005,Macitentan-containing product,DIRECT,http://snomed.info/id/715555005,385560009
358274,ambrisentan,IN,427735003,Ambrisentan-containing product,DIRECT,http://snomed.info/id/427735003,385560009
75207,bosentan,IN,385558007,Bosentan-containing product,DIRECT,http://snomed.info/id/385558007,385560009
1114195,rivaroxaban,IN,442539005,Rivaroxaban-containing product,DIRECT,http://snomed.info/id/442539005,385576000
1364430,apixaban,IN,703906002,Apixaban-containing product,DIRECT,http://snomed.info/id/703906002,385576000
1599538,edoxaban,IN,714687009,Edoxaban-containing product,DIRECT,http://snomed.info/id/714687009,385576000
1927851,betrixaban,IN,763702003,Betrixaban-containing product,DIRECT,http://snomed.info/id/763702003,385576000
321208,fondaparinux,IN,395236007,Fondaparinux-containing product,DIRECT,http://snomed.info/id/395236007,385576000
1044584,tesamorelin,IN,765123002,Tesamorelin-containing product,DIRECT,http://snomed.info/id/765123002,392573000
10579,thyrotropin,IN,326013007,Thyrotrophin-containing product,DIRECT,http://snomed.info/id/326013007,392573000
1426890,prolactin,IN,82166002,Prolactin-containing product,INDIRECT,http://snomed.info/id/82166002,392573000
2176312,bremelanotide,IN,788500001,Bremelanotide-containing product,DIRECT,http://snomed.info/id/788500001,392573000
2262250,afamelanotide,IN,819984003,Afamelanotide-containing product,DIRECT,http://snomed.info/id/819984003,392573000
227518,follicle stimulating hormone,IN,325781003,Pituitary follicle stimulating hormone-containing product,INDIRECT,http://snomed.info/id/325781003,392573000
